Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_006096.5	AMER3	-	XP_004937030.1	2698818	2695877	APC membrane recruitment protein 3
NC_006096.5	GPR148	+	XP_004937031.1	2723241	2724281	probable G-protein coupled receptor 148
NC_006096.5	KLHL6	-	NP_001026474.2	2746728	2729070	kelch-like protein 6
NC_006096.5	KLHL24	+	NP_001026475.1	2761622	2766633	kelch-like protein 24
NC_006096.5	YEATS2	+	XP_015132658.1	2775970	2816964	YEATS domain-containing protein 2 isoform X1
NC_006096.5	MAP6D1	-	XP_015132657.1	2827283	2822726	MAP6 domain-containing protein 1 isoform X3
NC_006096.5	PARL	-	XP_015132654.1	2840618	2829397	presenilins-associated rhomboid-like protein, mitochondrial
NC_006096.5	CLDN15	+	XP_422589.2	2843398	2859512	claudin-19 isoform X1
NC_006096.5	DUSP28	-	XP_015132435.1	2862804	2861473	dual specificity phosphatase 28 isoform X1
NC_006096.5	GPC1	-	NP_001291989.1	3029973	2869921	glypican-1 precursor
NC_006096.5	GPC2	-	XP_025009547.1	3521170	3145953	glypican-5
NC_006096.5	LOC107051875	-	XP_025009492.1	3560189	3548242	uncharacterized protein LOC107051875
NC_006096.5	IMP4	-	NP_001264644.1	3609182	3603848	U3 small nucleolar ribonucleoprotein protein IMP4
NC_006096.5	CCDC61	-	XP_015132430.1	3612830	3610350	coiled-coil domain-containing protein 61 isoform X1
NC_006096.5	VPS8	+	XP_015132650.1	3633475	3698812	vacuolar protein sorting-associated protein 8 homolog isoform X1
NC_006096.5	C3orf70	-	XP_015132652.1	3720775	3703414	UPF0524 protein C3orf70 homolog
NC_006096.5	EHHADH	-	XP_422690.2	3747532	3725275	peroxisomal bifunctional enzyme
NC_006096.5	MAP3K13	+	XP_025009530.1	3798152	3817431	mitogen-activated protein kinase kinase kinase 13 isoform X4
NC_006096.5	TMEM41A	-	NP_001264616.1	3823297	3821836	transmembrane protein 41A isoform 2
NC_006096.5	ANAPC13	-	XP_015132440.1	3837367	3834492	anaphase-promoting complex subunit 13 isoform X1
NC_006096.5	CEP63	+	XP_015132429.1	3837812	3855109	centrosomal protein of 63 kDa isoform X5
NC_006096.5	KY	-	XP_025009183.1	3870342	3858667	kyphoscoliosis peptidase isoform X1
NC_006096.5	EPHB1	+	XP_015132632.2	3883838	3926843	ephrin type-B receptor 1
NC_006096.5	A4GNT	+	XP_426692.3	4278812	4281923	alpha-1,4-N-acetylglucosaminyltransferase
NC_006096.5	DZIP1L	+	XP_004937044.1	4285890	4290793	zinc finger protein DZIP1L isoform X2
NC_006096.5	CLDN18	-	XP_003641778.1	4310898	4297913	claudin-18 isoform X2
NC_006096.5	SOX14	-	NP_990092.1	4378044	4377326	transcription factor SOX-14
NC_006096.5	CRYGS	-	NP_001163998.1	4520331	4516618	beta-crystallin S
NC_006096.5	TBCCD1	-	NP_001006545.1	4530723	4523536	TBCC domain-containing protein 1
NC_006096.5	DNAJB11	+	XP_422682.1	4531072	4542497	dnaJ homolog subfamily B member 11
NC_006096.5	PROCR	-	NP_001029992.1	4551168	4549759	endothelial protein C receptor precursor
NC_006096.5	PFKL	+	NP_001305371.1	4551693	4556627	ATP-dependent 6-phosphofructokinase, liver type
NC_006096.5	C9H21orf2	-	XP_015132422.1	4565049	4559968	uncharacterized protein LOC424866 isoform X1
NC_006096.5	TRA2B	+	XP_015132297.1	4566005	4582978	transformer-2 protein homolog beta isoform X1
NC_006096.5	IGF2BP2	+	XP_015132625.1	4590833	4606136	insulin-like growth factor 2 mRNA-binding protein 2 isoform X1
NC_006096.5	SENP2	-	XP_422676.3	4623782	4610407	sentrin-specific protease 2
NC_006096.5	AMOTL2	+	XP_015132622.1	4635430	4641190	angiomotin-like protein 2 isoform X1
NC_006096.5	RYK	+	XP_422674.6	4647508	4706041	tyrosine-protein kinase RYK
NC_006096.5	SLCO2A1	+	XP_025009125.1	4734749	4757611	solute carrier organic anion transporter family member 2A1 isoform X1
NC_006096.5	SRPRB	-	NP_001305381.1	4765545	4760555	signal recognition particle receptor subunit beta
NC_006096.5	TF	-	NP_990635.1	4777127	4766641	ovotransferrin precursor
NC_006096.5	GAL3ST4	+	XP_426689.3	4793390	4799010	galactose-3-O-sulfotransferase 2
NC_006096.5	AQP12A	-	NP_001103149.1	4802153	4800918	aquaporin 12A precursor
NC_006096.5	PAK2	-	XP_025009521.1	4827065	4808888	serine/threonine-protein kinase PAK 2
NC_006096.5	CEP19	+	XP_025009124.1	4852537	4853287	centrosomal protein of 19 kDa isoform X1
NC_006096.5	NRROS	-	XP_015132614.1	4858718	4855939	negative regulator of reactive oxygen species isoform X1
NC_006096.5	FBXO45	-	XP_015132617.1	4871707	4868877	F-box/SPRY domain-containing protein 1
NC_006096.5	WDR53	+	XP_025009522.1	4874860	4875444	WD repeat-containing protein 53 isoform X2
NC_006096.5	RNF168	+	XP_001233498.1	4882174	4887810	E3 ubiquitin-protein ligase RNF168
NC_006096.5	UBXN7	+	XP_422667.4	4891735	4910918	UBX domain-containing protein 7 isoform X1
NC_006096.5	TM4SF19	+	XP_025009122.1	4919307	4921378	transmembrane 4 L6 family member 19 isoform X1
NC_006096.5	NEU4	-	XP_004937059.1	4923916	4922333	sialidase-4 isoform X3
NC_006096.5	GAL3ST2	-	XP_025009121.1	4929979	4925761	galactose-3-O-sulfotransferase 2 isoform X1
NC_006096.5	D2HGDH	-	XP_015132607.1	4943081	4935574	D-2-hydroxyglutarate dehydrogenase, mitochondrial
NC_006096.5	ING5	-	XP_015132409.1	4951623	4946237	inhibitor of growth protein 5 isoform X1
NC_006096.5	DTYMK	+	NP_001265279.1	4951869	4956805	thymidylate kinase
NC_006096.5	ATG4B	-	XP_015132333.1	4974463	4960425	cysteine protease ATG4B isoform X1
NC_006096.5	THAP4	+	XP_015132590.2	4978365	4992479	THAP domain-containing protein 4 isoform X1
NC_006096.5	KLHL30	+	XP_422662.4	4998020	5000573	kelch-like protein 30 isoform X1
NC_006096.5	ILKAP	-	XP_422661.2	5009938	5001699	integrin-linked kinase-associated serine/threonine phosphatase 2C
NC_006096.5	KIF1A	-	XP_015132584.1	5040208	5012512	kinesin-like protein KIF1A isoform X13
NC_006096.5	AGXT	+	XP_003641783.2	5044890	5047715	serine--pyruvate aminotransferase
NC_006096.5	C9H2orf54	-	XP_001233703.5	5051723	5048221	uncharacterized protein C2orf54 homolog
NC_006096.5	SNED1	+	XP_025009277.1	5058211	5076193	sushi, nidogen and EGF-like domain-containing protein 1 isoform X4
NC_006096.5	MTERF4	-	XP_015132576.1	5078919	5077828	transcription termination factor 4, mitochondrial isoform X1
NC_006096.5	PASK	-	XP_015132574.1	5094698	5080613	PAS domain-containing serine/threonine-protein kinase isoform X4
NC_006096.5	PPP1R7	+	XP_015132404.1	5098969	5112745	protein phosphatase 1 regulatory subunit 7 isoform X1
NC_006096.5	HDLBP	-	XP_015132308.1	5135844	5116858	vigilin isoform X1
NC_006096.5	SEPT2	+	XP_422654.1	5152357	5165659	septin-2
NC_006096.5	FARP2	+	XP_015132567.1	5182719	5236989	FERM, ARHGEF and pleckstrin domain-containing protein 2 isoform X1
NC_006096.5	STK25	-	NP_989705.1	5256087	5240908	serine/threonine-protein kinase 25
NC_006096.5	BOK	+	NP_990037.1	5264695	5276018	bcl-2-related ovarian killer protein
NC_006096.5	ETV5	-	XP_015132305.2	5299093	5290644	ETS translocation variant 5 isoform X2
NC_006096.5	DGKG	-	XP_015132565.1	5318082	5304100	diacylglycerol kinase gamma isoform X2
NC_006096.5	PTTG1IP_1	+	XP_015132563.1	5328565	5333371	pituitary tumor-transforming gene 1 protein-interacting protein isoform X1
NC_006096.5	SUMO3	+	NP_001072966.1	5334688	5336115	small ubiquitin-related modifier 3 precursor
NC_006096.5	UBE2G2	+	NP_001264348.1	5337048	5351768	ubiquitin-conjugating enzyme E2 G2
NC_006096.5	TSPEAR	+	XP_422647.3	5359481	5365725	thrombospondin-type laminin G domain and EAR repeat-containing protein isoform X1
NC_006096.5	TRPM2	-	XP_015132560.1	5380801	5368447	transient receptor potential cation channel subfamily M member 2
NC_006096.5	PRR19	-	XP_004937082.2	5385454	5383324	proline-rich protein 19
NC_006096.5	OTOS	+	NP_001264635.1	5390490	5392543	otospiralin precursor
NC_006096.5	COPS9	+	NP_001264634.1	5393277	5394219	myeloma-overexpressed gene 2 protein
NC_006096.5	ADIPOQ	-	XP_015132332.1	5400300	5399146	adiponectin isoform X1
NC_006096.5	ST6GAL1	+	XP_015132314.1	5433358	5442817	beta-galactoside alpha-2,6-sialyltransferase 1 isoform X1
NC_006096.5	LOC107051858	+	XP_015132555.1	5449918	5454533	uncharacterized protein LOC107051858 isoform X4
NC_006096.5	LOC112532977	+	XP_025009190.1	5474217	5475146	G-protein coupled receptor 35-like isoform X2
NC_006096.5	GPR35L	+	XP_015132556.1	5478276	5479232	G-protein coupled receptor 35-like
NC_006096.5	GPR35	+	XP_004937083.1	5486711	5487658	G-protein coupled receptor 35
NC_006096.5	GPR55	+	XP_025009191.1	5509855	5510772	G-protein coupled receptor 55
NC_006096.5	LOC101748451	+	XP_025009503.1	5531776	5532747	lysophosphatidic acid receptor 6-like
NC_006096.5	ITM2C	-	XP_025009117.1	5549877	5543585	integral membrane protein 2C isoform X1
NC_006096.5	CAB39	-	XP_004937086.1	5591226	5574165	calcium-binding protein 39
NC_006096.5	HES6	+	XP_015132545.1	5618245	5620359	transcription cofactor HES-6
NC_006096.5	LOC107051857	+	XP_015132541.2	5640480	5642220	uncharacterized protein LOC107051857
NC_006096.5	PER2	-	XP_015132281.1	5680028	5656877	period circadian protein homolog 2 isoform X1
NC_006096.5	VAMP2	-	XP_025009458.1	5727958	5720249	vesicle-associated membrane protein 2 isoform X2
NC_006096.5	PIK3CB	-	XP_025009114.1	5803190	5768842	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform isoform X1
NC_006096.5	FOXL2	-	NP_001012630.1	5875702	5874789	forkhead box protein L2
NC_006096.5	MRPS22	+	XP_015132539.1	6033561	6038781	28S ribosomal protein S22, mitochondrial
NC_006096.5	COPB2	-	XP_422637.2	6053214	6039299	coatomer subunit beta'
NC_006096.5	RBP2	-	NP_001264346.1	6077976	6067342	retinol-binding protein 2
NC_006096.5	RBP1	-	XP_015132393.1	6111301	6096843	retinol-binding protein 1 isoform X1
NC_006096.5	NMNAT3	-	XP_025009216.1	6132699	6114451	nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 isoform X2
NC_006096.5	CLSTN2	+	XP_015132535.1	6241689	6534772	calsyntenin-2
NC_006096.5	TRIM42	+	XP_422632.4	6580351	6588511	tripartite motif-containing protein 42
NC_006096.5	SPSB4	-	XP_025009389.1	6799075	6732445	SPRY domain-containing SOCS box protein 4
NC_006096.5	SLC25A36	-	NP_001007961.1	6948617	6922266	solute carrier family 25 member 36
NC_006096.5	PXYLP1	+	XP_025009548.1	7010802	7047422	2-phosphoxylose phosphatase 1 isoform X2
NC_006096.5	EPHA4	-	XP_015132302.1	7870598	7785577	ephrin type-A receptor 4 isoform X2
NC_006096.5	PAX3	-	XP_025009067.1	8096183	8034820	paired box protein Pax-3 isoform X2
NC_006096.5	SGPP2	+	XP_422628.3	8122315	8144455	sphingosine-1-phosphate phosphatase 2
NC_006096.5	FARSB	-	XP_025009113.1	8179180	8147443	phenylalanine--tRNA ligase beta subunit isoform X1
NC_006096.5	MOGAT1	+	XP_015132520.1	8182401	8203274	2-acylglycerol O-acyltransferase 1
NC_006096.5	ACSL3	+	XP_015132518.1	8237724	8262172	long-chain-fatty-acid--CoA ligase 3
NC_006096.5	KCNE4	+	XP_025009419.1	8281878	8282369	potassium voltage-gated channel subfamily E member 4
NC_006096.5	SCG2	-	XP_015132515.1	8389145	8387260	secretogranin-2
NC_006096.5	AP1S3	-	XP_015132391.1	8443708	8423636	AP-1 complex subunit sigma-3 isoform X4
NC_006096.5	WDFY1	-	NP_001026481.1	8469063	8448550	WD repeat and FYVE domain-containing protein 1
NC_006096.5	SERPINE2	-	XP_015132384.1	8483996	8474593	glia-derived nexin isoform X4
NC_006096.5	FAM124B	-	XP_001234634.2	8551566	8549321	protein FAM124B
NC_006096.5	CUL3	-	XP_422620.5	8609665	8558846	cullin-3
NC_006096.5	GUCY1B4	+	XP_025009495.1	8609887	8646221	guanylate cyclase soluble subunit beta-2
NC_006096.5	LOC112532998	-	XP_025009285.1	8653678	8650964	putative coiled-coil domain-containing protein 195
NC_006096.5	DOCK10	-	XP_015132511.1	8800316	8661265	dedicator of cytokinesis protein 10 isoform X19
NC_006096.5	NYAP2	+	XP_015132491.1	8902116	9020869	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2
NC_006096.5	LOC107051846	-	XP_015132490.1	9402189	9398657	insulin receptor substrate 1
NC_006096.5	RHBDD1	+	XP_015132489.1	9430741	9453818	rhomboid-related protein 4 isoform X2
NC_006096.5	COL4A4	-	XP_015132473.1	9523802	9462683	collagen alpha-4(IV) chain isoform X1
NC_006096.5	COL4A3	+	XP_025009448.1	9543400	9583851	collagen alpha-3(IV) chain isoform X3
NC_006096.5	MFF	+	XP_004937107.1	9591287	9609580	mitochondrial fission factor isoform X1
NC_006096.5	MRPL44	+	NP_001264343.1	9611855	9614680	39S ribosomal protein L44, mitochondrial precursor
NC_006096.5	AGFG1	+	XP_015132463.1	9629222	9663995	arf-GAP domain and FG repeat-containing protein 1 isoform X1
NC_006096.5	SLC19A3	-	XP_422610.3	9672196	9666069	thiamine transporter 2
NC_006096.5	THT2L	-	XP_025009456.1	9681555	9675921	thiamine transporter 2
NC_006096.5	CCL20	+	NP_989769.1	9693609	9695173	C-C motif chemokine 20 precursor
NC_006096.5	DAW1	+	XP_025009192.1	9704754	9721248	dynein assembly factor with WDR repeat domains 1 isoform X2
NC_006096.5	SPHKAP	-	XP_015132375.1	9792212	9726715	A-kinase anchor protein SPHKAP isoform X2
NC_006096.5	PID1	-	XP_025009110.1	10046851	10000905	PTB-containing, cubilin and LRP1-interacting protein isoform X1
NC_006096.5	DNER	-	XP_422604.2	10198052	10092470	delta and Notch-like epidermal growth factor-related receptor
NC_006096.5	TRIP12	-	XP_015132456.1	10251200	10208397	E3 ubiquitin-protein ligase TRIP12 isoform X4
NC_006096.5	SLC16A14	-	XP_004937126.1	10303911	10296390	monocarboxylate transporter 14 isoform X1
NC_006096.5	ZBTB38	+	XP_015132461.1	10358984	10362565	zinc finger and BTB domain-containing protein 38
NC_006096.5	RASA2	+	NP_001012947.1	10367661	10407455	ras GTPase-activating protein 2
NC_006096.5	RNF7	+	NP_001026478.1	10416555	10421131	RING-box protein 2
NC_006096.5	GRK7	+	XP_426681.2	10425071	10442463	rhodopsin kinase
NC_006096.5	ATP1B3	+	NP_990866.1	10461352	10482783	sodium/potassium-transporting ATPase subunit beta-3
NC_006096.5	TFDP2	-	NP_001171642.1	10536027	10498387	transcription factor Dp-2
NC_006096.5	GK5	-	NP_001026477.1	10571265	10551065	putative glycerol kinase 5
NC_006096.5	XRN1	-	XP_422596.4	10611435	10579301	5'-3' exoribonuclease 1 isoform X1
NC_006096.5	ATR	-	XP_015132446.1	10648115	10612526	serine/threonine-protein kinase ATR
NC_006096.5	PLS1	+	XP_015132325.1	10666164	10685998	plastin-1 isoform X1
NC_006096.5	TRPC1	+	XP_015132359.1	10688060	10708569	short transient receptor potential channel 1 isoform X1
NC_006096.5	PCOLCE2	-	XP_015132449.1	10733801	10713991	procollagen C-endopeptidase enhancer 2
NC_006096.5	PAQR9	-	XP_025009188.1	10761646	10760403	membrane progestin receptor epsilon
NC_006096.5	U2SURP	+	XP_422593.5	10771824	10814015	U2 snRNP-associated SURP motif-containing protein isoform X1
NC_006096.5	CHST2	+	XP_003641807.4	10823685	10825763	carbohydrate sulfotransferase 2
NC_006096.5	SLC9A9	-	NP_001026476.1	11044513	10871824	sodium/hydrogen exchanger 9
NC_006096.5	C9H3orf58	+	XP_422591.2	11068495	11079834	deleted in autism protein 1
NC_006096.5	PLOD2	-	XP_422695.5	11698345	11649211	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 isoform X2
NC_006096.5	PLSCR1	-	XP_015147104.1	11724146	11716364	phospholipid scramblase 1
NC_006096.5	PLSCR5	-	XP_025009214.1	11750359	11741146	phospholipid scramblase family member 5 isoform X1
NC_006096.5	ZIC4	-	XP_015147103.2	12071781	12057340	zinc finger protein ZIC 4 isoform X6
NC_006096.5	ZIC1	+	NP_989585.1	12075138	12077948	zinc finger protein ZIC 1
NC_006096.5	AGTR1	+	XP_015146865.1	12558128	12559207	type-1 angiotensin II receptor isoform X1
NC_006096.5	CPB1	+	NP_001264374.1	12583307	12599554	carboxypeptidase B preproprotein
NC_006096.5	NCBP2	-	XP_025009128.1	12614352	12577576	nuclear cap-binding protein subunit 2 isoform X1
NC_006096.5	PIGZ	-	XP_025009385.1	12619460	12617355	GPI mannosyltransferase 4 isoform X1
NC_006096.5	MELTF	-	NP_990538.2	12635939	12620643	melanotransferrin precursor
NC_006096.5	DLG1	-	XP_025009384.1	12768676	12638319	disks large homolog 1 isoform X20
NC_006096.5	BDH1A	-	XP_015146875.1	12806614	12795631	D-beta-hydroxybutyrate dehydrogenase, mitochondrial isoform X1
NC_006096.5	BDH1B	+	XP_015147089.1	12807946	12823780	D-beta-hydroxybutyrate dehydrogenase, mitochondrial isoform X5
NC_006096.5	APOD	+	NP_001011692.1	12833305	12835463	apolipoprotein D precursor
NC_006096.5	PPP1R2	+	XP_015146876.1	12836935	12846965	protein phosphatase inhibitor 2 isoform X1
NC_006096.5	ACAP2	+	NP_001006548.1	12850579	12906408	arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2
NC_006096.5	XXYLT1	+	XP_015147085.1	12909891	12945758	xyloside xylosyltransferase 1 isoform X2
NC_006096.5	FAM43A	-	XP_426700.2	12972269	12971185	protein FAM43A
NC_006096.5	LSG1	+	NP_001006549.1	12975547	12987094	large subunit GTPase 1 homolog
NC_006096.5	ATP13A3	+	XP_015147081.1	13018585	13049188	probable cation-transporting ATPase 13A3 isoform X3
NC_006096.5	GP5	+	XP_004943385.1	13056194	13058122	platelet glycoprotein V
NC_006096.5	LRRC15	+	XP_025009496.1	13066850	13077595	uncharacterized protein LRRC15
NC_006096.5	CPN2	+	XP_422710.4	13071426	13073574	carboxypeptidase N subunit 2
NC_006096.5	HES1	-	XP_015147078.2	13093715	13092445	transcription factor HES-1
NC_006096.5	OPA1	-	XP_015146882.1	13234517	13187436	dynamin-like 120 kDa protein, mitochondrial isoform X1
NC_006096.5	ATP13A4	+	XP_025009130.1	13237426	13269837	probable cation-transporting ATPase 13A4 isoform X1
NC_006096.5	ATP13A5	+	XP_422713.3	13275632	13302160	probable cation-transporting ATPase 13A5 isoform X1
NC_006096.5	HRASLS	-	XP_004943390.1	13305086	13304093	phospholipid-metabolizing enzyme A-C1
NC_006096.5	FCGBP	-	XP_025009498.1	13380710	13308373	LOW QUALITY PROTEIN: IgGFc-binding protein
NC_006096.5	MB21D2	+	XP_422716.3	13421723	13469783	protein MB21D2
NC_006096.5	FGF12	+	XP_015146857.1	13491030	13679323	fibroblast growth factor 12 isoform X2
NC_006096.5	CCDC50	-	XP_015146888.1	13849402	13815754	coiled-coil domain-containing protein 50 isoform X1
NC_006096.5	UTS2B	+	NP_996872.1	13858743	13864865	urotensin-2B precursor
NC_006096.5	OSTN	-	XP_025009132.1	13936565	13869054	osteocrin isoform X1
NC_006096.5	GMNC	+	XP_025009499.1	13959067	13965036	geminin coiled-coil domain-containing protein 1
NC_006096.5	IL1RAP	-	XP_422719.4	14047892	14006897	interleukin-1 receptor accessory protein isoform X1
NC_006096.5	TMEM207	+	XP_015146891.1	14069401	14073122	transmembrane protein 207 isoform X1
NC_006096.5	CLDN16	-	XP_426702.1	14085896	14079792	claudin-16
NC_006096.5	CLDN1	+	NP_001013629.1	14097941	14106493	claudin-1
NC_006096.5	P3H2	+	XP_015146871.1	14181238	14192882	prolyl 3-hydroxylase 2 isoform X2
NC_006096.5	TP63	-	XP_015146848.1	14295949	14202398	tumor protein 63 isoform X2
NC_006096.5	LPP	-	XP_015146919.1	14693997	14500252	lipoma-preferred partner homolog isoform X1
NC_006096.5	BCL6	+	XP_015146892.1	14947089	14953158	B-cell lymphoma 6 protein homolog isoform X1
NC_006096.5	SST	+	NP_990667.1	14960103	14961308	somatostatin precursor
NC_006096.5	MASP1	+	XP_025009092.1	15018008	15028308	mannan-binding lectin serine protease 1 isoform X1
NC_006096.5	RTP2	-	XP_004943393.2	15040919	15039353	receptor-transporting protein 2-like
NC_006096.5	PDCD1	-	XP_422723.3	15050248	15046392	programmed cell death protein 1
NC_006096.5	TCTEX1D2	+	XP_422724.1	15053016	15056735	tctex1 domain-containing protein 2
NC_006096.5	PCYT1A	+	XP_015146977.1	15063117	15072873	choline-phosphate cytidylyltransferase A
NC_006096.5	SLC51A	-	NP_001264626.1	15078689	15076760	organic solute transporter subunit alpha
NC_006096.5	LOC100857766	+	XP_025009198.1	15079654	15081748	uncharacterized protein LOC100857766 isoform X1
NC_006096.5	TFRC	+	XP_015146868.1	15089909	15101768	transferrin receptor protein 1 isoform X1
NC_006096.5	TNK2	+	XP_015146946.1	15115614	15125619	activated CDC42 kinase 1 isoform X8
NC_006096.5	MUC4	+	XP_015146934.1	15127190	15142085	mucin-4 isoform X1
NC_006096.5	MUC4L	-	XP_025009392.1	15148433	15142823	mucin-4-like isoform X2
NC_006096.5	LOC424918	-	XP_025009196.1	15159905	15155660	mucin-20 isoform X1
NC_006096.5	LOC424919	+	XP_422729.1	15160509	15163391	deoxyribodipyrimidine photo-lyase
NC_006096.5	RUBCN	-	XP_015146953.1	15184272	15165986	run domain Beclin-1-interacting and cysteine-rich domain-containing protein isoform X5
NC_006096.5	FYTTD1	+	XP_015146893.1	15191580	15202980	UAP56-interacting factor isoform X1
NC_006096.5	LRCH3	+	XP_015146962.1	15206158	15251691	leucine-rich repeat and calponin homology domain-containing protein 3 isoform X4
NC_006096.5	IQCG	-	XP_422733.3	15276187	15259989	dynein regulatory complex protein 9
NC_006096.5	RPL35A	+	NP_001264386.1	15278686	15280740	60S ribosomal protein L35a
NC_006096.5	C2orf72	+	XP_004943655.1	15286400	15289922	uncharacterized protein C2orf72 homolog
NC_006096.5	PSMD1	+	NP_001012618.2	15291800	15352085	26S proteasome non-ATPase regulatory subunit 1
NC_006096.5	HTR2B	-	XP_025009078.1	15321751	15312937	5-hydroxytryptamine receptor 2B isoform X1
NC_006096.5	ARMC9	+	XP_025009414.1	15359649	15412466	lisH domain-containing protein ARMC9 isoform X4
NC_006096.5	B3GNT7	+	XP_422738.1	15424714	15428120	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 isoform X1
NC_006096.5	NCL	-	NP_990596.1	15437873	15430934	nucleolin
NC_006096.5	NMUR1	-	XP_015146979.1	15445677	15443881	neuromedin-U receptor 1 isoform X1
NC_006096.5	PTMA	+	XP_015146987.1	15481047	15488201	prothymosin alpha
NC_006096.5	PDE6D	-	XP_015146985.1	15525091	15495498	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
NC_006096.5	COPS7B	+	XP_025009532.1	15525729	15537856	COP9 signalosome complex subunit 7b isoform X1
NC_006096.5	NPPC	-	XP_015146986.1	15549419	15548117	C-type natriuretic peptide
NC_006096.5	DIS3L2	+	XP_025009195.1	15573458	15719110	DIS3-like exonuclease 2 isoform X3
NC_006096.5	ALPI	+	XP_015146975.1	15720723	15723444	intestinal-type alkaline phosphatase isoform X2
NC_006096.5	ALPP	+	XP_003641809.1	15724063	15726925	intestinal-type alkaline phosphatase
NC_006096.5	ECEL1	-	XP_422744.3	15733604	15727598	endothelin-converting enzyme-like 1
NC_006096.5	SLC12A9	-	XP_003641839.3	15748389	15739844	solute carrier family 12 member 9
NC_006096.5	PRSS56	+	XP_025009489.1	15750228	15755591	serine protease 56 isoform X1
NC_006096.5	CHRND	+	NP_001026488.2	15756290	15759481	acetylcholine receptor subunit delta precursor
NC_006096.5	CHRNG	+	NP_001026739.2	15760222	15764327	acetylcholine receptor subunit gamma precursor
NC_006096.5	EIF4E2	-	XP_003641810.1	15786327	15770984	eukaryotic translation initiation factor 4E type 2 isoform X3
NC_006096.5	CYP2AB5	-	NP_001316426.1	15806183	15798009	cytochrome P450 2AB5 precursor
NC_006096.5	CYP2AB4	-	XP_426708.3	15824526	15815814	cytochrome P450 2AB4 isoform X1
NC_006096.5	CYP2AB3	-	NP_001316415.1	15834115	15828982	cytochrome P450, family 2, subfamily AB, polypeptide 3
NC_006096.5	CYP2AB2	-	NP_001316414.1	15842609	15837339	cytochrome P450, family 2, subfamily AB, polypeptide 2 precursor
NC_006096.5	CYP2AB1	+	XP_025009140.1	15845591	15850670	cytochrome P450, family 2, subfamily AB, polypeptide 1 isoform X1
NC_006096.5	CAPN10	-	XP_025009273.1	15863210	15852612	calpain-10
NC_006096.5	RNPEPL1	-	XP_025009271.1	15880628	15868839	aminopeptidase RNPEPL1 isoform X2
NC_006096.5	ABCC5	-	XP_004943449.1	15920048	15884014	multidrug resistance-associated protein 5 isoform X1
NC_006096.5	EIF2B5	+	XP_015147054.1	15926853	15944300	translation initiation factor eIF-2B subunit epsilon isoform X1
NC_006096.5	DVL3	+	XP_015147053.1	15946326	15972018	segment polarity protein dishevelled homolog DVL-3 isoform X1
NC_006096.5	AP2M1	+	XP_015146932.1	15982677	15995738	AP-2 complex subunit mu isoform X3
NC_006096.5	ABCF3	+	XP_422757.5	15997173	16004653	ATP-binding cassette sub-family F member 3
NC_006096.5	LOC101747338	+	XP_015147043.1	16005402	16008089	PHD finger protein 13 isoform X2
NC_006096.5	LOC112533016	-	XP_025009443.1	16011683	16010575	uncharacterized protein LOC112533016
NC_006096.5	VWA5B2	+	XP_422758.4	16014322	16021617	von Willebrand factor A domain-containing protein 5B2 isoform X4
NC_006096.5	ALG3	-	XP_015147041.1	16024418	16022091	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase isoform X2
NC_006096.5	LOC431092	+	XP_428644.3	16024419	16027799	EEF1A lysine methyltransferase 4
NC_006096.5	CAMK2N2	-	XP_015147037.1	16031558	16029856	calcium/calmodulin-dependent protein kinase II inhibitor 2
NC_006096.5	MUL1L	-	XP_015147036.2	16037307	16035408	mitochondrial ubiquitin ligase activator of nfkb 1-A isoform X2
NC_006096.5	ECE2	-	XP_015147034.2	16044316	16037794	endothelin-converting enzyme 2 isoform X4
NC_006096.5	PSMD2	+	NP_001012952.1	16045329	16050855	26S proteasome non-ATPase regulatory subunit 2
NC_006096.5	LOC112533022	-	XP_025009500.1	16052436	16051041	collagen alpha-1(I) chain-like
NC_006096.5	EIF4G1	+	XP_015147022.1	16053895	16068893	eukaryotic translation initiation factor 4 gamma 1 isoform X8
NC_006096.5	FAM131A	+	XP_003641841.1	16071243	16074651	protein FAM131A isoform X1
NC_006096.5	HSPB7L	+	XP_003641817.1	16076001	16077151	heat shock protein beta-7
NC_006096.5	CLCN2	-	XP_025009439.1	16087789	16077582	chloride channel protein 2 isoform X1
NC_006096.5	CHRD	-	XP_015146859.1	16097302	16089108	chordin isoform X2
NC_006096.5	THPO	+	XP_015146873.1	16101243	16103044	thrombopoietin isoform X2
NC_006096.5	POLR2H	-	NP_001264396.1	16105642	16104143	DNA-directed RNA polymerases I, II, and III subunit RPABC3 isoform 2
NC_006096.5	EPHB3	-	XP_025009286.1	16141528	16120317	ephrin type-B receptor 3 isoform X3
NC_006096.5	LOC101747448	-	XP_025009494.1	16159774	16158840	uncharacterized protein LOC101747448
NC_006096.5	LOC107054090	-	XP_015147011.1	16209189	16208264	uncharacterized protein LOC107054090
