Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_007119.7	rpe65b	-	NP_001082902.2	16697880	16688688	all-trans-retinyl ester 13-cis isomerohydrolase
NC_007119.7	rpe65c	-	NP_001107125.1	16712226	16702143	retinal Mueller cells isomerohydrolase
NC_007119.7	depdc1a	-	XP_005166830.1	16725352	16713589	DEP domain-containing protein 1A isoform X1
NC_007119.7	smim15	+	NP_001153418.1	16729771	16729995	small integral membrane protein 15
NC_007119.7	ndufaf2	-	NP_001107122.1	16738108	16734085	mimitin, mitochondrial
NC_007119.7	ercc8	+	NP_001005984.1	16738529	16756833	DNA excision repair protein ERCC-8
NC_007119.7	elovl7a	+	NP_956169.1	16761282	16769079	elongation of very long chain fatty acids protein 7
NC_007119.7	LOC101883916	+	XP_021334069.1	16796513	16810107	cAMP-specific 3',5'-cyclic phosphodiesterase 4D-like
NC_007119.7	pde4d	+	XP_009302145.1	16889084	17044714	cAMP-specific 3',5'-cyclic phosphodiesterase 4D isoform X2
NC_007119.7	rab3c	-	XP_005166882.1	17067193	17055732	ras-related protein Rab-3C isoform X1
NC_007119.7	si:dkey-190g11.3	+	XP_009302128.1	17072826	17075190	uncharacterized protein LOC567059 isoform X1
NC_007119.7	plk2b	+	NP_001092715.1	17078723	17085785	serine/threonine-protein kinase PLK2
NC_007119.7	mier3b	+	XP_005166936.1	17143475	17156986	uncharacterized protein LOC567247 isoform X1
NC_007119.7	mrps36	-	NP_001107080.1	17166561	17163864	28S ribosomal protein S36, mitochondrial
NC_007119.7	cenph	+	XP_005166939.1	17168234	17173447	centromere protein H isoform X1
NC_007119.7	pola2	-	NP_955875.2	17184145	17174904	DNA polymerase alpha subunit B
NC_007119.7	dimt1l	+	NP_001003556.2	17184717	17191794	probable dimethyladenosine transferase
NC_007119.7	skia	-	NP_571010.2	17516064	17399512	ski oncogene
NC_007119.7	si:ch73-70k4.1	+	XP_021334070.1	17529184	17547126	fibroin heavy chain isoform X1
NC_007119.7	prkcz	-	XP_009302121.1	17771753	17554315	protein kinase C zeta type isoform X1
NC_007119.7	si:ch211-150o23.3	+	XP_021334071.1	17775756	17782720	uncharacterized protein si:ch211-150o23.3
NC_007119.7	st6galnac5b	-	NP_001006663.2	17822122	17801231	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
NC_007119.7	slc44a5b	+	XP_009302126.1	17839111	17916928	choline transporter-like protein 5-B isoform X2
NC_007119.7	LOC799481	-	XP_009302150.2	17928315	17919922	LIM/homeobox protein Lhx8-like
NC_007119.7	erich3	+	XP_009302134.1	17933630	17954714	glutamate-rich protein 3 isoform X1
NC_007119.7	tnni3k	-	NP_001191752.1	17980315	17958421	serine/threonine-protein kinase TNNI3K
NC_007119.7	fpgt	-	NP_001018590.2	17987363	17983629	fucose-1-phosphate guanylyltransferase
NC_007119.7	si:dkey-267j14.7	+	XP_009302151.1	17987986	17989725	leucine-rich repeat and IQ domain-containing protein 3 isoform X2
NC_007119.7	acot11b	-	XP_021333986.1	18007101	17993790	acyl-coenzyme A thioesterase 11 isoform X1
NC_007119.7	ssbp3b	+	XP_005166866.1	18011078	18035101	single stranded DNA binding protein 3b isoform X1
NC_007119.7	dio1	-	NP_001311333.1	18041922	18040082	type I iodothyronine deiodinase isoform 2
NC_007119.7	LOC100333406	+	XP_017212923.1	18044294	18150843	zinc finger protein GLIS1 isoform X2
NC_007119.7	rps8b	-	NP_001128155.1	18199465	18193710	40S ribosomal protein S8
NC_007119.7	elovl8b	-	NP_001191453.1	18202915	18200609	elongation of very long chain fatty acids protein 4-like
NC_007119.7	mutyh	-	XP_686698.2	18211586	18204348	adenine DNA glycosylase
NC_007119.7	si:ch211-241d21.5	-	XP_001341083.1	18228807	18214175	uncharacterized protein C1orf228 homolog isoform X1
NC_007119.7	guk1b	-	XP_005166853.1	18236135	18231479	guanylate kinase 1b isoform X1
NC_007119.7	rnf220b	-	XP_017212926.1	18313995	18245109	E3 ubiquitin-protein ligase RNF220 isoform X2
NC_007119.7	dmap1	-	NP_956549.1	18367192	18356754	DNA methyltransferase 1-associated protein 1
NC_007119.7	obscna	-	XP_017212927.2	18445423	18369490	obscurin isoform X2
NC_007119.7	zgc:153738	-	NP_001073437.3	18460589	18450132	IQ and AAA domain-containing protein-like
NC_007119.7	fam150a	+	XP_003199108.1	18464292	18482985	protein ALKAL-like isoform X1
NC_007119.7	si:dkey-30h22.11	-	XP_002663449.3	18516082	18506336	probable ubiquitin carboxyl-terminal hydrolase MINDY-4
NC_007119.7	nexn	-	NP_001077324.2	18536026	18518240	nexilin
NC_007119.7	tab3	+	XP_021333962.1	18550371	18562258	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 isoform X2
NC_007119.7	tmem47	-	NP_999928.1	18582773	18570340	transmembrane protein 47
NC_007119.7	prrg1	+	NP_001005948.1	18589240	18592915	transmembrane gamma-carboxyglutamic acid protein 1
NC_007119.7	cpox	-	NP_001035183.2	18613946	18602262	oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial
NC_007119.7	si:ch211-232d19.4	+	XP_009302178.1	18617368	18622847	coiled-coil domain-containing protein 181 isoform X1
NC_007119.7	fsd1	+	NP_001038582.1	18624719	18646788	fibronectin type III and SPRY domain-containing protein 1
NC_007119.7	stap2b	-	XP_021333910.1	18667544	18650897	signal-transducing adaptor protein 2 isoform X1
NC_007119.7	mpnd	+	NP_001070033.1	18831038	18840210	MPN domain-containing protein
NC_007119.7	sh3gl1b	-	XP_021333879.1	18879548	18842645	endophilin-A2 isoform X1
NC_007119.7	rorca	-	NP_001076288.1	18893215	18885425	RAR-related orphan receptor C a
NC_007119.7	sema6bb	-	XP_021334074.1	19051875	18935898	semaphorin-6B
NC_007119.7	abhd17ab	-	XP_021334075.1	19243626	19232398	protein ABHD17A
NC_007119.7	zgc:77486	-	XP_021333900.1	19261190	19253663	uncharacterized protein LOC405808 isoform X4
NC_007119.7	si:rp71-61h23.4	-	XP_021334076.1	19279734	19271258	perilipin-3
NC_007119.7	rgl1	-	NP_991200.2	19341979	19285210	ral guanine nucleotide dissociation stimulator-like 1 isoform 1
NC_007119.7	mpeg1.2	+	NP_001018422.1	19356137	19359403	uncharacterized protein LOC553612 precursor
NC_007119.7	colgalt2	-	NP_001123548.1	19395070	19364570	procollagen galactosyltransferase 2 precursor
NC_007119.7	zgc:92140	-	XP_009302165.1	19439831	19402478	uncharacterized protein LOC447854 isoform X1
NC_007119.7	edem3	-	XP_688275.6	19487325	19469680	ER degradation-enhancing alpha-mannosidase-like protein 3 isoform X4
NC_007119.7	npl	+	NP_996934.2	19490184	19499323	N-acetylneuraminate lyase
NC_007119.7	sec22bb	+	NP_001315455.1	19504152	19511282	vesicle-trafficking protein SEC22b-B isoform 1 precursor
NC_007119.7	si:ch73-281k2.5	+	XP_009302182.1	19514531	19519941	neurogenic locus notch homolog protein 2-like
NC_007119.7	notch2	+	NP_001108566.2	19549240	19617380	neurogenic locus notch homolog protein 2 precursor
NC_007119.7	slc35a3a	+	XP_005166908.1	19624642	19638362	UDP-N-acetylglucosamine transporter isoform X1
NC_007119.7	fam78bb	-	NP_001116785.1	19649615	19642308	protein FAM78B
NC_007119.7	foxe3	+	NP_001073150.2	19668784	19670052	forkhead box protein E3
NC_007119.7	foxd2	+	NP_571346.2	19674789	19675898	forkhead box protein D2
NC_007119.7	trabd2b	-	XP_005166934.1	19903953	19802468	metalloprotease TIKI2 isoform X1
NC_007119.7	LOC103911498	+	XP_017212928.2	19952689	19958244	uncharacterized protein LOC103911498
NC_007119.7	lpxn	-	XP_689239.4	19977055	19948608	leupaxin
NC_007119.7	znf692	+	XP_021333961.1	19982434	19997768	zinc finger protein 692 isoform X1
NC_007119.7	fcho1	+	XP_009302185.1	20021517	20072655	F-BAR domain only protein 1 isoform X1
NC_007119.7	rfx2	-	XP_005166894.1	20106865	20074426	DNA-binding protein RFX2 isoform X1
NC_007119.7	acsbg2	+	XP_005166846.1	20166470	20190412	long-chain-fatty-acid--CoA ligase ACSBG2 isoform X1
NC_007119.7	mllt1a	-	XP_005166995.1	20230557	20197271	protein ENL isoform X4
NC_007119.7	acer1	-	XP_005166897.1	20245773	20233016	alkaline ceramidase 1 isoform X1
NC_007119.7	myo1f	-	NP_001243600.1	20291905	20250867	unconventional myosin-If
NC_007119.7	adamts10	-	XP_005166930.1	20380541	20298815	A disintegrin and metalloproteinase with thrombospondin motifs 10 isoform X1
NC_007119.7	zap70	+	NP_001018425.1	20398518	20413823	tyrosine-protein kinase ZAP-70
NC_007119.7	mob3a	+	NP_956010.1	20418369	20426188	mps one binder kinase activator-like 2A
NC_007119.7	mknk2b	+	NP_919383.1	20440310	20449082	MAP kinase interacting serine/threonine kinase 2b
NC_007119.7	rexo1	+	XP_005166926.1	20455279	20470825	RNA exonuclease 1 homolog isoform X1
NC_007119.7	zgc:101100	+	NP_001003563.1	20488590	20490912	uncharacterized protein LOC445169
NC_007119.7	csnk1g2b	+	XP_005166916.1	20503969	20558908	casein kinase 1, gamma 2b isoform X1
NC_007119.7	mfsd12b	+	XP_001924045.3	20565038	20580150	LOW QUALITY PROTEIN: major facilitator superfamily domain-containing protein 12
NC_007119.7	nfic	+	XP_021334080.1	20622106	20807805	nuclear factor 1 C-type isoform X2
NC_007119.7	si:ch211-133l5.7	-	XP_021333954.1	20837965	20833674	small integral membrane protein 24 isoform X2
NC_007119.7	dohh	-	NP_955857.1	20856598	20853115	deoxyhypusine hydroxylase
NC_007119.7	LOC100005423	-	XP_021334084.1	20862321	20860765	protein ALP1-like
NC_007119.7	fzr1a	+	NP_956547.1	20863986	20876203	fizzy-related protein homolog
NC_007119.7	si:ch73-196i15.3	+	NP_001315196.1	20881064	20890979	si:ch73-196i15.3 precursor
NC_007119.7	haus5	-	NP_001007439.1	20914715	20898057	HAUS augmin-like complex subunit 5
NC_007119.7	si:ch73-196i15.5	+	XP_021334085.1	20918440	20943551	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like isoform X1
NC_007119.7	LOC108179094	+	XP_001344909.4	20956269	20978694	location of vulva defective 1-like isoform X1
NC_007119.7	LOC110440008	+	XP_021334088.1	20988538	21003050	uncharacterized protein LOC110440008
NC_007119.7	LOC110440009	+	XP_021334090.1	21010853	21016508	hepatitis A virus cellular receptor 1-like isoform X2
NC_007119.7	LOC108179096	+	XP_021334224.1	21030464	21043618	cell wall integrity and stress response component 4-like
NC_007119.7	si:dkeyp-82a1.6	-	XP_001339602.3	21052236	21047677	torsin-1A-interacting protein 2
NC_007119.7	zgc:112962	-	XP_009302170.1	21071447	21052821	lamina-associated polypeptide 1B isoform X2
NC_007119.7	aldh9a1a.2	-	XP_021333836.1	21091936	21083104	4-trimethylaminobutyraldehyde dehydrogenase isoform X1
NC_007119.7	aldh9a1a.1	-	XP_005166831.1	21103021	21095537	aldehyde dehydrogenase family 9 member A1-A isoform X1
NC_007119.7	tmco1	-	NP_001002575.1	21110122	21104972	transmembrane and coiled-coil domain-containing protein 1
NC_007119.7	uck2a	+	NP_001164538.1	21114376	21130109	uridine-cytidine kinase 2-A
NC_007119.7	magoh	+	NP_001017700.1	21133469	21135604	protein mago nashi homolog
NC_007119.7	cpt2	-	NP_001007448.1	21142251	21137838	carnitine O-palmitoyltransferase 2, mitochondrial
NC_007119.7	porcn	+	XP_009302161.1	21146262	21155964	probable protein-cysteine N-palmitoyltransferase porcupine isoform X1
NC_007119.7	spryd4	+	NP_001002477.1	21159190	21162482	SPRY domain-containing protein 4
NC_007119.7	gls2a	-	XP_009302199.1	21184715	21166029	glutaminase liver isoform, mitochondrial isoform X1
NC_007119.7	col2a1a	+	XP_005166920.1	21195573	21218165	collagen alpha-1(II) chain isoform X1
NC_007119.7	cry1ba	+	XP_005166949.1	21229718	21250317	cryptochrome-1 isoform X1
NC_007119.7	gpr37l1b	-	XP_021334092.1	21268234	21265265	prosaposin receptor GPR37L1
NC_007119.7	itpr3	+	NP_001300740.1	21280683	21352168	inositol 1,4,5-trisphosphate receptor type 3
NC_007119.7	alas2	+	NP_571757.1	21356031	21368337	5-aminolevulinate synthase, erythroid-specific, mitochondrial
NC_007119.7	ela2l	-	NP_956180.1	21372429	21369111	elastase 2 like precursor
NC_007119.7	ela2	+	NP_001132936.1	21376306	21381661	elastase 2 precursor
NC_007119.7	fhad1	+	NP_001035472.1	21384302	21393408	forkhead-associated domain-containing protein 1
NC_007119.7	LOC101883956	+	XP_009302200.1	21425990	21436789	transmembrane protein 26-like
NC_007119.7	ajap1	+	XP_021334093.1	21588975	21668353	adherens junction-associated protein 1
NC_007119.7	nphp4	-	XP_021334094.1	22073737	21978669	nephrocystin-4 isoform X1
NC_007119.7	LOC110440028	-	XP_021334226.1	22273792	22088917	nephrocystin-4-like
NC_007119.7	dffb	+	NP_919385.1	22277239	22282829	DNA fragmentation factor subunit beta
NC_007119.7	si:ch211-147a11.3	-	XP_005166960.1	22287975	22284560	UPF0688 protein C1orf174 homolog isoform X2
NC_007119.7	b3gnt7l	+	NP_999942.1	22289504	22290742	beta-3-galactosyltransferase
NC_007119.7	cep104	-	XP_003199125.2	22326709	22297815	centrosomal protein of 104 kDa isoform X2
NC_007119.7	lrrc47	+	NP_001103842.1	22327279	22337493	leucine-rich repeat-containing protein 47
NC_007119.7	smim1	-	NP_001189359.2	22342296	22341965	small integral membrane protein 1
NC_007119.7	si:dkey-23c22.2	+	XP_005167091.1	22345567	22348099	mitotic spindle assembly checkpoint protein MAD2B isoform X1
NC_007119.7	zgc:153631	+	NP_001038889.1	22359891	22369439	uncharacterized protein LOC751714
NC_007119.7	si:dkey-23c22.5	+	XP_009302223.1	22377936	22384550	tumor necrosis factor receptor superfamily member 5
NC_007119.7	LOC798191	+	XP_021334227.1	22405488	22428846	tumor necrosis factor receptor superfamily member 14-like
NC_007119.7	si:dkey-23c22.6	-	NP_001076466.1	22407980	22393906	uncharacterized protein LOC100009628 precursor
NC_007119.7	zgc:153759	+	NP_001116775.1	22450097	22455300	uncharacterized protein LOC791704 precursor
NC_007119.7	LOC110440029	-	XP_021334228.1	22467962	22466440	vegetative cell wall protein gp1-like
NC_007119.7	si:dkey-23c22.9	+	XP_021334095.1	22472670	22476458	tumor necrosis factor receptor superfamily member 5
NC_007119.7	si:ch211-261n11.7	+	XP_003199117.4	22477404	22489677	tumor necrosis factor receptor superfamily member 5-like
NC_007119.7	si:ch211-261n11.8	+	XP_021334097.1	22492058	22496153	tumor necrosis factor receptor superfamily member 14-like isoform X2
NC_007119.7	si:ch211-261n11.5	-	XP_689382.4	22507964	22499784	ligand-dependent nuclear receptor-interacting factor 1
NC_007119.7	apex2	-	NP_956440.1	22514838	22510906	DNA-(apurinic or apyrimidinic site) lyase 2
NC_007119.7	si:ch211-261n11.3	+	XP_021334229.1	22517079	22521620	ras association domain-containing protein 8
NC_007119.7	csde1	-	NP_001186365.1	22533670	22523131	cold shock domain-containing protein E1
NC_007119.7	porcnl	-	NP_956143.1	22556678	22544759	porcupine homolog
NC_007119.7	pdzd4	+	XP_009302237.1	22582146	22613622	PDZ domain-containing protein 4 isoform X1
NC_007119.7	LOC560461	-	XP_017212946.1	22739755	22618506	IQ motif and SEC7 domain-containing protein 2 isoform X1
NC_007119.7	magixa	-	XP_021334100.1	22826994	22761856	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 isoform X1
NC_007119.7	cacna1fb	+	XP_021333942.1	22851982	22926222	voltage-dependent L-type calcium channel subunit alpha-1F isoform X1
NC_007119.7	sypa	+	XP_005167099.1	22931473	22947257	synaptophysin isoform X1
NC_007119.7	zgc:136605	+	NP_001034924.1	22955895	22959116	uncharacterized protein LOC664695
NC_007119.7	emilin3a	-	XP_699102.3	22966634	22962692	EMILIN-3
NC_007119.7	samd10a	+	NP_001103868.1	22977411	23006010	sterile alpha motif domain containing 10
NC_007119.7	uckl1a	+	NP_001121731.1	23009715	23028148	uridine-cytidine kinase 1-like 1a
NC_007119.7	si:dkey-70p6.1	-	XP_005167109.1	23056156	23040971	uncharacterized protein LOC570575 isoform X1
NC_007119.7	zgc:100920	+	NP_001003635.1	23093317	23102753	uncharacterized protein LOC445241 precursor
NC_007119.7	ythdf1	+	XP_005167061.1	23105530	23118342	YTH domain-containing family protein 1 isoform X1
NC_007119.7	si:ch211-196c10.13	+	XP_002663164.1	23142964	23143491	class E basic helix-loop-helix protein 22
NC_007119.7	gid8a	+	NP_957006.1	23147908	23151334	glucose-induced degradation protein 8 homolog
NC_007119.7	slc17a9a	+	XP_001336574.1	23152330	23163823	solute carrier family 17 member 9
NC_007119.7	dnajc5aa	+	NP_001002464.1	23174156	23179590	dnaJ homolog subfamily C member 5
NC_007119.7	si:ch211-196c10.15	-	XP_009302241.1	23194028	23193187	uncharacterized protein si:ch211-196c10.15
NC_007119.7	tpd52l2a	+	NP_001315471.1	23194392	23210477	tumor protein D52-like 2a isoform 3
NC_007119.7	ppdpfa	+	NP_956373.1	23214846	23215718	pancreatic progenitor cell differentiation and proliferation factor A
NC_007119.7	ptk6a	-	XP_682778.6	23240290	23227586	protein-tyrosine kinase 6
NC_007119.7	nol4la	-	XP_001922545.4	23327362	23253861	nucleolar protein 4-like
NC_007119.7	dnmt3ba	+	XP_005167049.1	23358030	23379278	DNA (cytosine-5-)-methyltransferase 3 beta, duplicate a isoform X1
NC_007119.7	mapre1a	+	NP_956158.2	23382574	23388390	microtubule-associated protein, RP/EB family, member 1 isoform 1
NC_007119.7	si:dkey-16n15.6	+	XP_017213097.1	23391388	23394976	organic solute transporter subunit alpha-like
NC_007119.7	suv39h1a	+	XP_005167085.1	23395515	23400698	histone-lysine N-methyltransferase SUV39H1-A isoform X1
NC_007119.7	gpr173	-	XP_005167115.1	23416284	23415125	probable G-protein coupled receptor 173 isoform X1
NC_007119.7	foxp3b	+	XP_021334102.1	23448041	23453996	forkhead box protein P3
NC_007119.7	sema3gb	+	XP_005167089.1	23522006	23553782	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Gb isoform X1
NC_007119.7	wasb	-	NP_956232.1	23578536	23560358	wiskott-Aldrich syndrome protein
NC_007119.7	slc38a5b	-	NP_001002648.1	23599077	23581898	sodium-coupled neutral amino acid transporter 5
NC_007119.7	ccdc22	+	NP_001020656.1	23615481	23636809	coiled-coil domain-containing protein 22
NC_007119.7	nt5dc2	+	NP_001070611.1	23639230	23655823	5'-nucleotidase domain-containing protein 2
NC_007119.7	tbc1d25	+	NP_001121708.1	23658908	23669229	TBC1 domain family member 25
NC_007119.7	cfp	-	XP_005167095.1	23683964	23676077	complement factor properdin isoform X1
NC_007119.7	si:ch73-237c6.1	-	XP_005167041.1	23701623	23692384	complement factor properdin isoform X1
NC_007119.7	ppardb	+	XP_009302203.1	23711896	23723436	peroxisome proliferator-activated receptor delta isoform X1
NC_007119.7	mkrn4	+	NP_001121808.1	23725985	23730590	makorin, ring finger protein, 4
NC_007119.7	fance	+	NP_001035724.1	23731602	23737165	Fanconi anemia group E protein
NC_007119.7	rpl10a	+	NP_955930.1	23738165	23742933	60S ribosomal protein L10a
NC_007119.7	si:ch211-163l21.11	+	XP_021334105.1	23743511	23751896	lymphoid-restricted membrane protein-like isoform X1
NC_007119.7	si:ch211-163l21.4	-	XP_021334103.1	23765152	23753900	uncharacterized protein C1orf106 homolog
NC_007119.7	zgc:195245	-	XP_005167103.1	23780409	23776945	uncharacterized protein LOC565483 isoform X1
NC_007119.7	si:ch211-163l21.7	-	NP_001107082.1	23783526	23781586	uncharacterized protein C1orf194 homolog
NC_007119.7	si:ch211-163l21.8	+	XP_021334107.1	23785016	23808754	UPF0577 protein KIAA1324 homolog
NC_007119.7	si:ch211-163l21.10	+	XP_021333959.1	23809891	23825874	basal body-orientation factor 1 isoform X1
NC_007119.7	mapk14a	+	XP_005167118.1	23827812	23859757	mitogen-activated protein kinase 14A isoform X1
NC_007119.7	srpk1a	+	XP_017212769.2	23861501	23878726	SRSF protein kinase 1 isoform X1
NC_007119.7	lhfpl5b	-	NP_001103583.2	23884212	23881944	tetraspan membrane protein of hair cell stereocilia
NC_007119.7	cpne5a	+	XP_009302217.1	23916632	24076844	uncharacterized protein LOC568003 isoform X1
NC_007119.7	dclre1b	-	NP_001070751.1	24113038	24108789	5' exonuclease Apollo
NC_007119.7	adora1b	-	NP_001122056.1	24135169	24122500	adenosine A1 receptor b
NC_007119.7	zgc:110353	-	NP_001017785.1	24252758	24246818	uncharacterized protein LOC550482
NC_007119.7	mmp9	+	NP_998288.1	24281614	24295307	matrix metalloproteinase-9 precursor
NC_007119.7	si:ch211-269m15.3	+	XP_005167155.1	24299328	24325355	zinc finger protein 335 isoform X1
NC_007119.7	pimr142	-	XP_001333298.5	24332268	24329435	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC108190948	+	XP_017212961.2	24346637	24362954	zinc finger protein 335-like
NC_007119.7	LOC796922	-	XP_001922612.6	24355644	24352721	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC797120	-	XP_017213071.1	24365993	24363846	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC108190949	+	XP_021334112.1	24370344	24374087	zinc finger protein 335-like
NC_007119.7	LOC795735	-	XP_001333636.6	24377819	24374979	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC108190947	+	XP_021334110.1	24402055	24403111	zinc finger protein 335-like
NC_007119.7	LOC568866	-	XP_697318.6	24425258	24422395	serine/threonine-protein kinase pim-1-like isoform X1
NC_007119.7	LOC796257	-	XP_021334115.1	24444470	24441641	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC101882978	+	XP_021334111.1	24462102	24463156	zinc finger protein 335-like
NC_007119.7	LOC795526	-	XP_001333125.5	24477702	24474865	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC797842	-	XP_017213074.2	24503043	24500118	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC795662	-	XP_001333471.4	24513369	24511221	serine/threonine-protein kinase pim-1-like isoform X1
NC_007119.7	LOC101883541	-	XP_009302301.2	24557084	24554239	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC101883499	+	XP_021334113.1	24561802	24562242	zinc finger protein 335-like isoform X1
NC_007119.7	LOC110438804	-	XP_021334231.1	24574530	24572374	serine/threonine-protein kinase pim-1-like isoform X1
NC_007119.7	LOC101883447	+	XP_017212962.1	24593504	24593959	protein krueppel-like
NC_007119.7	LOC796099	-	XP_009302304.2	24608553	24605709	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC110438803	+	XP_021334108.1	24625672	24636122	zinc finger protein 335-like isoform X1
NC_007119.7	LOC110438801	-	XP_021334114.1	24648801	24645968	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC795802	-	XP_001333826.5	24666449	24664291	serine/threonine-protein kinase pim-1-like
NC_007119.7	LOC101882810	+	XP_005167194.1	24683714	24687013	zinc finger protein 335-like
NC_007119.7	LOC568680	-	XP_009302306.2	24697632	24694702	serine/threonine-protein kinase pim-1-like isoform X1
NC_007119.7	LOC100148399	+	XP_009302284.1	24706177	24711122	uncharacterized protein LOC100148399 isoform X1
NC_007119.7	LOC110440013	+	XP_021334117.1	24720149	24723690	uncharacterized protein LOC110440013
NC_007119.7	prok1	-	NP_001099168.1	24730017	24715147	prokineticin-1 precursor
NC_007119.7	lamtor5	+	NP_001315002.1	24740175	24743608	ragulator complex protein LAMTOR5
NC_007119.7	slc16a4	+	XP_005167105.1	24747914	24778350	monocarboxylate transporter 5 isoform X1
NC_007119.7	rbm15	-	XP_021334118.1	24791058	24788501	putative RNA-binding protein 15
NC_007119.7	alx3	-	XP_005167169.1	24807935	24799690	homeobox protein aristaless-like 3 isoform X3
NC_007119.7	slc6a17	+	NP_001243653.1	24861264	24889344	sodium-dependent neutral amino acid transporter SLC6A17
NC_007119.7	kcnc4	-	NP_001182125.1	24965306	24928634	potassium voltage-gated channel subfamily C member 4
NC_007119.7	si:ch211-199o1.2	-	XP_021334002.1	24970015	24968100	uncharacterized protein LOC798846 isoform X1
NC_007119.7	ahcyl1	-	NP_958450.1	25010753	24973505	adenosylhomocysteinase 2
NC_007119.7	nfyal	-	XP_021333984.1	25033679	25014972	nuclear transcription factor Y, alpha, like isoform X3
NC_007119.7	ngrn	+	NP_001038718.1	25036347	25040168	neugrin
NC_007119.7	sort1b	-	NP_001119937.1	25074222	25043690	sortilin 1b precursor
NC_007119.7	sypl2b	+	NP_997834.1	25079816	25089292	synaptophysin-like 2b
NC_007119.7	atxn7l2b	+	NP_001002655.2	25091452	25106391	ataxin 7-like 2b
NC_007119.7	amigo1	-	XP_001924023.1	25118491	25117020	amphoterin-induced protein 1
NC_007119.7	gpr61	+	XP_005167170.1	25176410	25177795	probable G-protein coupled receptor 61
NC_007119.7	gnai3	+	NP_001104720.1	25190481	25220319	guanine nucleotide-binding protein G(k) subunit alpha
NC_007119.7	gnat2	-	NP_571944.1	25235417	25226671	guanine nucleotide-binding protein G(t) subunit alpha-2
NC_007119.7	ampd2b	+	XP_021334119.1	25247391	25291443	AMP deaminase 2 isoform X2
NC_007119.7	gstm.1	+	NP_997841.1	25295254	25297568	glutathione S-transferase mu, tandem duplicate 1
NC_007119.7	gstm.2	+	XP_021333974.1	25299134	25300980	glutathione S-transferase mu 3 isoform X1
NC_007119.7	gstm.3	+	NP_001156323.1	25302219	25306715	glutathione S-transferase mu tandem duplicate 3
NC_007119.7	eps8l3b	-	XP_005167077.1	25327783	25311212	EPS8-like 3b isoform X1
NC_007119.7	atp5f1	-	NP_001005960.1	25336090	25330519	ATP synthase F(0) complex subunit B1, mitochondrial
NC_007119.7	LOC100534789	+	XP_003199138.1	25340251	25349262	TRAF3-interacting JNK-activating modulator
NC_007119.7	dnase1l1l	+	NP_001002403.1	25352290	25357112	deoxyribonuclease I-like 1-like precursor
NC_007119.7	si:dkey-183p4.10	+	XP_005167174.1	25359619	25366795	dentin sialophosphoprotein isoform X2
NC_007119.7	kcnq2a	-	NP_001108379.1	25422162	25397326	uncharacterized protein LOC100141342
NC_007119.7	prex1	-	XP_699627.3	25565892	25426586	phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein
NC_007119.7	si:dkey-48j7.3	+	XP_009302307.1	25571262	25572041	transmembrane protein 81
NC_007119.7	stk38a	-	NP_998621.1	25600883	25591678	serine/threonine-protein kinase 38
NC_007119.7	slc38a5a	+	XP_001344749.1	25615781	25623482	sodium-coupled neutral amino acid transporter 3
NC_007119.7	wasa	+	XP_699919.5	25629941	25643699	wiskott-Aldrich syndrome protein
NC_007119.7	sema3ga	-	XP_005167088.1	25690880	25650328	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ga isoform X1
NC_007119.7	tspy	-	XP_005167075.1	25715724	25709567	uncharacterized protein LOC337214 isoform X1
NC_007119.7	foxp3a	-	XP_021333973.1	25724504	25716707	forkhead box P3a isoform X1
NC_007119.7	si:ch211-167b20.8	+	XP_005167179.1	25734127	25743995	protein phosphatase 1 regulatory subunit 3A-like isoform X3
NC_007119.7	suv39h1b	-	NP_001119954.1	25761132	25752470	histone-lysine N-methyltransferase SUV39H1
NC_007119.7	tmem9	+	XP_005167065.1	25761959	25765430	transmembrane protein 9 isoform X1
NC_007119.7	cacna1sb	+	NP_999891.1	25767804	25808045	voltage-dependent L-type calcium channel subunit alpha-1S
NC_007119.7	taf10	-	NP_001038276.1	25816884	25812079	transcription initiation factor TFIID subunit 10
NC_007119.7	efhd2	-	NP_001313422.1	25845945	25821853	EF-hand domain-containing protein D2
NC_007119.7	opn7c	-	XP_021333949.1	25869484	25858314	uncharacterized protein LOC562695 isoform X1
NC_007119.7	tmem115	+	XP_005167117.1	25893515	25897019	transmembrane protein 115 isoform X1
