Chromosome	Gene_id	Strand	Protein_id	Start	Stop	Transcript_id	Gene_name
14	ENSDARG00000018923	-	ENSDARP00000014029	26172048	26106459	ENSDART00000014149	fat2
14	ENSDARG00000088439	+	ENSDARP00000106218	26224755	26227590	ENSDART00000128971	gm2a
14	ENSDARG00000107431	+	ENSDARP00000144036	26229298	26231918	ENSDART00000179045	GM2A
14	ENSDARG00000111091	+	ENSDARP00000152039	26247786	26266256	ENSDART00000192793	FO082779.1
14	ENSDARG00000020417	-	ENSDARP00000018933	26376669	26365451	ENSDART00000022236	emx3
14	ENSDARG00000021899	-	ENSDARP00000131716	26391624	26382075	ENSDART00000170614	b4galt7
14	ENSDARG00000037246	-	ENSDARP00000054188	26400299	26395359	ENSDART00000054189	pimr212
14	ENSDARG00000004261	-	ENSDARP00000004205	26411811	26405875	ENSDART00000020582	tmed9
14	ENSDARG00000061854	-	ENSDARP00000083123	26425320	26414150	ENSDART00000088690	lman2
14	ENSDARG00000061845	-	ENSDARP00000083110	26436758	26427373	ENSDART00000088677	pld7
14	ENSDARG00000037244	+	ENSDARP00000144581	26440068	26450308	ENSDART00000175459	gpr137
14	ENSDARG00000017842	-	ENSDARP00000116575	26464843	26453265	ENSDART00000143454	syvn1
14	ENSDARG00000037238	-	ENSDARP00000153815	26482000	26467774	ENSDART00000187280	smad5
14	ENSDARG00000071586	-	ENSDARP00000096711	26536471	26512015	ENSDART00000105933	tgfbi
14	ENSDARG00000071585	+	ENSDARP00000096710	26546207	26559432	ENSDART00000105932	stard15
14	ENSDARG00000076801	+	ENSDARP00000142557	26585417	26623107	ENSDART00000173056	arap3
14	ENSDARG00000056130	-	ENSDARP00000073024	26704598	26703976	ENSDART00000078563	neurog1
14	ENSDARG00000056127	+	ENSDARP00000073018	26715756	26718225	ENSDART00000078557	polr2gl
14	ENSDARG00000056119	+	ENSDARP00000072983	26719749	26729156	ENSDART00000078522	eef1g
14	ENSDARG00000061764	+	ENSDARP00000082917	26771468	26795351	ENSDART00000088484	ahnak
14	ENSDARG00000016531	+	ENSDARP00000150839	26805649	26843433	ENSDART00000187414	klhl4
14	ENSDARG00000105441	-	ENSDARP00000142298	26805649	27000241	ENSDART00000173119	pcdh11
14	ENSDARG00000098652	-	ENSDARP00000137646	27289004	27121653	ENSDART00000159727	pcdh11
14	ENSDARG00000075666	-	ENSDARP00000054114	28001805	27999831	ENSDART00000054115	tsc22d3
14	ENSDARG00000105498	-	ENSDARP00000142194	28052361	27999831	ENSDART00000172948	TSC22D3
14	ENSDARG00000033501	-	ENSDARP00000123517	28052361	28014102	ENSDART00000135337	zgc:64189
14	ENSDARG00000034871	+	ENSDARP00000142491	28281959	28385565	ENSDART00000173292	mid2
14	ENSDARG00000037174	-	ENSDARP00000153380	28430503	28426785	ENSDART00000192373	nek12
14	ENSDARG00000004527	+	ENSDARP00000023444	28432979	28437270	ENSDART00000026846	pin4
14	ENSDARG00000004078	+	ENSDARP00000010373	28442966	28457925	ENSDART00000006489	acsl4a
14	ENSDARG00000061527	-	ENSDARP00000123239	28463607	28459564	ENSDART00000146344	nxt2
14	ENSDARG00000015628	+	ENSDARP00000010745	28464801	28468703	ENSDART00000019003	psmd10
14	ENSDARG00000016143	+	ENSDARP00000018322	28476723	28482871	ENSDART00000017075	xiap
14	ENSDARG00000053668	+	ENSDARP00000157121	28493008	28524897	ENSDART00000187176	stag2b
14	ENSDARG00000037192	-	ENSDARP00000054087	28534513	28530507	ENSDART00000054088	zgc:113364
14	ENSDARG00000021794	+	ENSDARP00000096680	28545326	28562501	ENSDART00000105902	hmmr
14	ENSDARG00000034610	-	ENSDARP00000115146	28566331	28563221	ENSDART00000145502	insb
14	ENSDARG00000037122	+	ENSDARP00000141093	29550833	29758513	ENSDART00000157943	no_data
14	ENSDARG00000071567	+	ENSDARP00000096676	29769398	29773690	ENSDART00000105898	TSTD1
14	ENSDARG00000037142	+	ENSDARP00000107533	29775625	29780501	ENSDART00000125589	C14H4orf47
14	ENSDARG00000014248	-	ENSDARP00000015078	29800000	29782810	ENSDART00000005568	pdlim3b
14	ENSDARG00000061603	-	ENSDARP00000151945	29883181	29808763	ENSDART00000192952	sorbs2b
14	ENSDARG00000073709	+	ENSDARP00000098160	29941445	29973834	ENSDART00000112757	fam149a
14	ENSDARG00000061585	+	ENSDARP00000142364	29975427	29987711	ENSDART00000172985	cyp4v7
14	ENSDARG00000055852	-	ENSDARP00000053915	30141151	30110041	ENSDART00000053916	mtnr1ab
14	ENSDARG00000019063	-	ENSDARP00000014827	30226713	30159370	ENSDART00000011953	fat1b
14	ENSDARG00000037091	+	ENSDARP00000007893	30272927	30277610	ENSDART00000017122	asah1a
14	ENSDARG00000105380	+	ENSDARP00000142264	30279504	30283742	ENSDART00000172794	fgl1
14	ENSDARG00000071562	+	ENSDARP00000142534	30297470	30356126	ENSDART00000173090	mtus1a
14	ENSDARG00000006456	-	ENSDARP00000024039	30366048	30359266	ENSDART00000007022	pdgfrl
14	ENSDARG00000037097	-	ENSDARP00000143256	30387887	30369533	ENSDART00000176136	slc7a2
14	ENSDARG00000037101	+	ENSDARP00000053924	30398718	30411455	ENSDART00000053925	mtmr7a
14	ENSDARG00000032116	+	ENSDARP00000156128	30415037	30423723	ENSDART00000186864	cnot7
14	ENSDARG00000034757	-	ENSDARP00000019867	30452098	30430066	ENSDART00000011480	zdhhc2
14	ENSDARG00000074255	-	ENSDARP00000082292	30490380	30459530	ENSDART00000087859	micu3b
14	ENSDARG00000086070	+	ENSDARP00000106996	30491890	30493089	ENSDART00000131174	fgf20b
14	ENSDARG00000002707	-	ENSDARP00000017640	30540848	30538708	ENSDART00000026907	her11
14	ENSDARG00000008796	+	ENSDARP00000123627	30543042	30544019	ENSDART00000145336	her5
14	ENSDARG00000037108	-	ENSDARP00000053935	30556983	30551484	ENSDART00000053936	pfdn6
14	ENSDARG00000095937	-	ENSDARP00000124800	30582073	30581040	ENSDART00000149714	tmem265
14	ENSDARG00000013075	+	ENSDARP00000147513	30569007	30620225	ENSDART00000184303	mrpl11
14	ENSDARG00000055752	-	ENSDARP00000072616	30642516	30638590	ENSDART00000078154	npas4a
14	ENSDARG00000094324	-	ENSDARP00000120392	30693909	30673105	ENSDART00000134098	efemp2a
14	ENSDARG00000016058	-	ENSDARP00000022333	30723621	30713977	ENSDART00000020936	fibpa
14	ENSDARG00000061543	+	ENSDARP00000082317	30732107	30732709	ENSDART00000087884	ccdc85b
14	ENSDARG00000015355	-	ENSDARP00000011823	30747383	30741953	ENSDART00000008373	fosl1a
14	ENSDARG00000019636	+	ENSDARP00000018303	30754068	30758996	ENSDART00000009385	yif1a
14	ENSDARG00000061548	+	ENSDARP00000112620	30765035	30770867	ENSDART00000145039	si:ch211-145o7.3
14	ENSDARG00000004270	+	ENSDARP00000149203	30776321	30791265	ENSDART00000186961	atl3
14	ENSDARG00000021124	+	ENSDARP00000023177	30795664	30800445	ENSDART00000006132	cfl1
14	ENSDARG00000055786	-	ENSDARP00000072648	30805089	30803922	ENSDART00000078186	prss23
14	ENSDARG00000021556	-	ENSDARP00000120146	30875776	30856137	ENSDART00000147597	ubl3b
14	ENSDARG00000061566	-	ENSDARP00000082351	30897167	30881224	ENSDART00000087918	slc7a3b
14	ENSDARG00000105479	-	ENSDARP00000143863	30918660	30899175	ENSDART00000176631	si:ch211-126c2.4
14	ENSDARG00000055792	+	ENSDARP00000147286	30910114	30913468	ENSDART00000187166	foxo4
14	ENSDARG00000102379	-	ENSDARP00000131357	30945192	30922404	ENSDART00000161540	si:zfos-80g12.1
14	ENSDARG00000090981	-	ENSDARP00000105287	30960458	30955919	ENSDART00000129989	C14HXorf65
14	ENSDARG00000053702	-	ENSDARP00000124621	30967282	30962257	ENSDART00000149435	il2rgb
14	ENSDARG00000011026	-	ENSDARP00000017010	30971150	30967720	ENSDART00000010512	zgc:92907
14	ENSDARG00000015649	-	ENSDARP00000022612	30982440	30978462	ENSDART00000014095	rap2c
14	ENSDARG00000016085	-	ENSDARP00000101753	31059150	30993330	ENSDART00000111691	mbnl3
14	ENSDARG00000012025	-	ENSDARP00000022497	31087566	31082671	ENSDART00000002250	hs6st2
14	ENSDARG00000015472	-	ENSDARP00000007058	31151057	31092388	ENSDART00000026569	gpc4
14	ENSDARG00000032199	-	ENSDARP00000142166	31465875	31177711	ENSDART00000173108	gpc3
14	ENSDARG00000075492	+	ENSDARP00000142611	31474084	31474998	ENSDART00000173088	ccdc160
14	ENSDARG00000021374	-	ENSDARP00000153389	31488095	31480076	ENSDART00000186246	cab39l1
14	ENSDARG00000004046	+	ENSDARP00000137488	31496574	31503432	ENSDART00000170683	phf6
14	ENSDARG00000008884	+	ENSDARP00000111738	31510068	31518769	ENSDART00000124499	hprt1
14	ENSDARG00000036500	+	ENSDARP00000053025	31530335	31544889	ENSDART00000053026	fam122b
14	ENSDARG00000028614	-	ENSDARP00000031983	31559015	31551276	ENSDART00000034979	mospd1
14	ENSDARG00000017931	+	ENSDARP00000026435	31566681	31607853	ENSDART00000002684	ints6l
14	ENSDARG00000010553	-	ENSDARP00000005525	31618149	31616239	ENSDART00000016592	mmgt1
14	ENSDARG00000009209	+	ENSDARP00000014665	31619096	31641946	ENSDART00000026195	slc9a6a
14	ENSDARG00000071498	+	ENSDARP00000096545	31657550	31668078	ENSDART00000105767	fhl1a
14	ENSDARG00000060771	-	ENSDARP00000142609	31715371	31670834	ENSDART00000173036	map7d3
14	ENSDARG00000105416	+	ENSDARP00000142495	31721466	31750302	ENSDART00000173034	adgrg4a
14	ENSDARG00000102058	+	ENSDARP00000131988	31752727	31754815	ENSDART00000169796	si:dkeyp-11e3.1
14	ENSDARG00000036460	+	ENSDARP00000070158	31766144	31779869	ENSDART00000075676	tmtops3a
14	ENSDARG00000079333	+	ENSDARP00000098917	31788988	31797234	ENSDART00000109063	cd40lg
14	ENSDARG00000006683	-	ENSDARP00000007758	31854795	31803348	ENSDART00000003345	arhgef6
14	ENSDARG00000014244	-	ENSDARP00000111610	31861437	31858080	ENSDART00000128730	rbmx
14	ENSDARG00000034943	+	ENSDARP00000148786	31865500	31881664	ENSDART00000189124	tm9sf5
14	ENSDARG00000039218	-	ENSDARP00000142379	31891312	31890003	ENSDART00000173222	gpr101
14	ENSDARG00000071497	-	ENSDARP00000096539	32016364	32013806	ENSDART00000105761	zic3
14	ENSDARG00000071496	+	ENSDARP00000096538	32022317	32025299	ENSDART00000105760	zic6
14	ENSDARG00000099621	-	ENSDARP00000141854	32088936	32077755	ENSDART00000158014	si:ch211-69b22.5
14	ENSDARG00000035056	-	ENSDARP00000008134	32403164	32185464	ENSDART00000010982	fgf13a
14	ENSDARG00000010097	+	ENSDARP00000022674	32431072	32438083	ENSDART00000017179	f9a
14	ENSDARG00000022895	-	ENSDARP00000029313	32502988	32444681	ENSDART00000034883	mcf2a
14	ENSDARG00000036442	-	ENSDARP00000143376	32631011	32518521	ENSDART00000176815	atp11c
14	ENSDARG00000053569	-	ENSDARP00000070099	32744273	32743375	ENSDART00000075617	sox3
14	ENSDARG00000001442	-	ENSDARP00000142592	32824349	32793622	ENSDART00000172791	inppl1b
14	ENSDARG00000098475	+	ENSDARP00000135786	32839651	32848589	ENSDART00000158888	arr3b
14	ENSDARG00000100536	+	ENSDARP00000138935	32852470	32858559	ENSDART00000166351	nkrf
14	ENSDARG00000098466	-	ENSDARP00000131392	32866225	32860458	ENSDART00000166133	ube2a
14	ENSDARG00000105424	-	ENSDARP00000142490	32876109	32867231	ENSDART00000173168	si:rp71-46j2.7
14	ENSDARG00000092553	-	ENSDARP00000096504	32884000	32881929	ENSDART00000105726	slc25a5
14	ENSDARG00000102048	-	ENSDARP00000131401	32893669	32885460	ENSDART00000169380	slc25a43
14	ENSDARG00000071478	+	ENSDARP00000096499	32927475	32945174	ENSDART00000105721	lnx2b
14	ENSDARG00000053166	-	ENSDARP00000069642	32959824	32953038	ENSDART00000075157	chic1
14	ENSDARG00000036292	-	ENSDARP00000098008	32964967	32962345	ENSDART00000114973	cdx4
14	ENSDARG00000105215	-	ENSDARP00000134625	33044553	32985255	ENSDART00000170626	kdrl
14	ENSDARG00000078995	+	ENSDARP00000102386	33049682	33068455	ENSDART00000113470	tex11
14	ENSDARG00000076796	-	ENSDARP00000073316	33177933	33071562	ENSDART00000078856	dlg3
14	ENSDARG00000103615	-	ENSDARP00000142230	33217845	33195664	ENSDART00000163046	si:dkey-31j3.11
14	ENSDARG00000073870	-	ENSDARP00000113225	33254263	33221296	ENSDART00000147038	gdpd2
14	ENSDARG00000053194	+	ENSDARP00000111909	33264732	33267765	ENSDART00000130680	pdzd11
14	ENSDARG00000031929	-	ENSDARP00000048129	33277600	33271513	ENSDART00000048130	stard14
14	ENSDARG00000029885	-	ENSDARP00000069541	33297217	33282498	ENSDART00000075056	rab41
14	ENSDARG00000010721	-	ENSDARP00000121708	33327955	33305390	ENSDART00000137997	sept6
14	ENSDARG00000087152	+	ENSDARP00000136796	33330282	33331352	ENSDART00000171090	sowahd
14	ENSDARG00000036316	-	ENSDARP00000157246	33348219	33331940	ENSDART00000187749	rpl39
14	ENSDARG00000000489	-	ENSDARP00000011948	33351020	33340140	ENSDART00000010019	upf3b
14	ENSDARG00000111692	-	ENSDARP00000151411	33360196	33355190	ENSDART00000181291	pimr117
14	ENSDARG00000109993	-	ENSDARP00000144908	33370230	33365157	ENSDART00000180068	pimr120
14	ENSDARG00000102969	-	ENSDARP00000140595	33387102	33382066	ENSDART00000171388	pimr119
14	ENSDARG00000033462	-	ENSDARP00000138379	33396748	33391885	ENSDART00000158606	pimr111
14	ENSDARG00000117171	-	ENSDARP00000141598	33407849	33402669	ENSDART00000163296	pimr118
14	ENSDARG00000036329	+	ENSDARP00000142163	33414150	33414591	ENSDART00000173327	ndufa1
14	ENSDARG00000033450	-	ENSDARP00000001288	33424884	33418778	ENSDART00000001318	nkap
14	ENSDARG00000071467	+	ENSDARP00000096464	33431053	33432927	ENSDART00000105687	zbtb33
14	ENSDARG00000073911	-	ENSDARP00000100262	33454418	33437338	ENSDART00000109615	tmem255a
14	ENSDARG00000053262	+	ENSDARP00000069762	33458700	33468919	ENSDART00000075278	atp1b4
14	ENSDARG00000014914	-	ENSDARP00000150722	33481442	33473972	ENSDART00000190104	lamp2
14	ENSDARG00000060510	+	ENSDARP00000124267	33486591	33504605	ENSDART00000149254	cul4b
14	ENSDARG00000025972	+	ENSDARP00000037227	33507810	33512933	ENSDART00000038128	mcts1
14	ENSDARG00000036335	-	ENSDARP00000052788	33518716	33517767	ENSDART00000052789	c1galt1c1
14	ENSDARG00000060515	+	ENSDARP00000079770	33525351	33565063	ENSDART00000085335	zdhhc9
14	ENSDARG00000016541	-	ENSDARP00000008665	33585748	33569178	ENSDART00000023540	sash3
14	ENSDARG00000026017	-	ENSDARP00000025816	33613764	33592325	ENSDART00000010022	xpnpep2
14	ENSDARG00000053279	+	ENSDARP00000069796	33723350	33744740	ENSDART00000075312	apln
14	ENSDARG00000105188	-	ENSDARP00000149938	33823365	33791326	ENSDART00000189271	vimr2
14	ENSDARG00000078106	-	ENSDARP00000136831	33858153	33829079	ENSDART00000163877	ocrl
14	ENSDARG00000074285	-	ENSDARP00000136065	33872042	33860269	ENSDART00000162840	si:ch73-335m24.2
14	ENSDARG00000010625	+	ENSDARP00000014010	33883168	33891795	ENSDART00000019396	clic2
14	ENSDARG00000093493	-	ENSDARP00000115472	33894859	33892504	ENSDART00000143290	urp1
14	ENSDARG00000036383	-	ENSDARP00000102446	33936473	33902006	ENSDART00000112438	slc24a6a
14	ENSDARG00000105134	-	ENSDARP00000153443	33945245	33941278	ENSDART00000189778	zdhhc24
14	ENSDARG00000105392	+	ENSDARP00000142464	33955807	33960682	ENSDART00000173316	si:ch73-22o18.1
14	ENSDARG00000087094	-	ENSDARP00000106086	33978002	33973923	ENSDART00000128515	foxa
14	ENSDARG00000036375	-	ENSDARP00000106311	34026314	33984833	ENSDART00000123607	cyfip2
14	ENSDARG00000017565	-	ENSDARP00000022015	34059582	34046029	ENSDART00000003993	itk
14	ENSDARG00000016318	+	ENSDARP00000010075	34065035	34065760	ENSDART00000015670	med7
14	ENSDARG00000075048	+	ENSDARP00000113687	34068584	34089463	ENSDART00000135556	lonrf1
14	ENSDARG00000021352	-	ENSDARP00000010256	34276395	34130949	ENSDART00000021437	gria1a
14	ENSDARG00000092970	+	ENSDARP00000114378	34487432	34488005	ENSDART00000131861	tmsb2
14	ENSDARG00000052910	+	ENSDARP00000116057	34490524	34494462	ENSDART00000132193	wnt8a
14	ENSDARG00000078507	+	ENSDARP00000119476	34495263	34497625	ENSDART00000147756	wnt8a
14	ENSDARG00000036215	+	ENSDARP00000114198	34501391	34510498	ENSDART00000131424	lcp2b
14	ENSDARG00000095092	-	ENSDARP00000121498	34511855	34510845	ENSDART00000140368	si:ch211-232m8.3
14	ENSDARG00000092889	-	ENSDARP00000112559	34512557	34512151	ENSDART00000136306	zgc:194246
14	ENSDARG00000009550	+	ENSDARP00000002195	34514504	34516042	ENSDART00000024440	foxi3b
14	ENSDARG00000020901	+	ENSDARP00000069305	34547751	34557058	ENSDART00000074819	gabrp
14	ENSDARG00000075421	+	ENSDARP00000069655	34558854	34561118	ENSDART00000075170	pttg1
14	ENSDARG00000089162	-	ENSDARP00000152800	34605605	34563064	ENSDART00000191608	afap1l1a
14	ENSDARG00000088168	-	ENSDARP00000140642	34771369	34635561	ENSDART00000160598	ablim3
14	ENSDARG00000089917	+	ENSDARP00000106783	34785531	34798107	ENSDART00000130469	sh3tc2
14	ENSDARG00000088124	-	ENSDARP00000130127	34830263	34829050	ENSDART00000167787	adrb2a
14	ENSDARG00000033727	+	ENSDARP00000101046	34952883	34958756	ENSDART00000115105	il12ba
14	ENSDARG00000002609	+	ENSDARP00000153841	34971554	35009722	ENSDART00000184271	rnf145a
14	ENSDARG00000099849	+	ENSDARP00000139773	35024521	35246263	ENSDART00000170631	ebf3a
14	ENSDARG00000025535	+	ENSDARP00000155381	35279635	35387168	ENSDART00000187750	clint1a
14	ENSDARG00000090854	-	ENSDARP00000105121	35400641	35392841	ENSDART00000129676	lsm11
14	ENSDARG00000036235	+	ENSDARP00000140629	35406030	35407676	ENSDART00000171565	zbtb3
14	ENSDARG00000089637	-	ENSDARP00000123155	35414266	35410228	ENSDART00000145033	rnaseh2c
14	ENSDARG00000060338	+	ENSDARP00000079349	35414707	35422640	ENSDART00000084914	trmt12
14	ENSDARG00000102433	+	ENSDARP00000132181	35428470	35440985	ENSDART00000162185	sytl4
14	ENSDARG00000034559	-	ENSDARP00000045808	35461958	35442884	ENSDART00000045809	srpx2
14	ENSDARG00000079591	+	ENSDARP00000098135	35468339	35492300	ENSDART00000115307	si:ch211-203d1.3
14	ENSDARG00000060199	-	ENSDARP00000079005	35505346	35499754	ENSDART00000084570	mrpl18
14	ENSDARG00000077588	-	ENSDARP00000069196	35672622	35568319	ENSDART00000074710	pdgfc
14	ENSDARG00000052769	+	ENSDARP00000069171	35698508	35731708	ENSDART00000074685	glrbb
14	ENSDARG00000052765	+	ENSDARP00000144219	35748538	35812070	ENSDART00000177391	gria2b
14	ENSDARG00000077054	-	ENSDARP00000097599	35882884	35877293	ENSDART00000112379	gask1b
14	ENSDARG00000036247	-	ENSDARP00000052647	35892644	35885096	ENSDART00000052648	tmem144b
14	ENSDARG00000087262	+	ENSDARP00000117359	35893168	35900011	ENSDART00000135079	zgc:63568
14	ENSDARG00000088366	+	ENSDARP00000096381	35902800	35911850	ENSDART00000105604	zgc:77938
14	ENSDARG00000036194	+	ENSDARP00000120155	36223120	36229164	ENSDART00000148319	pitx2
14	ENSDARG00000004402	+	ENSDARP00000096379	36246856	36267665	ENSDART00000105602	elovl6
14	ENSDARG00000052739	-	ENSDARP00000142359	36325422	36279903	ENSDART00000172783	egf
14	ENSDARG00000055463	-	ENSDARP00000072289	36344883	36328759	ENSDART00000077823	lrit3a
14	ENSDARG00000055455	-	ENSDARP00000058502	36378181	36352117	ENSDART00000058503	gpm6aa
14	ENSDARG00000036189	-	ENSDARP00000052561	36397766	36394320	ENSDART00000052562	spata4
14	ENSDARG00000097938	-	ENSDARP00000114907	36412460	36398472	ENSDART00000138376	asb5a
14	ENSDARG00000020079	+	ENSDARP00000109273	36415000	36428289	ENSDART00000123343	neil3
14	ENSDARG00000004889	-	ENSDARP00000015588	36437203	36428671	ENSDART00000016728	aga
14	ENSDARG00000087599	+	ENSDARP00000114602	36521553	36720923	ENSDART00000136233	TENM3
14	ENSDARG00000071429	+	ENSDARP00000096367	36738104	36750297	ENSDART00000105590	tdo2a
14	ENSDARG00000052855	-	ENSDARP00000069272	36763207	36752531	ENSDART00000074786	ctso
14	ENSDARG00000089767	-	ENSDARP00000134816	36862848	36766649	ENSDART00000158052	rnf130
14	ENSDARG00000079399	+	ENSDARP00000098661	36869422	36875577	ENSDART00000111674	F2RL3
14	ENSDARG00000033227	+	ENSDARP00000038063	36885641	36886925	ENSDART00000032547	lect2l
14	ENSDARG00000090889	+	ENSDARP00000109049	36889961	36893045	ENSDART00000124159	si:ch211-132p1.3
14	ENSDARG00000086483	+	ENSDARP00000142468	36896809	36900229	ENSDART00000168684	si:ch211-132p1.4
14	ENSDARG00000036175	+	ENSDARP00000096365	37553148	37831941	ENSDART00000105588	pcdh1b
14	ENSDARG00000036171	+	ENSDARP00000123932	38654728	38655177	ENSDART00000150107	rnasel3
14	ENSDARG00000006924	+	ENSDARP00000150693	38657523	38688460	ENSDART00000185861	fbxo38
14	ENSDARG00000052674	-	ENSDARP00000107253	38783095	38763835	ENSDART00000121429	csnk1a1
14	ENSDARG00000100582	+	ENSDARP00000131020	38786345	38791163	ENSDART00000164440	si:ch211-195b11.3
14	ENSDARG00000100564	-	ENSDARP00000130483	38809304	38795795	ENSDART00000159159	sil1
14	ENSDARG00000103996	-	ENSDARP00000154941	38843688	38812017	ENSDART00000183629	spdl1
14	ENSDARG00000036162	+	ENSDARP00000108805	38845775	38846719	ENSDART00000129958	hnrnpa0b
14	ENSDARG00000036161	+	ENSDARP00000052510	38849560	38850468	ENSDART00000052511	hnrnpa0l
14	ENSDARG00000019236	-	ENSDARP00000108870	38872622	38853471	ENSDART00000127479	gsr
14	ENSDARG00000029064	-	ENSDARP00000039787	38875874	38875153	ENSDART00000039788	uqcrq
14	ENSDARG00000023672	+	ENSDARP00000043316	38878602	38881154	ENSDART00000043317	timm8a
14	ENSDARG00000026682	-	ENSDARP00000036106	38889309	38885703	ENSDART00000035779	zgc:101583
14	ENSDARG00000004433	-	ENSDARP00000124430	38913051	38892393	ENSDART00000148737	btk
14	ENSDARG00000036155	-	ENSDARP00000114835	38946725	38932615	ENSDART00000139293	gla
14	ENSDARG00000006865	-	ENSDARP00000030826	39074287	39002756	ENSDART00000030509	glra4a
14	ENSDARG00000076060	+	ENSDARP00000094075	39258679	39764417	ENSDART00000103298	diaph2
14	ENSDARG00000034344	-	ENSDARP00000155634	40389697	40305181	ENSDART00000181581	pcdh19
14	ENSDARG00000052615	+	ENSDARP00000068994	40641809	40719301	ENSDART00000074506	tnmd
14	ENSDARG00000020759	-	ENSDARP00000107670	40774715	40747736	ENSDART00000122369	elf1
14	ENSDARG00000019572	+	ENSDARP00000133252	40852965	40873872	ENSDART00000166065	taf7
14	ENSDARG00000101419	-	ENSDARP00000157468	41242836	40919813	ENSDART00000184548	drp2
14	ENSDARG00000052565	-	ENSDARP00000068927	41272032	41245100	ENSDART00000074438	cenpi
14	ENSDARG00000052567	-	ENSDARP00000117700	41285261	41280164	ENSDART00000147389	tmem35
14	ENSDARG00000052575	-	ENSDARP00000120899	41308464	41293703	ENSDART00000138232	arl13a
14	ENSDARG00000044011	+	ENSDARP00000132788	41318743	41339921	ENSDART00000167042	xkrx
14	ENSDARG00000087574	+	ENSDARP00000080539	41345209	41360478	ENSDART00000086104	nox1
14	ENSDARG00000090788	-	ENSDARP00000129952	41388088	41362183	ENSDART00000169247	cstf2
14	ENSDARG00000077912	+	ENSDARP00000102285	41413872	41436836	ENSDART00000111480	bcorl1
14	ENSDARG00000018145	-	ENSDARP00000152413	41467491	41467001	ENSDART00000181220	mid1ip1l
14	ENSDARG00000015759	-	ENSDARP00000018978	41478205	41470645	ENSDART00000016002	tspan7
14	ENSDARG00000021392	+	ENSDARP00000039984	41490821	41511087	ENSDART00000039985	chrnb5b
14	ENSDARG00000038508	+	ENSDARP00000050036	41518415	41529208	ENSDART00000050037	chrnb3b
14	ENSDARG00000056018	-	ENSDARP00000124589	41556531	41530926	ENSDART00000149244	itga6l
14	ENSDARG00000036125	+	ENSDARP00000068913	41576881	41581106	ENSDART00000074424	nitr13
14	ENSDARG00000052556	-	ENSDARP00000152965	41678329	41602253	ENSDART00000185925	fgfrl1b
14	ENSDARG00000071384	+	ENSDARP00000142449	41887070	41919560	ENSDART00000173264	slc7a11
14	ENSDARG00000052494	+	ENSDARP00000068851	42172589	42179202	ENSDART00000074362	pcdh18b
14	ENSDARG00000114583	-	ENSDARP00000151310	42230395	42226110	ENSDART00000185486	BX890543.1
14	ENSDARG00000102824	-	ENSDARP00000134223	43000433	42979887	ENSDART00000162714	pcdh10b
14	ENSDARG00000041173	+	ENSDARP00000060350	43554617	43572512	ENSDART00000060351	adra1bb
14	ENSDARG00000077012	-	ENSDARP00000103599	43586096	43578023	ENSDART00000113697	eif4ea
14	ENSDARG00000080010	-	ENSDARP00000099464	43602938	43590984	ENSDART00000108825	adh5
14	ENSDARG00000076526	-	ENSDARP00000101401	43615550	43605563	ENSDART00000111189	gar1
14	ENSDARG00000074535	+	ENSDARP00000144150	44545407	44590212	ENSDART00000175454	lingo2a
14	ENSDARG00000102753	-	ENSDARP00000138915	44773667	44771107	ENSDART00000158386	si:dkey-109l4.3
14	ENSDARG00000068265	+	ENSDARP00000089414	44774207	44777115	ENSDART00000098643	tomm5
14	ENSDARG00000068264	-	ENSDARP00000089411	44790659	44777753	ENSDART00000098640	grhpra
14	ENSDARG00000075203	+	ENSDARP00000142434	44790904	44803430	ENSDART00000172961	zgc:195212
14	ENSDARG00000057272	+	ENSDARP00000074317	44805689	44823272	ENSDART00000079866	slc30a9
14	ENSDARG00000105434	-	ENSDARP00000142060	44841333	44830180	ENSDART00000173011	grxcr1a
14	ENSDARG00000063001	+	ENSDARP00000086058	44860654	44960707	ENSDART00000091625	atp8a1
14	ENSDARG00000114495	+	ENSDARP00000154793	45028998	45168924	ENSDART00000184717	ATP8A1
14	ENSDARG00000075467	-	ENSDARP00000102069	45206628	45203230	ENSDART00000110191	shisa3
14	ENSDARG00000113607	+	ENSDARP00000152421	45213853	45241193	ENSDART00000183648	BEND4
14	ENSDARG00000101188	+	ENSDARP00000134520	45260157	45293498	ENSDART00000168270	CABZ01048053.1
14	ENSDARG00000026137	+	ENSDARP00000142582	45306184	45332525	ENSDART00000173301	sfxn5b
14	ENSDARG00000060977	-	ENSDARP00000085277	45346403	45343336	ENSDART00000090844	zgc:153018
14	ENSDARG00000007025	+	ENSDARP00000016595	45350167	45363477	ENSDART00000025749	ttc9c
14	ENSDARG00000088195	-	ENSDARP00000107587	45394402	45365491	ENSDART00000125970	si:ch211-168f7.5
14	ENSDARG00000075727	+	ENSDARP00000142280	45406419	45422551	ENSDART00000173142	map1lc3cl
14	ENSDARG00000098853	-	ENSDARP00000142374	45463993	45436183	ENSDART00000173209	ehd1a
14	ENSDARG00000090309	+	ENSDARP00000108064	45472296	45482317	ENSDART00000126979	ubxn1
14	ENSDARG00000087994	-	ENSDARP00000142116	45511730	45489090	ENSDART00000173172	si:ch211-114c17.1
14	ENSDARG00000076811	-	ENSDARP00000103461	45551553	45515608	ENSDART00000111410	ganab
