Gene 1	Gene 2	id %	som %	E-value
AKR1C3 (NP_001240837.1)	AKR1C4 (NP_001809.3)	84%	91%	0.0
ZNF248 (NP_001339405.1)	ZNF25 (NP_001316581.1)	56%	74%	2e-35
ZNF33A (XP_011517952.1)	ZNF37A (XP_016872108.1)	54%	64%	9e-154
GDF10 (NP_004953.1)	GDF2 (NP_057288.1)	41%	61%	7e-26
DDX50 (XP_024303930.1)	DDX21 (XP_011538638.1)	57%	69%	0.0
HKDC1 (XP_011538497.1)	HK1 (XP_024303737.1)	69%	84%	0.0
DUPD1 (XP_011538049.1)	DUSP13 (XP_011538155.1)	50%	68%	6e-64
NUTM2B (NP_001265424.1)	NUTM2E (XP_024303718.1)	99%	99%	0.0
LRIT2 (NP_001271152.1)	LRIT1 (NP_056428.1)	34%	51%	1e-50
NUTM2A (XP_016872096.1)	NUTM2D (NP_001009610.1)	99%	99%	0.0
LIPJ (XP_016871229.1)	LIPF (NP_001185758.1)	59%	76%	6e-135
LIPF (NP_001185758.1)	LIPK (XP_016872037.1)	64%	79%	4e-153
LIPK (XP_016872037.1)	LIPN (XP_011538385.1)	48%	63%	2e-110
LIPN (XP_011538385.1)	LIPM (NP_001121687.1)	53%	67%	1e-154
IFIT2 (NP_001538.4)	IFIT3 (NP_001276687.1)	57%	70%	7e-153
IFIT3 (NP_001276687.1)	IFIT1B (NP_001010987.1)	47%	65%	2e-122
IFIT1B (NP_001010987.1)	IFIT1 (NP_001257859.1)	69%	83%	0.0
IFIT1 (NP_001257859.1)	IFIT5 (NP_036552.1)	58%	76%	0.0
CYP26C1 (NP_899230.2)	CYP26A1 (NP_476498.1)	45%	61%	1e-122
CYP2C18 (NP_000763.1)	CYP2C19 (NP_000760.1)	81%	92%	0.0
CYP2C19 (NP_000760.1)	CYP2C9 (NP_000762.2)	92%	96%	0.0
CALHM2 (XP_016871797.1)	CALHM1 (NP_001001412.3)	31%	49%	3e-26
CALHM1 (NP_001001412.3)	CALHM3 (NP_001123214.1)	47%	63%	3e-101
GSTO1 (NP_001177932.1)	GSTO2 (XP_011537572.1)	62%	76%	8e-103
PNLIPRP3 (NP_001011709.2)	PNLIP (NP_000927.1)	48%	63%	2e-149
PNLIP (NP_000927.1)	PNLIPRP1 (NP_006220.1)	67%	81%	0.0
DMBT1 (XP_006717723.1)	LOC112577516 (NP_001351390.1)	31%	45%	1e-09
HMX3 (NP_001099044.1)	HMX2 (XP_005269800.1)	58%	73%	4e-53
IFITM2 (NP_006426.2)	IFITM1 (NP_003632.3)	80%	86%	5e-62
MUC2 (NP_002448.4)	MUC5AC (NP_001291288.1)	49%	63%	0.0
MUC5AC (NP_001291288.1)	MUC5B (NP_002449.2)	57%	69%	0.0
IGF2 (NP_001007140.2)	INS-IGF2 (NP_001035835.1)	48%	76%	2e-07
TSPAN32 (XP_016872556.1)	CD81 (NP_001284578.1)	22%	39%	1e-06
MRGPRG (NP_001157849.1)	MRGPRE (NP_001034254.2)	38%	53%	3e-40
OR52K2 (NP_001005172.2)	OR52K1 (NP_001005171.2)	91%	93%	0.0
OR52K1 (NP_001005171.2)	OR52M1 (NP_001004137.1)	51%	71%	8e-115
OR52I2 (NP_001005170.1)	OR52I1 (NP_001005169.1)	95%	98%	0.0
OR51D1 (NP_001004751.1)	OR51E1 (NP_689643.2)	59%	75%	2e-131
OR51E2 (NP_110401.1)	OR51F1 (NP_001004752.2)	48%	68%	1e-100
OR51F1 (NP_001004752.2)	OR52R1 (NP_001005177.3)	45%	64%	1e-89
OR51S1 (NP_001004758.1)	OR51H1 (NP_001335220.1)	42%	64%	2e-75
OR51T1 (NP_001004759.2)	OR51A7 (NP_001004749.1)	44%	66%	4e-87
OR51G2 (NP_001005238.1)	OR51G1 (NP_001005237.1)	64%	77%	1e-134
OR51G1 (NP_001005237.1)	OR51A4 (NP_001005329.1)	55%	73%	6e-113
OR51A4 (NP_001005329.1)	OR51A2 (NP_001004748.1)	97%	98%	0.0
OR51L1 (NP_001004755.1)	OR52J3 (NP_001001916.2)	45%	66%	6e-99
OR52A5 (NP_001005160.1)	OR52A1 (NP_036507.2)	75%	85%	2e-176
OR52A1 (NP_036507.2)	OR52Z1 (NP_001335186.1)	49%	66%	1e-97
OR52Z1 (NP_001335186.1)	OR51V1 (NP_001004760.2)	45%	63%	1e-81
HBB (NP_000509.1)	HBD (NP_000510.1)	93%	97%	2e-105
HBD (NP_000510.1)	HBG1 (NP_000550.2)	71%	85%	9e-84
HBG1 (NP_000550.2)	HBG2 (NP_000175.1)	99%	99%	2e-111
HBG2 (NP_000175.1)	HBE1 (NP_005321.1)	80%	90%	2e-93
OR51B4 (NP_149419.2)	OR51B2 (NP_149420.4)	66%	81%	2e-153
OR51B2 (NP_149420.4)	OR51B5 (NP_001005567.2)	67%	81%	4e-158
OR51B6 (NP_001004750.1)	OR51M1 (NP_001004756.2)	46%	67%	7e-98
OR51M1 (NP_001004756.2)	OR51J1 (NP_001335153.1)	40%	56%	5e-65
OR51J1 (NP_001335153.1)	OR51Q1 (NP_001004757.1)	38%	52%	3e-54
OR51I2 (NP_001004754.1)	OR52D1 (NP_001005163.1)	47%	66%	7e-101
UBQLN3 (XP_011518447.1)	UBQLNL (NP_659490.4)	36%	54%	1e-44
TRIM6 (NP_477514.1)	TRIM34 (NP_001003827.1)	60%	73%	3e-179
OR56B1 (NP_001005180.1)	OR52N4 (XP_016873201.1)	37%	58%	1e-72
OR52N5 (NP_001001922.2)	OR52N1 (NP_001001913.1)	71%	84%	4e-155
OR52E6 (NP_001005167.1)	OR52E8 (NP_001005168.1)	89%	92%	0.0
OR52E4 (NP_001005165.1)	OR52E5 (NP_001005166.2)	68%	81%	2e-157
OR52E5 (NP_001005166.2)	OR56A3 (NP_001003443.2)	36%	55%	2e-55
OR56A5 (NP_001139505.1)	OR52L1 (NP_001005173.3)	39%	61%	3e-66
OR52L1 (NP_001005173.3)	OR56A4 (NP_001005179.3)	39%	60%	6e-67
OR56A4 (NP_001005179.3)	OR56A1 (NP_001001917.2)	83%	93%	0.0
OR10A5 (NP_835462.1)	OR10A2 (NP_001004460.1)	96%	97%	0.0
OR10A2 (NP_001004460.1)	OR10A4 (NP_997069.2)	74%	85%	7e-161
OR5P2 (NP_703145.1)	OR5P3 (NP_703146.1)	63%	74%	5e-136
OR5P3 (NP_703146.1)	OR10A6 (NP_001004461.1)	45%	63%	2e-87
OR10A6 (NP_001004461.1)	OR10A3 (NP_001003745.1)	85%	93%	0.0
MRGPRX3 (NP_473372.3)	MRGPRX4 (NP_473373.2)	83%	89%	0.0
LDHA (NP_001158888.1)	LDHC (XP_016873210.1)	74%	87%	6e-74
LDHC (XP_016873210.1)	LDHAL6A (NP_659409.2)	68%	83%	2e-118
TSG101 (NP_006283.1)	UEVLD (NP_001248314.1)	60%	80%	5e-47
MRGPRX1 (NP_671732.3)	MRGPRX2 (NP_473371.1)	65%	73%	4e-126
SVIP (XP_024304191.1)	CCDC179 (NP_001182566.1)	34%	66%	5e-07
ACCSL (NP_001350042.1)	ACCS (XP_024304491.1)	57%	79%	8e-110
CD82 (XP_006718286.1)	TSPAN18 (NP_570139.3)	27%	46%	4e-17
OR4B1 (NP_001005470.1)	OR4X2 (NP_001004727.1)	61%	76%	5e-131
OR4X2 (NP_001004727.1)	OR4X1 (NP_001004726.1)	63%	77%	1e-134
OR4X1 (NP_001004726.1)	OR4S1 (NP_001004725.1)	56%	72%	2e-126
OR4S1 (NP_001004725.1)	OR4C3 (NP_001004702.2)	56%	74%	2e-119
OR4C12 (NP_001005270.3)	OR4C46 (NP_001004703.1)	66%	78%	4e-152
OR4A16 (NP_001005274.1)	OR4A15 (NP_001005275.1)	61%	77%	1e-139
OR4A15 (NP_001005275.1)	OR4C15 (NP_001001920.2)	58%	77%	3e-137
OR4C15 (NP_001001920.2)	OR4C16 (NP_001004701.2)	52%	73%	7e-123
OR4P4 (NP_001004124.1)	OR4S2 (NP_001004059.2)	60%	77%	3e-134
OR4S2 (NP_001004059.2)	OR4C6 (NP_001004704.1)	57%	74%	1e-129
OR4C6 (NP_001004704.1)	OR5D13 (NP_001001967.1)	37%	58%	8e-63
OR5D13 (NP_001001967.1)	OR5D14 (NP_001004735.1)	61%	76%	2e-140
OR5D14 (NP_001004735.1)	OR5L1 (NP_001004738.1)	57%	74%	1e-126
OR5L1 (NP_001004738.1)	OR5D18 (NP_001001952.1)	62%	76%	3e-123
OR5D18 (NP_001001952.1)	OR5L2 (NP_001004739.1)	62%	76%	2e-135
OR5L2 (NP_001004739.1)	OR5D16 (XP_024304287.1)	58%	73%	2e-119
OR5W2 (NP_001001960.1)	OR5I1 (NP_006628.1)	54%	72%	4e-112
OR5I1 (NP_006628.1)	OR10AG1 (NP_001005491.1)	45%	64%	2e-87
OR10AG1 (NP_001005491.1)	OR5F1 (NP_003688.1)	41%	63%	3e-86
OR5AS1 (NP_001001921.1)	OR8I2 (NP_001003750.1)	50%	70%	2e-102
OR8I2 (NP_001003750.1)	OR8H2 (NP_001005200.1)	57%	76%	9e-126
OR8H2 (NP_001005200.1)	OR8H3 (NP_001005201.1)	92%	96%	0.0
OR8J3 (NP_001004064.1)	OR8K5 (NP_001004058.2)	57%	74%	3e-128
OR5T3 (NP_001004747.1)	OR5T1 (NP_001004745.1)	82%	90%	0.0
OR8K3 (NP_001005202.1)	OR8K1 (NP_001002907.1)	69%	84%	6e-155
OR8K1 (NP_001002907.1)	OR8J1 (NP_001005205.2)	56%	78%	5e-119
OR8J1 (NP_001005205.2)	OR8U1 (NP_001005204.1)	58%	76%	4e-129
OR8U1 (NP_001005204.1)	OR5AL1 (NP_001335159.1)	57%	75%	9e-125
OR5R1 (NP_001004744.1)	OR5M9 (NP_001004743.1)	50%	69%	2e-111
OR5M9 (NP_001004743.1)	OR5M3 (NP_001004742.2)	77%	89%	0.0
OR5M3 (NP_001004742.2)	OR5M8 (NP_001005282.1)	71%	84%	1e-161
OR5M8 (NP_001005282.1)	OR5M11 (NP_001005245.1)	60%	78%	1e-132
OR5M11 (NP_001005245.1)	OR5M10 (NP_001004741.1)	67%	82%	2e-154
OR5M10 (NP_001004741.1)	OR5M1 (NP_001004740.1)	96%	97%	0.0
OR5M1 (NP_001004740.1)	OR5AP2 (NP_001002925.1)	50%	69%	4e-104
OR5AR1 (NP_001004730.1)	OR9G1 (NP_001005213.1)	49%	68%	6e-102
PRG3 (NP_006084.2)	PRG2 (NP_001289855.1)	47%	62%	2e-67
OR9Q1 (NP_001005212.1)	OR9Q2 (NP_001005283.1)	73%	85%	1e-171
OR10Q1 (NP_001004471.1)	OR10W1 (NP_997257.2)	53%	68%	2e-112
OR10W1 (NP_997257.2)	OR5B17 (NP_001005489.1)	36%	57%	1e-67
OR5B17 (NP_001005489.1)	OR5B3 (NP_001005469.1)	72%	83%	5e-164
OR5B3 (NP_001005469.1)	OR5B2 (NP_001005566.1)	77%	87%	0.0
OR5B2 (NP_001005566.1)	OR5B12 (NP_001004733.1)	73%	85%	9e-173
OR5B12 (NP_001004733.1)	OR5B21 (NP_001005218.1)	71%	81%	2e-162
GLYAT (NP_964011.2)	GLYATL2 (XP_024304163.1)	41%	59%	6e-81
GLYATL1 (NP_001341628.1)	GLYATL1B (NP_001342495.1)	82%	89%	0.0
FAM111B (NP_001136176.1)	FAM111A (NP_001361792.1)	42%	60%	5e-85
OR5A1 (NP_001004728.1)	OR4D6 (NP_001004708.1)	39%	59%	1e-66
OR4D6 (NP_001004708.1)	OR4D10 (NP_001004705.1)	65%	79%	2e-140
OR4D10 (NP_001004705.1)	OR4D11 (NP_001004706.1)	81%	88%	0.0
OR4D11 (NP_001004706.1)	OR4D9 (NP_001004711.1)	82%	89%	0.0
CBLIF (XP_011543241.1)	TCN1 (NP_001053.2)	35%	52%	1e-50
OOSP3 (XP_990000109.1)	OOSP4B (NP_001355090.1)	48%	65%	1e-08
OOSP4B (NP_001355090.1)	OOSP2 (NP_776162.2)	30%	48%	2e-11
MS4A3 (NP_001026979.1)	MS4A2 (XP_005273903.1)	27%	49%	3e-07
MS4A4A (NP_076926.2)	MS4A6E (NP_001363838.1)	37%	55%	1e-07
MS4A6E (NP_001363838.1)	MS4A7 (NP_996821.1)	33%	45%	1e-16
MS4A14 (NP_001248756.1)	MS4A5 (NP_076434.2)	31%	44%	1e-18
MS4A5 (NP_076434.2)	MS4A1 (NP_068769.2)	30%	45%	3e-15
MS4A1 (NP_068769.2)	MS4A12 (XP_011543419.1)	40%	55%	2e-19
MS4A13 (NP_001012417.2)	MS4A8 (NP_113645.1)	25%	46%	6e-08
MS4A8 (NP_113645.1)	MS4A18 (XP_011543723.1)	43%	59%	2e-34
MS4A18 (XP_011543723.1)	MS4A15 (NP_001092305.1)	36%	53%	7e-25
CD6 (XP_011543662.1)	CD5 (NP_001333385.1)	29%	40%	2e-07
PGA3 (NP_001073275.1)	PGA4 (NP_001073276.1)	99%	100%	0.0
PGA4 (NP_001073276.1)	PGA5 (NP_055039.1)	99%	99%	0.0
FADS1 (NP_037534.5)	FADS3 (XP_016873213.1)	46%	59%	2e-150
SLC22A6 (NP_695009.1)	SLC22A8 (NP_001171665.1)	47%	63%	9e-125
SLC22A8 (NP_001171665.1)	SLC22A24 (NP_001129978.2)	40%	59%	2e-98
SLC22A24 (NP_001129978.2)	SLC22A25 (XP_016873175.1)	54%	68%	0.0
SLC22A10 (XP_011543318.1)	SLC22A9 (XP_016872648.1)	58%	75%	0.0
PLAAT2 (XP_011543422.1)	PLAAT3 (NP_001121675.1)	69%	83%	6e-83
SLC22A11 (XP_011543469.1)	SLC22A12 (NP_001263256.1)	46%	62%	4e-69
RBM14 (NP_006319.1)	RBM4 (NP_001185772.1)	44%	65%	7e-38
MRGPRD (NP_944605.2)	MRGPRF (XP_024304107.1)	39%	55%	4e-50
FGF19 (NP_005108.1)	FGF4 (NP_001998.1)	32%	51%	7e-16
FGF4 (NP_001998.1)	FGF3 (NP_005238.1)	32%	54%	3e-26
FOLR3 (NP_001304974.1)	FOLR1 (NP_057936.1)	80%	88%	4e-95
FOLR1 (NP_057936.1)	FOLR2 (NP_000794.3)	77%	86%	1e-136
P2RY2 (XP_016873328.1)	P2RY6 (XP_011543381.1)	42%	56%	2e-66
UCP2 (XP_024304442.1)	UCP3 (NP_003347.1)	69%	80%	1e-142
MOGAT2 (XP_011543569.1)	DGAT2 (NP_001240820.1)	48%	68%	7e-91
TMEM126B (NP_001180466.1)	TMEM126A (NP_001231664.1)	34%	52%	5e-21
TRIM64B (XP_011541256.1)	TRIM49D1 (XP_011541118.1)	45%	60%	2e-124
TRIM49D2 (NP_001098992.1)	TRIM64 (XP_011540887.1)	45%	60%	9e-130
TRIM64 (XP_011540887.1)	TRIM49C (NP_001182163.1)	47%	62%	4e-134
KDM4D (NP_060509.2)	KDM4E (NP_001155102.1)	67%	76%	0.0
BIRC3 (XP_024304235.1)	BIRC2 (NP_001157.1)	75%	87%	0.0
MMP7 (NP_002414.1)	MMP20 (NP_004762.2)	51%	65%	1e-87
MMP20 (NP_004762.2)	MMP27 (XP_011541250.1)	38%	56%	1e-106
MMP27 (XP_011541250.1)	MMP8 (XP_011541138.1)	46%	58%	6e-91
MMP8 (XP_011541138.1)	MMP10 (NP_002416.1)	53%	69%	3e-118
MMP10 (NP_002416.1)	MMP1 (NP_001139410.1)	54%	72%	4e-167
MMP1 (NP_001139410.1)	MMP3 (NP_002413.1)	55%	72%	2e-161
MMP3 (NP_002413.1)	MMP12 (NP_002417.2)	51%	69%	2e-178
MMP12 (NP_002417.2)	MMP13 (NP_002418.1)	47%	62%	4e-149
CASP4 (XP_011541321.1)	CASP5 (NP_001129582.1)	81%	88%	0.0
CASP5 (NP_001129582.1)	CASP1 (NP_150635.1)	58%	70%	4e-119
CASP1 (NP_150635.1)	CARD16 (XP_011540885.1)	70%	78%	1e-15
CARD16 (XP_011540885.1)	CARD17 (XP_024304292.1)	82%	89%	2e-49
CARD17 (XP_024304292.1)	CARD18 (NP_067546.1)	55%	71%	1e-31
HTR3B (XP_024304535.1)	HTR3A (NP_998786.3)	37%	56%	1e-95
NXPE1 (NP_689528.2)	NXPE4 (XP_011541183.1)	64%	78%	0.0
APOA5 (NP_001160070.1)	APOA4 (NP_000473.2)	29%	50%	2e-32
SCN4B (NP_001135820.1)	SCN2B (NP_004579.1)	34%	60%	7e-07
SCN2B (NP_004579.1)	JAML (NP_001273499.1)	30%	49%	5e-11
JAML (NP_001273499.1)	MPZL3 (NP_001273081.1)	25%	52%	3e-12
MPZL3 (NP_001273081.1)	MPZL2 (NP_005788.1)	37%	53%	1e-28
OR6X1 (NP_001005188.1)	OR6M1 (NP_001005325.1)	48%	69%	4e-108
OR8D4 (NP_001005197.1)	OR4D5 (NP_001001965.1)	42%	63%	2e-83
OR6T1 (XP_016872814.1)	OR10S1 (NP_001004474.1)	42%	59%	6e-59
OR10S1 (NP_001004474.1)	OR10G6 (NP_001342148.1)	56%	69%	3e-114
OR10G4 (NP_001004462.1)	OR10G9 (NP_001001953.1)	94%	96%	0.0
OR10G9 (NP_001001953.1)	OR10G8 (NP_001004464.1)	88%	93%	0.0
OR10D3 (NP_001342142.1)	OR8G2P (NP_001278367.1)	41%	58%	1e-64
OR8G2P (NP_001278367.1)	OR8G1 (NP_001002905.1)	80%	89%	2e-165
OR8G1 (NP_001002905.1)	OR8G5 (NP_001005198.1)	85%	92%	0.0
OR8D1 (NP_001002917.1)	OR8D2 (NP_001002918.1)	70%	84%	4e-156
OR8D2 (NP_001002918.1)	OR8B2 (XP_016873024.1)	60%	77%	6e-128
OR8B2 (XP_016873024.1)	OR8B3 (XP_016873207.1)	98%	99%	0.0
OR8B3 (XP_016873207.1)	OR8B4 (NP_001005196.1)	68%	81%	4e-146
OR8B4 (NP_001005196.1)	OR8B8 (NP_036510.1)	66%	80%	2e-138
OR8B8 (NP_036510.1)	OR8B12 (NP_001005195.1)	80%	89%	2e-180
SPA17 (NP_059121.1)	NRGN (NP_001119653.1)	69%	94%	2e-06
VSIG2 (NP_055127.2)	ESAM (NP_620411.2)	32%	44%	9e-19
PATE3 (XP_016872543.1)	PATE4 (NP_001138346.1)	30%	46%	6e-10
GLB1L3 (XP_016872645.1)	GLB1L2 (NP_612351.2)	72%	81%	3e-117
SLC6A12 (NP_001193860.1)	SLC6A13 (NP_001177926.1)	70%	82%	0.0
FGF23 (NP_065689.1)	FGF6 (NP_066276.2)	32%	50%	5e-14
KCNA6 (XP_016874760.1)	KCNA1 (NP_000208.2)	67%	77%	0.0
KCNA1 (NP_000208.2)	KCNA5 (NP_002225.2)	66%	75%	0.0
C1R (NP_001724.4)	C1RL (NP_001284569.1)	60%	77%	2e-128
CD163L1 (XP_011518918.1)	CD163 (XP_024305046.1)	55%	70%	0.0
SLC2A14 (NP_001273166.1)	SLC2A3 (NP_008862.1)	95%	98%	0.0
CLEC6A (NP_001007034.1)	CLEC4D (XP_011518934.1)	40%	60%	5e-57
A2M (NP_001334352.2)	PZP (XP_016875252.1)	73%	84%	0.0
CLECL1 (NP_001254630.1)	CD69 (NP_001772.1)	37%	58%	2e-08
CLEC1A (XP_011518989.1)	CLEC7A (NP_922941.1)	35%	48%	4e-23
KLRK1 (NP_031386.2)	KLRC4 (NP_038459.1)	27%	47%	6e-10
KLRC4 (NP_038459.1)	KLRC3 (NP_002252.2)	79%	84%	6e-89
KLRC3 (NP_002252.2)	KLRC2 (NP_002251.2)	92%	93%	2e-155
KLRC2 (NP_002251.2)	KLRC1 (XP_024304741.1)	76%	84%	3e-128
TAS2R7 (NP_076408.1)	TAS2R8 (NP_076407.1)	48%	68%	1e-100
TAS2R8 (NP_076407.1)	TAS2R9 (NP_076406.1)	49%	67%	6e-86
TAS2R9 (NP_076406.1)	TAS2R10 (NP_076410.1)	40%	59%	2e-72
TAS2R14 (NP_076411.1)	TAS2R50 (NP_795371.2)	45%	64%	4e-73
TAS2R50 (NP_795371.2)	TAS2R20 (NP_795370.2)	64%	81%	1e-135
TAS2R20 (NP_795370.2)	TAS2R19 (NP_795369.1)	70%	81%	4e-147
TAS2R19 (NP_795369.1)	TAS2R31 (NP_795366.2)	68%	80%	4e-128
PRH1-TAS2R14 (NP_001303822.1)	TAS2R46 (NP_795368.2)	43%	60%	2e-20
TAS2R46 (NP_795368.2)	TAS2R43 (NP_795365.2)	88%	95%	0.0
TAS2R43 (NP_795365.2)	TAS2R30 (NP_001091112.1)	82%	90%	0.0
PRB3 (NP_006240.4)	PRB4 (NP_002714.2)	86%	88%	7e-28
SLCO1C1 (XP_016874978.1)	SLCO1B3 (NP_062818.1)	46%	67%	4e-157
SLCO1B7 (NP_001009562.3)	SLCO1B1 (NP_006437.3)	73%	84%	0.0
ALG10 (XP_024304998.1)	ALG10B (XP_005268722.1)	96%	97%	0.0
SLC38A1 (NP_001070952.1)	SLC38A2 (NP_001294865.1)	52%	69%	2e-132
SLC38A2 (NP_001294865.1)	SLC38A4 (XP_005269054.1)	58%	71%	2e-178
TUBA1B (NP_006073.2)	TUBA1A (NP_001257329.1)	99%	99%	0.0
AQP2 (NP_000477.1)	AQP5 (XP_005268895.1)	69%	82%	2e-92
AQP5 (XP_005268895.1)	AQP6 (NP_001643.2)	60%	76%	2e-77
ACVRL1 (XP_005269292.1)	ACVR1B (XP_016875690.1)	53%	64%	1e-91
KRT7 (XP_011536627.1)	KRT86 (XP_005268923.1)	56%	73%	4e-143
KRT81 (NP_002272.2)	KRT83 (NP_002273.3)	95%	96%	0.0
KRT83 (NP_002273.3)	KRT85 (NP_002274.1)	83%	89%	0.0
KRT85 (NP_002274.1)	KRT84 (XP_011536637.1)	60%	70%	0.0
KRT84 (XP_011536637.1)	KRT82 (NP_149022.3)	64%	78%	0.0
KRT82 (NP_149022.3)	KRT75 (NP_004684.2)	53%	70%	4e-168
KRT75 (NP_004684.2)	KRT6B (NP_005546.2)	72%	81%	0.0
KRT6B (NP_005546.2)	KRT6C (NP_775109.2)	99%	99%	0.0
KRT6C (NP_775109.2)	KRT6A (NP_005545.1)	98%	99%	0.0
KRT6A (NP_005545.1)	KRT5 (NP_000415.2)	83%	88%	0.0
KRT5 (NP_000415.2)	KRT71 (NP_258259.1)	61%	77%	0.0
KRT71 (NP_258259.1)	KRT74 (NP_778223.2)	72%	81%	0.0
KRT74 (NP_778223.2)	KRT72 (XP_016874325.1)	78%	86%	0.0
KRT72 (XP_016874325.1)	KRT73 (XP_011536559.1)	69%	76%	0.0
KRT2 (NP_000414.2)	KRT1 (NP_006112.3)	70%	83%	0.0
KRT1 (NP_006112.3)	KRT77 (XP_011536590.1)	67%	85%	2e-127
KRT77 (XP_011536590.1)	KRT76 (NP_056932.2)	63%	78%	2e-114
KRT76 (NP_056932.2)	KRT3 (XP_024304743.1)	87%	93%	0.0
KRT3 (XP_024304743.1)	KRT4 (NP_002263.3)	65%	76%	0.0
KRT4 (NP_002263.3)	KRT79 (NP_787028.1)	67%	79%	0.0
KRT79 (NP_787028.1)	KRT78 (NP_001287743.1)	55%	71%	1e-111
KRT78 (NP_001287743.1)	KRT8 (NP_001243222.1)	55%	73%	3e-119
HOXC13 (NP_059106.2)	HOXC12 (NP_776272.1)	53%	80%	1e-23
HOXC12 (NP_776272.1)	HOXC11 (NP_055027.1)	33%	43%	9e-25
HOXC11 (NP_055027.1)	HOXC10 (NP_059105.2)	49%	68%	1e-30
HOXC10 (NP_059105.2)	HOXC9 (NP_008828.1)	45%	58%	4e-35
HOXC8 (NP_073149.1)	HOXC6 (NP_710160.1)	49%	64%	2e-36
HOXC6 (NP_710160.1)	HOXC5 (NP_061826.1)	68%	78%	2e-43
HOXC5 (NP_061826.1)	HOXC4 (NP_055435.2)	69%	84%	1e-41
LACRT (NP_150593.1)	DCD (NP_444513.1)	54%	65%	2e-08
OR9K2 (NP_001005243.1)	OR10A7 (NP_001005280.1)	44%	65%	1e-92
OR10A7 (NP_001005280.1)	OR6C74 (XP_016874615.1)	44%	64%	2e-95
OR6C1 (NP_001005182.1)	OR6C3 (NP_473445.1)	75%	87%	6e-180
OR6C3 (NP_473445.1)	OR6C75 (NP_001005497.1)	72%	86%	4e-174
OR6C75 (NP_001005497.1)	OR6C65 (NP_001005518.1)	73%	85%	3e-170
OR6C65 (NP_001005518.1)	OR6C76 (NP_001005183.1)	74%	87%	2e-175
OR6C76 (NP_001005183.1)	OR6C2 (NP_473446.1)	68%	85%	1e-165
OR6C68 (NP_001005519.2)	OR6C4 (NP_001005494.1)	62%	81%	2e-151
OR6C4 (NP_001005494.1)	OR2AP1 (NP_001245214.1)	80%	90%	7e-180
OR2AP1 (NP_001245214.1)	OR10P1 (NP_996782.1)	39%	61%	3e-74
MYL6B (NP_001186558.1)	MYL6 (NP_066299.2)	81%	90%	8e-96
SDR9C7 (NP_683695.1)	RDH16 (NP_001307037.1)	38%	58%	5e-34
INHBC (NP_005529.1)	INHBE (NP_113667.1)	44%	59%	6e-84
IL26 (NP_060872.1)	IL22 (NP_065386.1)	25%	44%	2e-06
PTPRB (NP_001317133.1)	PTPRR (XP_011536917.1)	40%	56%	9e-48
GLIPR1L1 (XP_016874623.1)	GLIPR1L2 (NP_689649.1)	35%	59%	5e-06
GLIPR1L2 (NP_689649.1)	GLIPR1 (XP_011536077.1)	41%	60%	3e-34
MYF6 (NP_002460.1)	MYF5 (NP_005584.2)	50%	60%	4e-47
EPYC (XP_011536310.1)	KERA (NP_008966.1)	27%	47%	4e-19
KERA (NP_008966.1)	LUM (NP_002336.1)	39%	62%	3e-77
LUM (NP_002336.1)	DCN (NP_001911.1)	31%	49%	2e-39
OAS1 (NP_002525.2)	OAS3 (XP_005253946.1)	60%	70%	2e-130
OAS3 (XP_005253946.1)	OAS2 (NP_002526.2)	48%	63%	0.0
TBX5 (XP_016875401.1)	TBX3 (NP_005987.3)	52%	67%	4e-82
P2RX7 (XP_011536721.1)	P2RX4 (XP_011536718.1)	53%	70%	1e-66
HCAR2 (NP_808219.1)	HCAR3 (NP_006009.2)	95%	98%	0.0
HCAR3 (NP_006009.2)	HCAR1 (NP_115943.1)	53%	67%	1e-122
ZNF26 (XP_016875409.1)	ZNF84 (NP_003419.3)	48%	59%	0.0
ZNF84 (NP_003419.3)	ZNF140 (XP_016875414.1)	59%	67%	6e-120
ZNF10 (NP_056209.2)	ZNF268 (NP_694422.2)	63%	82%	2e-28
GJA3 (XP_011533350.1)	GJB2 (NP_003995.2)	51%	68%	7e-81
GJB2 (NP_003995.2)	GJB6 (NP_001103691.1)	77%	90%	1e-139
GSX1 (NP_663632.1)	PDX1 (NP_000200.1)	63%	80%	2e-25
N4BP2L1 (NP_001340565.1)	N4BP2L2 (NP_001307765.1)	51%	69%	2e-19
KBTBD6 (NP_690867.3)	KBTBD7 (NP_115514.2)	90%	95%	0.0
NEK5 (NP_001352481.1)	NEK3 (NP_689933.1)	54%	73%	9e-106
PRR20A (NP_940843.1)	PRR20B (NP_001123876.1)	100%	100%	2e-160
PRR20B (NP_001123876.1)	PRR20C (NP_001123877.1)	100%	100%	2e-160
PRR20C (NP_001123877.1)	PRR20D (NP_001123878.1)	100%	100%	2e-160
PRR20D (NP_001123878.1)	PRR20E (NP_001123879.1)	100%	100%	2e-160
SLITRK1 (NP_001268432.1)	SLITRK6 (NP_115605.2)	41%	58%	3e-165
GPC5 (NP_004457.1)	GPC6 (NP_005699.1)	28%	51%	6e-64
GPR18 (XP_006720009.1)	GPR183 (XP_016875894.1)	27%	48%	4e-35
F7 (XP_011535776.2)	F10 (NP_000495.1)	36%	53%	4e-115
OR4Q3 (XP_024305386.1)	OR4M1 (XP_016876827.1)	55%	76%	1e-93
OR4M1 (XP_016876827.1)	OR4N2 (NP_001004723.1)	57%	76%	1e-97
