Gene 1	Gene 2	id %	som %	E-value
mkrn2os.1 (XP_001922899.1)	mkrn2os.2 (XP_001920208.5)	39%	57%	9e-53
timp4.1 (XP_005172816.1)	timp4.2 (NP_001315189.1)	43%	59%	2e-48
timp4.2 (NP_001315189.1)	timp4.3 (NP_001313362.1)	55%	68%	2e-75
slc6a1b (NP_001007363.1)	slc6a11b (XP_017213744.2)	55%	73%	0.0
si:dkey-40c23.1 (XP_009304016.1)	si:dkey-40c23.2 (XP_017213747.1)	69%	78%	0.0
si:dkey-40c23.2 (XP_017213747.1)	si:dkey-40c23.3 (XP_021335353.1)	58%	69%	5e-121
hoxc12b (NP_571620.1)	hoxc11b (XP_009298848.1)	59%	74%	6e-23
hoxc11b (XP_009298848.1)	hoxc6b (XP_005172831.1)	49%	76%	1e-18
mapk14b (XP_017213684.1)	srpk1b (XP_009304042.1)	30%	41%	4e-11
itih3a (NP_001018424.1)	itih1 (XP_693183.4)	65%	80%	0.0
si:ch211-253b8.2 (NP_001188489.1)	zgc:173548 (NP_001099175.1)	34%	51%	2e-44
pla2r1 (XP_005155783.1)	ly75 (XP_009304139.1)	31%	49%	0.0
si:dkey-23f9.8 (XP_003199494.1)	si:dkey-23f9.9 (XP_021335421.1)	99%	100%	1e-107
si:dkey-23f9.9 (XP_021335421.1)	si:dkey-23f9.12 (XP_009304145.1)	99%	100%	2e-108
si:dkey-23f9.12 (XP_009304145.1)	si:dkey-23f9.11 (XP_021335423.1)	99%	100%	2e-108
krt93 (NP_001035449.1)	krt94 (NP_001070922.1)	79%	89%	0.0
krt15 (NP_998688.2)	zgc:110712 (NP_001017588.1)	45%	63%	8e-110
si:ch211-156l18.6 (XP_021335432.1)	zgc:174358 (XP_021335430.1)	98%	98%	3e-131
LOC110440092 (XP_021335433.1)	LOC103911809 (XP_021335440.1)	99%	99%	4e-107
LOC103911809 (XP_021335440.1)	LOC108179082 (XP_021335662.1)	99%	99%	3e-100
LOC108191590 (XP_021335438.1)	LOC110438889 (XP_021335439.1)	96%	97%	1e-70
LOC110438889 (XP_021335439.1)	zgc:174353 (XP_021335629.1)	96%	97%	6e-96
zgc:174355 (XP_021335632.1)	zgc:174354 (XP_021335298.1)	99%	99%	5e-108
zgc:174354 (XP_021335298.1)	si:dkey-27d5.5 (XP_021335647.1)	99%	99%	2e-107
si:dkey-27d5.5 (XP_021335647.1)	si:dkey-27d5.4 (XP_021335646.1)	98%	99%	5e-106
si:dkey-27d5.4 (XP_021335646.1)	LOC100005157 (XP_021335652.1)	98%	99%	5e-106
LOC108191592 (XP_021335631.1)	zgc:91850 (NP_001315143.1)	98%	98%	4e-84
zgc:91850 (NP_001315143.1)	LOC110439268 (XP_021335636.1)	98%	98%	3e-79
LOC110439268 (XP_021335636.1)	LOC100148590 (XP_021335651.1)	96%	98%	5e-39
LOC110440097 (XP_021335452.1)	zgc:175135 (NP_001108194.2)	98%	99%	0.0
LOC110438923 (XP_021335456.1)	zgc:173545 (NP_001107950.1)	86%	87%	0.0
zgc:173545 (NP_001107950.1)	LOC110438920 (XP_021335459.1)	83%	84%	0.0
LOC110438920 (XP_021335459.1)	LOC100334195 (XP_005172922.2)	97%	98%	0.0
LOC100334195 (XP_005172922.2)	LOC100537499 (XP_021335457.1)	88%	92%	0.0
LOC100537499 (XP_021335457.1)	LOC100538023 (XP_021335458.1)	84%	87%	0.0
LOC100538023 (XP_021335458.1)	LOC100334068 (XP_021335460.1)	80%	84%	0.0
zgc:113307 (NP_001018560.1)	prelp (XP_001923590.1)	36%	57%	3e-62
il19l (NP_001076424.1)	il10 (NP_001018621.2)	27%	50%	2e-20
mapkapk2a (NP_958460.1)	zgc:172180 (NP_001108400.1)	29%	50%	7e-21
nfasca (XP_021335211.1)	cntn2 (NP_571521.1)	28%	45%	3e-101
chia.1 (NP_998215.1)	chia.2 (NP_998414.1)	50%	66%	1e-176
opn1sw2 (NP_571267.1)	opn1lw1 (NP_001300644.1)	43%	63%	2e-96
opn1lw1 (NP_001300644.1)	opn1lw2 (NP_001002443.1)	92%	96%	0.0
cxxc1b (NP_956627.1)	mbd1b (NP_001038218.1)	58%	66%	7e-16
LOC110440101 (XP_021335528.1)	guca2b (NP_001298140.1)	37%	59%	1e-23
il1fma (NP_001277347.1)	si:ch73-226l13.2 (NP_001269007.1)	38%	55%	1e-34
zgc:158773 (NP_001075880.1)	zgc:153665 (XP_005169434.1)	81%	88%	3e-91
col6a2 (XP_021335547.1)	col6a1 (XP_009304444.1)	36%	51%	1e-146
mst1rb (XP_021335551.1)	camkvb (NP_956744.1)	25%	43%	5e-06
LOC110440127 (XP_021335670.1)	LOC100003022 (XP_021335671.1)	80%	81%	3e-33
si:ch211-11c3.9 (XP_017213847.2)	LOC101885860 (XP_017213851.2)	70%	81%	8e-50
itih3b (NP_001028276.1)	zgc:112265 (XP_017213664.1)	56%	71%	0.0
pimr126 (XP_021335655.1)	si:ch211-122l14.5 (XP_021335567.1)	88%	89%	0.0
si:ch211-122l14.5 (XP_021335567.1)	si:ch211-122l14.7 (XP_021335656.1)	90%	92%	0.0
tnfrsf1b (XP_005155972.1)	si:dkeyp-61b2.1 (XP_002663872.2)	34%	42%	1e-13
si:ch1073-165f9.2 (XP_002663882.1)	zgc:110286 (XP_009304579.3)	83%	90%	2e-113
zgc:110286 (XP_009304579.3)	arf4a (NP_001003590.1)	72%	86%	4e-102
LOC100331538 (XP_005169474.1)	si:ch73-106k19.5 (XP_002663877.1)	48%	63%	4e-66
si:ch73-106k19.5 (XP_002663877.1)	LOC108191666 (XP_017213900.1)	70%	82%	6e-111
LOC101887111 (XP_005172991.3)	LOC100332902 (XP_005172993.3)	99%	99%	0.0
LOC110440113 (XP_021335602.1)	si:dkey-93h22.8 (NP_001296721.1)	98%	99%	0.0
si:dkey-93h22.7 (XP_009304606.1)	LOC101886098 (XP_021335605.1)	31%	50%	1e-21
sult2st1 (NP_944596.2)	sult2st2 (NP_001071637.1)	87%	95%	0.0
sstr2a (XP_005170178.1)	LOC100333697 (XP_002665650.1)	44%	64%	2e-76
gdf10b (NP_001165060.1)	gdf2 (NP_001165057.2)	41%	57%	2e-25
LOC101882757 (XP_021336139.1)	si:dkey-32n7.4 (XP_009304682.1)	72%	82%	7e-104
si:dkey-32n7.4 (XP_009304682.1)	itgam (XP_692164.5)	77%	85%	0.0
si:dkey-32n7.7 (XP_021335883.1)	LOC100333187 (XP_021335884.1)	65%	76%	7e-117
ca15b (XP_005169499.1)	zgc:153760 (XP_005169497.1)	49%	67%	1e-102
zgc:153760 (XP_005169497.1)	ca15a (XP_017213949.1)	79%	85%	0.0
ca15a (XP_017213949.1)	ca15c (XP_017213978.1)	81%	89%	0.0
ca15c (XP_017213978.1)	si:ch211-173d10.4 (XP_021336146.1)	40%	55%	8e-43
si:ch211-173d10.1 (NP_001314961.1)	trpm4b.1 (XP_021335886.1)	89%	94%	0.0
trpm4b.1 (XP_021335886.1)	trpm4b.2 (NP_001269082.1)	87%	92%	0.0
LOC100536033 (XP_021335957.1)	si:dkey-239j18.2 (NP_001274132.1)	97%	98%	0.0
si:dkey-239j18.2 (NP_001274132.1)	ctslb (XP_005169509.1)	97%	98%	0.0
ctslb (XP_005169509.1)	si:dkey-239j18.3 (XP_001341714.2)	99%	99%	0.0
si:dkey-239j18.3 (XP_001341714.2)	wu:fa26c03 (NP_001098585.1)	99%	99%	0.0
wu:fa26c03 (NP_001098585.1)	MGC174155 (NP_001096588.1)	98%	99%	0.0
MGC174155 (NP_001096588.1)	si:dkey-269i1.3 (NP_001314908.1)	98%	99%	0.0
si:dkey-269i1.4 (NP_001099150.1)	si:dkey-26g8.4 (XP_003199634.1)	99%	99%	0.0
si:dkey-26g8.5 (NP_001096585.1)	zgc:174855 (NP_001096592.1)	98%	99%	0.0
ifit12 (NP_001177394.1)	LOC100537930 (NP_001306199.1)	83%	89%	0.0
LOC100537930 (NP_001306199.1)	ifit11 (XP_005169508.1)	70%	77%	4e-153
ifit11 (XP_005169508.1)	ifit10 (XP_017213963.1)	51%	68%	3e-169
ifit10 (XP_017213963.1)	ifit9 (NP_001315640.1)	32%	54%	1e-74
pvalb9 (NP_891983.1)	pvalb3 (XP_005169507.1)	54%	67%	4e-42
pvalb3 (XP_005169507.1)	pvalb2 (NP_571591.1)	87%	93%	2e-61
hbbe3 (NP_001015058.1)	hbbe2 (NP_998011.1)	72%	84%	1e-83
aqp8a.2 (NP_001073651.1)	aqp8a.1 (NP_001004661.1)	50%	75%	1e-103
st6galnac1.1 (XP_021335804.1)	st6galnac1.2 (NP_001076403.1)	56%	73%	1e-144
hoxb8b (NP_571256.1)	hoxb6b (NP_571613.1)	37%	50%	3e-40
hoxb6b (NP_571613.1)	hoxb5b (NP_571612.2)	73%	89%	1e-45
hoxb5b (NP_571612.2)	hoxb1b (XP_021335697.1)	56%	71%	2e-24
uts2r (XP_009305031.1)	LOC110440145 (XP_021336025.1)	60%	74%	5e-141
plekhs1 (XP_005156293.1)	zgc:153920 (NP_001070792.1)	45%	63%	1e-39
zgc:153920 (NP_001070792.1)	zgc:158404 (NP_001074034.1)	48%	58%	2e-132
zgc:158404 (NP_001074034.1)	si:ch211-28p3.3 (XP_005156395.1)	45%	63%	7e-40
crygmx (NP_001013280.1)	crygmxl2 (NP_001019598.1)	58%	73%	9e-80
enpp7.1 (NP_001243734.1)	enpp7.2 (NP_001314969.1)	83%	91%	0.0
kcnj2a (NP_001318145.1)	kcnj16 (XP_009305113.1)	41%	62%	3e-92
LOC110437733 (XP_021336078.1)	si:ch211-39f2.3 (XP_009305155.1)	93%	95%	0.0
si:ch211-39f2.3 (XP_009305155.1)	si:ch73-181m17.1 (XP_009305151.1)	74%	81%	0.0
si:ch73-181m17.1 (XP_009305151.1)	si:dkey-239b22.2 (XP_017214058.1)	64%	75%	2e-170
LOC100534755 (XP_021336081.1)	LOC570372 (XP_021336082.1)	57%	73%	0.0
LOC570372 (XP_021336082.1)	LOC101886358 (XP_021336085.1)	56%	73%	0.0
zgc:112964 (NP_001314798.1)	LOC100536599 (XP_009305186.1)	48%	63%	3e-87
LOC100536599 (XP_009305186.1)	si:ch73-329n5.6 (XP_009305188.1)	72%	84%	8e-144
si:ch73-329n5.6 (XP_009305188.1)	LOC101882112 (XP_021336093.1)	66%	76%	5e-146
LOC101882112 (XP_021336093.1)	LOC101883761 (XP_021336094.1)	52%	64%	7e-93
LOC101882496 (XP_005156486.1)	LOC108191746 (XP_021335853.1)	39%	48%	3e-34
LOC100332535 (XP_003200160.3)	LOC101882968 (XP_021335855.1)	72%	84%	0.0
LOC101882968 (XP_021335855.1)	LOC110440129 (XP_021335856.1)	88%	95%	4e-87
LOC110440129 (XP_021335856.1)	si:ch211-182p11.1 (XP_005156480.1)	87%	93%	1e-89
si:ch211-182p11.1 (XP_005156480.1)	LOC108179106 (XP_001341823.6)	45%	56%	3e-63
LOC110440131 (XP_021335858.1)	LOC100002054 (XP_021335859.1)	84%	90%	4e-135
LOC100002054 (XP_021335859.1)	si:ch211-127b16.6 (XP_017214125.1)	74%	81%	3e-112
si:ch211-127b16.6 (XP_017214125.1)	LOC571499 (XP_021335860.1)	74%	83%	0.0
LOC571499 (XP_021335860.1)	LOC108191775 (XP_021335861.1)	62%	71%	4e-59
LOC103911950 (XP_009305218.2)	LOC108179152 (XP_021336096.1)	68%	77%	1e-127
LOC108179152 (XP_021336096.1)	si:dkey-86k10.1 (XP_021336095.1)	73%	80%	1e-68
LOC100332446 (XP_021335682.1)	LOC100535892 (XP_003199701.1)	57%	70%	1e-57
LOC100535892 (XP_003199701.1)	LOC562542 (XP_021335799.1)	52%	67%	4e-46
LOC108191751 (XP_017214076.2)	LOC100005948 (XP_001344844.5)	62%	72%	3e-125
LOC100005948 (XP_001344844.5)	LOC108179107 (XP_021336108.1)	82%	87%	0.0
LOC108179107 (XP_021336108.1)	zgc:153932 (XP_021335677.1)	85%	91%	0.0
zgc:153932 (XP_021335677.1)	LOC108179123 (XP_021336110.1)	79%	85%	0.0
LOC108179123 (XP_021336110.1)	LOC100005685 (XP_021336113.1)	94%	97%	0.0
LOC100005685 (XP_021336113.1)	LOC110440157 (XP_021336112.1)	53%	66%	4e-43
LOC110440157 (XP_021336112.1)	LOC110440134 (XP_021335864.1)	62%	74%	4e-55
LOC110440134 (XP_021335864.1)	LOC108191777 (XP_021335865.1)	77%	87%	3e-98
LOC108191777 (XP_021335865.1)	LOC108191778 (XP_021335866.1)	90%	92%	0.0
LOC108191778 (XP_021335866.1)	LOC110440156 (XP_021336111.1)	41%	52%	4e-33
LOC110440156 (XP_021336111.1)	zmp:0000001031 (XP_021336104.1)	80%	88%	3e-152
zmp:0000001031 (XP_021336104.1)	LOC568930 (XP_021336109.1)	89%	93%	0.0
LOC100005356 (NP_001314936.1)	LOC569153 (XP_009305246.2)	99%	100%	0.0
LOC569153 (XP_009305246.2)	LOC100005266 (XP_009305247.2)	99%	100%	0.0
LOC100005266 (XP_009305247.2)	LOC100005220 (XP_009305249.2)	99%	100%	0.0
LOC100005220 (XP_009305249.2)	LOC100005175 (XP_009305250.2)	99%	100%	0.0
LOC100005175 (XP_009305250.2)	LOC100005129 (XP_009305251.2)	99%	99%	0.0
LOC100005129 (XP_009305251.2)	LOC103911956 (XP_017214084.1)	99%	100%	0.0
LOC103911956 (XP_017214084.1)	LOC108191752 (XP_017214083.1)	99%	99%	0.0
dlg5b.1 (XP_021336124.1)	LOC103911966 (XP_009305280.2)	98%	99%	6e-121
zmp:0000000760 (XP_002664125.2)	col21a1 (XP_017214401.1)	36%	48%	2e-69
znf318 (XP_005156567.1)	si:dkeyp-121d4.3 (XP_005156568.1)	43%	59%	7e-12
exoc3l4 (XP_009305373.1)	tnfaip2b (XP_697839.5)	21%	43%	2e-20
pimr156 (XP_021336410.1)	pimr158 (XP_021336412.1)	99%	99%	0.0
si:ch211-117n7.7 (NP_001038808.1)	si:ch211-117n7.6 (XP_683654.2)	80%	88%	0.0
LOC100150906 (XP_021336617.1)	si:ch211-195e19.1 (XP_021336437.1)	37%	55%	4e-48
si:dkey-52k1.6 (XP_009305482.1)	si:dkey-155h10.3 (XP_017214442.1)	54%	71%	6e-120
si:dkey-155h10.3 (XP_017214442.1)	gabrb1 (XP_021336439.1)	40%	62%	9e-68
adh8b (XP_021336224.1)	adh8a (NP_001001946.3)	78%	87%	0.0
noto (NP_571130.1)	emx1 (NP_937787.1)	40%	58%	3e-23
tlr4ba (XP_009305503.1)	tlr4al (NP_001315534.1)	80%	88%	0.0
tlr4al (NP_001315534.1)	tlr4bb (NP_997978.2)	66%	77%	0.0
pbld (NP_001019582.1)	pbld2 (NP_001017897.1)	74%	87%	4e-106
hk1 (NP_998417.1)	hkdc1 (NP_001108597.1)	71%	84%	0.0
si:ch211-223p8.8 (NP_001139098.1)	zgc:153981 (NP_001071077.1)	50%	66%	2e-55
zgc:153981 (NP_001071077.1)	dusp13a (NP_001103865.1)	46%	63%	5e-46
dusp13a (NP_001103865.1)	LOC110440191 (XP_021336622.1)	53%	69%	8e-70
gsto1 (NP_001002621.1)	gsto2 (NP_001007373.1)	74%	83%	2e-139
calhm3 (XP_001344260.1)	calhm1_1 (XP_017214387.1)	44%	66%	4e-110
calhm1_1 (XP_017214387.1)	si:dkey-51a16.7 (XP_698380.1)	29%	51%	1e-39
si:dkey-51a16.7 (XP_698380.1)	calhm2 (XP_005156841.1)	68%	85%	4e-166
tlx1 (NP_739571.1)	lbx1a (NP_001020703.1)	52%	69%	4e-22
lrit1a (NP_001018174.2)	lrit2 (NP_001018372.2)	32%	52%	3e-64
LOC101883994 (XP_005157000.1)	cxcl18a.1 (NP_001315019.1)	31%	54%	5e-16
six1a (XP_021336244.1)	six4a (NP_571793.2)	65%	77%	1e-90
si:dkey-71p21.13 (XP_009305709.1)	zgc:172120 (NP_001121748.1)	56%	73%	2e-97
ftr80 (XP_017214326.1)	zgc:136302 (NP_001333093.1)	66%	77%	0.0
si:dkey-76k16.6 (NP_001314704.1)	si:dkey-76k16.5 (NP_001314707.1)	42%	66%	6e-85
zgc:163030 (NP_001082882.2)	cst3 (NP_001026843.2)	68%	83%	5e-68
cdkl1 (NP_001003773.1)	map4k5 (XP_021336203.1)	30%	50%	2e-29
zgc:123068 (NP_001007133.1)	si:dkey-188i13.6 (NP_001314784.1)	66%	79%	2e-06
si:dkey-188i13.6 (NP_001314784.1)	zgc:152791 (NP_001007134.2)	84%	88%	2e-13
zgc:152791 (NP_001007134.2)	si:dkey-188i13.7 (NP_001278862.1)	76%	86%	6e-08
si:dkey-188i13.7 (NP_001278862.1)	LOC101885881 (XP_009305786.1)	69%	82%	2e-16
LOC101885881 (XP_009305786.1)	si:dkey-188i13.9 (NP_001243574.1)	59%	71%	2e-16
si:dkey-188i13.9 (NP_001243574.1)	si:dkey-188i13.10 (XP_005157052.1)	77%	86%	3e-20
si:dkey-188i13.10 (XP_005157052.1)	si:dkey-188i13.11 (NP_001243642.1)	81%	86%	2e-27
nkx3.3 (NP_001013342.2)	nkx2.3 (NP_571498.1)	67%	79%	1e-25
capn1a (XP_009305823.1)	capn2a (NP_001013519.1)	63%	80%	0.0
LOC101886929 (XP_005169605.1)	si:dkeyp-2e4.8 (XP_005169606.1)	68%	78%	1e-90
si:dkeyp-2e4.8 (XP_005169606.1)	si:dkeyp-2e4.6 (NP_001121755.1)	67%	78%	3e-127
si:dkeyp-2e4.6 (NP_001121755.1)	LOC108191949 (XP_017214341.1)	92%	95%	4e-176
LOC108191949 (XP_017214341.1)	si:dkeyp-2e4.7 (XP_021336570.1)	76%	83%	2e-140
si:dkeyp-2e4.7 (XP_021336570.1)	si:dkeyp-2e4.3 (XP_017214151.1)	73%	82%	3e-133
si:dkeyp-2e4.3 (XP_017214151.1)	si:dkeyp-2e4.2 (NP_001122042.1)	79%	88%	2e-154
ftr70 (XP_021336575.1)	ftr69 (XP_017214343.1)	73%	86%	0.0
pkz (NP_001035466.1)	eif2ak2 (NP_001107942.1)	48%	66%	4e-58
vent (NP_571775.1)	vox (NP_571773.1)	40%	49%	3e-37
pcdh2g29 (NP_001019372.1)	LOC108192079 (XP_017214524.2)	70%	81%	0.0
LOC108192079 (XP_017214524.2)	LOC100536800 (XP_009305936.1)	95%	98%	0.0
LOC100536800 (XP_009305936.1)	LOC108192077 (XP_017214522.1)	95%	98%	0.0
pcdh2g16 (NP_001019359.1)	LOC100536761 (XP_003199871.2)	43%	60%	0.0
pcdh2g5 (NP_001019349.1)	pcdh2g3 (NP_001019347.1)	88%	93%	0.0
pcdh2g1 (NP_001019345.1)	pcdh2ac (NP_001007763.1)	43%	62%	0.0
pcdh2ab8 (NP_001009595.1)	LOC108192080 (XP_017214525.1)	83%	90%	0.0
pcdh2ab1 (NP_001009588.1)	LOC110440218 (XP_021336974.1)	43%	64%	0.0
LOC110440218 (XP_021336974.1)	LOC110440219 (XP_021336975.1)	79%	88%	0.0
pcdh2aa15 (NP_001009586.1)	LOC108192083 (XP_017214529.1)	84%	90%	0.0
LOC108192083 (XP_017214529.1)	LOC103912056 (XP_021336976.1)	96%	97%	0.0
LOC103912056 (XP_021336976.1)	LOC100150033 (XP_021336978.1)	70%	81%	0.0
LOC100150033 (XP_021336978.1)	LOC108192084 (XP_017214532.1)	75%	86%	0.0
LOC108192084 (XP_017214532.1)	LOC108192085 (XP_017214533.1)	95%	97%	0.0
LOC108192085 (XP_017214533.1)	LOC108192086 (XP_017214534.1)	73%	85%	0.0
LOC108192086 (XP_017214534.1)	LOC100535907 (XP_017214526.1)	80%	88%	0.0
LOC100535907 (XP_017214526.1)	LOC101884096 (XP_017214535.1)	75%	86%	0.0
LOC101884096 (XP_017214535.1)	LOC100538188 (XP_009305938.1)	74%	87%	0.0
LOC100538188 (XP_009305938.1)	LOC100334341 (XP_002664325.3)	74%	87%	0.0
pcdh2aa3 (NP_001009587.1)	si:ch73-379j16.2 (XP_017214536.1)	75%	86%	0.0
pcdh2aa1 (NP_001009585.1)	LOC110440215 (XP_021336961.1)	42%	63%	7e-142
LOC103908739 (XP_021336980.1)	si:ch73-233f7.3 (XP_017214523.1)	90%	96%	0.0
si:ch73-233f7.3 (XP_017214523.1)	pcdhb (XP_002664314.3)	80%	91%	0.0
pcdhb (XP_002664314.3)	si:ch73-233f7.1 (XP_005157154.1)	49%	70%	0.0
si:zfos-1069f5.1 (XP_009305955.1)	csf1ra (NP_571747.1)	93%	94%	0.0
csf1ra (NP_571747.1)	pdgfrb (XP_021336701.1)	35%	52%	5e-153
LOC110440201 (XP_021336763.1)	LOC110437825 (XP_021336962.1)	69%	79%	1e-120
LOC110437825 (XP_021336962.1)	LOC101883913 (XP_005174568.2)	73%	79%	7e-144
LOC101883913 (XP_005174568.2)	LOC110440216 (XP_021336963.1)	65%	73%	3e-100
gstp2 (NP_001018349.1)	gstp1 (NP_571809.1)	87%	94%	6e-141
LOC100001259 (XP_021336767.1)	zgc:110204 (NP_001017822.1)	78%	89%	0.0
LOC566136 (XP_021336799.1)	LOC103912069 (XP_017214587.1)	64%	66%	2e-60
LOC103912069 (XP_017214587.1)	LOC796866 (XP_009306051.1)	67%	70%	1e-72
ogt.2 (XP_001921543.2)	ogt.1 (XP_009306068.1)	94%	96%	0.0
si:dkey-203a12.2 (XP_003199920.1)	si:dkey-203a12.3 (XP_005157264.1)	83%	86%	1e-46
si:dkey-203a12.3 (XP_005157264.1)	si:dkey-77g12.4 (XP_003199921.1)	84%	91%	6e-49
si:dkey-77g12.4 (XP_003199921.1)	si:dkey-203a12.4 (XP_003199922.1)	89%	91%	1e-43
si:dkey-203a12.4 (XP_003199922.1)	si:dkey-203a12.5 (XP_003199923.1)	74%	78%	2e-39
si:dkey-203a12.5 (XP_003199923.1)	si:dkey-203a12.6 (XP_003199924.1)	74%	82%	2e-41
si:dkey-203a12.6 (XP_003199924.1)	si:dkey-203a12.7 (XP_003199925.1)	78%	84%	2e-43
si:dkey-203a12.7 (XP_003199925.1)	si:dkey-203a12.8 (XP_003199926.1)	78%	84%	2e-43
dicp2.1 (NP_001245155.2)	dicp2.2 (NP_001245163.2)	78%	91%	3e-62
si:ch211-159i8.4 (XP_021336819.1)	slitrk4 (XP_021336821.1)	31%	52%	1e-24
LOC110440223 (XP_021336987.1)	LOC101886835 (XP_005157286.2)	33%	55%	1e-46
lygl1 (XP_005173173.1)	zgc:162941 (NP_001076289.1)	84%	91%	3e-119
zgc:162941 (NP_001076289.1)	lygl2 (XP_002664417.1)	75%	82%	9e-100
LOC110440207 (XP_021336823.1)	LOC100330229 (XP_021336822.1)	78%	83%	3e-31
gabra6a (XP_005173169.1)	gabrb2 (NP_001019558.2)	40%	60%	5e-82
matr3l1.1 (XP_009289309.1)	matr3l1.2 (XP_005173180.1)	25%	42%	1e-35
gm2a (XP_005173176.1)	LOC100534777 (XP_003199939.1)	50%	65%	1e-65
gpc4 (NP_571935.2)	gpc3 (NP_001292547.1)	24%	44%	2e-39
slc25a5 (NP_775354.1)	slc25a43 (NP_001004497.2)	26%	51%	9e-36
pimr117 (XP_021336966.1)	pimr120 (XP_021336967.1)	98%	98%	0.0
pimr120 (XP_021336967.1)	pimr119 (XP_021336968.1)	94%	94%	0.0
pimr119 (XP_021336968.1)	pimr118 (XP_021336969.1)	92%	92%	0.0
pimr118 (XP_021336969.1)	pimr210 (XP_021336970.1)	97%	98%	0.0
wnt8a (NP_571021.3)	wnt8-2 (NP_001018637.2)	75%	88%	0.0
zgc:63568 (XP_009289375.1)	zgc:77938 (XP_005157370.1)	87%	94%	0.0
lect2l (NP_001041520.1)	si:ch211-132p1.3 (XP_001332975.2)	80%	87%	2e-95
si:ch211-132p1.3 (XP_001332975.2)	LOC567149 (XP_017214645.1)	60%	71%	4e-71
hnrnpa0b (NP_999871.1)	hnrnpa0l (NP_001268650.1)	68%	78%	1e-118
chrnb2l (XP_017214550.1)	chrnb3b (NP_775394.1)	44%	64%	3e-118
zgc:154040 (NP_001070094.2)	zgc:92249 (NP_001002623.1)	69%	81%	3e-84
si:ch211-113d11.5 (XP_002664527.1)	si:ch211-113d11.6 (XP_017214659.1)	50%	67%	8e-58
fgfbp1a (XP_005157409.1)	fgfbp2a (XP_001332722.1)	30%	46%	1e-13
si:zfos-411a11.2 (XP_017206602.1)	cyp2y3 (NP_001018658.1)	84%	91%	0.0
cbln18 (XP_017206606.1)	cbln20 (NP_001313337.1)	35%	54%	2e-33
si:ch211-210b2.4 (XP_017206609.1)	si:ch211-210b2.3 (XP_683371.5)	94%	96%	0.0
si:ch211-210b2.3 (XP_683371.5)	si:ch211-210b2.2 (XP_009289630.1)	89%	93%	0.0
zgc:171901 (XP_003200031.1)	LOC100536174 (XP_003200032.2)	50%	66%	1e-111
LOC100536174 (XP_003200032.2)	zgc:174574 (XP_017206615.1)	59%	72%	4e-124
LOC561230 (XP_021321968.1)	LOC108179274 (XP_017206613.1)	60%	71%	7e-170
zgc:113294 (NP_001013567.1)	LOC100333534 (XP_021322223.1)	61%	73%	4e-136
LOC100333534 (XP_021322223.1)	LOC108179275 (XP_021321969.1)	82%	86%	0.0
LOC101883622 (XP_021322226.1)	zgc:162936 (XP_003200039.3)	42%	55%	2e-153
znf1010 (XP_009289662.1)	si:dkey-77f5.4 (XP_009289663.1)	47%	63%	4e-111
p2ry12 (XP_001921964.1)	p2ry13 (XP_002664563.1)	46%	63%	4e-92
cldnj (NP_571844.2)	cldne (NP_571840.1)	51%	72%	1e-81
cldne (NP_571840.1)	cldnf (NP_571841.2)	54%	74%	5e-80
cldnf (NP_571841.2)	cldna (NP_571837.2)	53%	73%	6e-77
LOC100333734 (XP_005169737.1)	LOC100333863 (XP_005169738.1)	57%	73%	1e-92
LOC110437942 (XP_021322227.1)	LOC100537178 (XP_003200050.2)	89%	92%	0.0
LOC100537178 (XP_003200050.2)	LOC794117 (XP_005173423.1)	81%	87%	0.0
LOC794117 (XP_005173423.1)	LOC100333926 (XP_002667383.2)	84%	89%	0.0
LOC100333926 (XP_002667383.2)	LOC558876 (XP_005173426.2)	87%	93%	0.0
gpr171 (XP_021321982.1)	LOC100147937 (XP_021321983.1)	31%	54%	1e-39
LOC100147937 (XP_021321983.1)	si:dkey-83h2.2 (XP_009289705.1)	68%	80%	4e-131
si:dkey-83h2.2 (XP_009289705.1)	LOC793750 (XP_009289706.2)	30%	49%	8e-34
or128-10 (XP_009289713.1)	or126-7 (XP_009289739.1)	43%	66%	3e-83
or126-7 (XP_009289739.1)	or126-5 (XP_017214679.1)	79%	87%	0.0
or126-5 (XP_017214679.1)	or126-4 (NP_001121864.1)	75%	88%	2e-177
or126-4 (NP_001121864.1)	or126-3 (NP_001124271.1)	75%	89%	0.0
or126-3 (NP_001124271.1)	or126-2 (NP_001121869.1)	74%	87%	1e-175
or126-2 (NP_001121869.1)	or128-9 (NP_001122053.1)	39%	62%	8e-69
or128-9 (NP_001122053.1)	or128-8 (NP_001121891.1)	91%	94%	0.0
or128-8 (NP_001121891.1)	or128-7 (NP_001121852.1)	91%	94%	0.0
or128-7 (NP_001121852.1)	or128-6 (NP_001121861.1)	87%	94%	0.0
or128-6 (NP_001121861.1)	or128-5 (XP_017206627.1)	65%	79%	5e-147
or128-5 (XP_017206627.1)	or128-4 (XP_009289719.1)	86%	92%	0.0
or128-4 (XP_009289719.1)	or128-3 (XP_009289723.1)	90%	94%	0.0
or128-3 (XP_009289723.1)	or128-2 (NP_001121847.1)	92%	96%	0.0
or128-2 (NP_001121847.1)	or128-1 (XP_009289712.1)	91%	96%	0.0
or128-1 (XP_009289712.1)	or126-1 (XP_001920649.1)	41%	63%	2e-73
or126-1 (XP_001920649.1)	or127-1 (NP_001121876.1)	40%	62%	1e-78
