Gene 1	Gene 2	id %	som %	E-value
LOC112533356 (XP_025010448.1)	LOC112533357 (XP_025010449.1)	100%	100%	5e-85
LOC112533357 (XP_025010449.1)	LOC107054459 (XP_025010450.1)	71%	73%	4e-132
LOC107054459 (XP_025010450.1)	LOC107054458 (XP_015148973.1)	76%	78%	0.0
ECM2 (XP_015148971.1)	ASPN (XP_414298.2)	33%	53%	8e-36
ASPN (XP_414298.2)	OMD (XP_004944561.1)	29%	51%	1e-34
OMD (XP_004944561.1)	OGN (NP_989540.1)	29%	45%	1e-17
SLC6A11 (XP_414302.2)	SLC6A1 (XP_414303.1)	53%	69%	0.0
IL17RE (XP_015148829.1)	IL17RC (XP_015148828.1)	27%	38%	2e-22
LOC101748153 (XP_015148809.1)	LAMB2 (NP_989497.2)	45%	60%	0.0
CNTN6 (XP_004944760.1)	CNTN4 (XP_414435.2)	60%	77%	0.0
LOC112533420 (XP_025010767.1)	LOC107049090 (XP_015148987.1)	81%	83%	0.0
LOC107049090 (XP_015148987.1)	PCDHB15 (XP_004950191.2)	92%	96%	0.0
PCDHB15 (XP_004950191.2)	LOC112533421 (XP_025010768.1)	85%	86%	0.0
LOC112533421 (XP_025010768.1)	LOC107049572 (XP_025010769.1)	68%	71%	4e-34
LOC107049572 (XP_025010769.1)	PCDHB14L2 (XP_001235607.3)	81%	86%	0.0
PCDHB14L2 (XP_001235607.3)	LOC107049571 (XP_025010698.1)	91%	95%	0.0
LOC107049571 (XP_025010698.1)	LOC107049499 (XP_015128645.1)	97%	99%	0.0
LOC107049499 (XP_015128645.1)	LOC100857119 (XP_015128643.2)	97%	99%	0.0
LOC100857119 (XP_015128643.2)	LOC112533423 (XP_025010770.1)	85%	88%	0.0
LOC112533423 (XP_025010770.1)	LOC112533424 (XP_025010771.1)	97%	98%	0.0
LOC112533424 (XP_025010771.1)	LOC107049498 (XP_015128644.1)	98%	99%	0.0
LOC107049498 (XP_015128644.1)	LOC107049730 (XP_025010681.1)	91%	96%	0.0
LOC107049730 (XP_025010681.1)	PCDHB4P (XP_025010683.1)	91%	96%	0.0
PCDHB4P (XP_025010683.1)	LOC112533425 (XP_025010772.1)	85%	87%	0.0
LOC112533425 (XP_025010772.1)	LOC107051154 (XP_025010682.1)	84%	85%	0.0
LOC107051154 (XP_025010682.1)	LOC107050560 (XP_025010745.1)	91%	95%	0.0
LOC107050560 (XP_025010745.1)	LOC107049052 (XP_015129646.1)	98%	99%	0.0
LOC107049052 (XP_015129646.1)	LOC112533426 (XP_025010773.1)	99%	99%	0.0
LOC112533426 (XP_025010773.1)	LOC107054464 (XP_015148988.2)	99%	99%	0.0
LOC107054464 (XP_015148988.2)	LOC107054467 (XP_015148992.1)	50%	66%	0.0
LOC107054467 (XP_015148992.1)	LOC107054466 (XP_015148990.2)	93%	95%	0.0
LOC107054466 (XP_015148990.2)	LOC107054465 (XP_015148989.2)	93%	95%	0.0
LOC107054465 (XP_015148989.2)	LOC107056991 (XP_015148993.1)	95%	97%	0.0
LOC107056991 (XP_015148993.1)	LOC107054462 (XP_015148986.2)	93%	96%	0.0
LOC107054461 (XP_015148984.2)	LOC107054460 (XP_015148983.2)	98%	98%	0.0
LOC107056925 (XP_025010775.1)	LOC107056903 (XP_025010647.1)	98%	98%	1e-93
LOC107056903 (XP_025010647.1)	LOC112533411 (XP_025010746.1)	95%	97%	0.0
LOC107056929 (XP_025010695.1)	LOC107056948 (XP_025010696.1)	95%	97%	0.0
LOC107056948 (XP_025010696.1)	LOC107056913 (XP_025010697.1)	95%	96%	0.0
LOC107054471 (XP_015149018.1)	PCDHAC2 (NP_001104601.1)	41%	58%	0.0
PCDHA11 (NP_001104598.1)	PCDHA7 (NP_001104607.1)	92%	94%	0.0
PCDHA3 (NP_001104603.1)	PCDHA4 (NP_001104604.1)	92%	95%	0.0
PCDHA2 (NP_001104602.1)	LOC100859484 (XP_015149020.1)	94%	96%	0.0
LOC100859484 (XP_015149020.1)	LOC107054472 (XP_015149019.2)	96%	97%	0.0
LOC107054472 (XP_015149019.2)	LOC768760 (XP_001231879.3)	43%	59%	0.0
HARS2 (XP_001231932.2)	HARS (NP_001006144.1)	86%	93%	0.0
LOC100858937 (XP_015149044.1)	LOC107054480 (XP_015149045.1)	88%	90%	0.0
LOC107054480 (XP_015149045.1)	LOC107054485 (XP_015149049.2)	90%	92%	0.0
LOC107054485 (XP_015149049.2)	LOC112533403 (XP_025010711.1)	91%	93%	0.0
LOC112533403 (XP_025010711.1)	PCDHGA2L (XP_025010710.1)	95%	96%	0.0
PCDHGA2L (XP_025010710.1)	PCDHGA2 (XP_004950732.3)	94%	96%	0.0
PCDHGA2 (XP_004950732.3)	LOC112533402 (XP_025010709.1)	93%	95%	0.0
LOC112533402 (XP_025010709.1)	LOC107054487 (XP_025010712.1)	91%	93%	0.0
LOC107054487 (XP_025010712.1)	LOC107054486 (XP_015149050.1)	91%	93%	0.0
LOC107054486 (XP_015149050.1)	LOC100858040 (XP_025010717.1)	88%	91%	0.0
LOC100858040 (XP_025010717.1)	LOC107054488 (XP_015149052.1)	91%	94%	0.0
LOC107054488 (XP_015149052.1)	LOC100859022 (XP_025010715.1)	94%	97%	0.0
LOC100859022 (XP_025010715.1)	LOC100857975 (XP_025010714.1)	94%	97%	0.0
LOC100857975 (XP_025010714.1)	LOC107056921 (XP_015157366.1)	94%	97%	0.0
LOC107056921 (XP_015157366.1)	LOC427618 (XP_025010716.1)	94%	96%	0.0
LOC427618 (XP_025010716.1)	PCDHGC3 (NP_999839.1)	44%	60%	0.0
GABRG2 (XP_015149124.1)	GABRA1 (XP_025010549.1)	44%	60%	2e-124
GABRA1 (XP_025010549.1)	GABRA6 (NP_990389.1)	61%	73%	0.0
LOC100859549 (XP_015149142.2)	LOC416147 (XP_025010794.1)	50%	68%	0.0
LOC101749151 (XP_015149380.1)	SPIK5 (XP_015149248.1)	25%	39%	3e-19
SPIK5 (XP_015149248.1)	SPIK7 (XP_015149250.1)	42%	57%	4e-57
SPIK7 (XP_015149250.1)	LOC101749502 (XP_004944966.1)	42%	60%	8e-39
LOC101749502 (XP_004944966.1)	LOC101749628 (XP_004944967.1)	53%	68%	4e-20
HAVCR1 (NP_001292507.1)	TIMD4 (NP_001006149.1)	50%	66%	3e-42
MYOZ3 (XP_414589.2)	SYNPO (XP_025010782.1)	46%	75%	2e-06
PDGFRB (XP_025010809.1)	CSF1R (NP_001308446.1)	35%	51%	1e-157
MYOT (XP_025010788.1)	PALLDL (XP_015149449.1)	24%	42%	3e-08
SLC22A4 (NP_001139603.1)	SLC22A5 (XP_025010631.1)	79%	90%	0.0
IL13 (NP_001007086.1)	IL4 (NP_001007080.1)	22%	46%	1e-07
OCM (XP_015149613.1)	LOC427654 (XP_025011090.1)	59%	72%	8e-45
LOC427654 (XP_025011090.1)	OCM2 (NP_001007478.1)	72%	87%	2e-58
CYP2AC7 (NP_001316433.1)	CYP2W1 (XP_015149814.1)	52%	73%	8e-174
GPR146 (XP_025010844.1)	GPER1 (XP_004945187.2)	27%	48%	2e-21
ARPC1A (XP_015149735.1)	ARPC1B (NP_001025803.1)	70%	85%	0.0
HAGHL (NP_001025808.1)	HAGH (XP_015149686.1)	54%	74%	2e-113
SCNN1B (XP_015149983.1)	SCNN1G (XP_015149986.1)	36%	55%	3e-146
IL4R (XP_015149992.1)	IL21R (XP_025010868.1)	20%	39%	4e-07
IL21R (XP_025010868.1)	IL9R (XP_015149994.1)	26%	43%	5e-21
SDR42E2L (XP_015150041.1)	SDR42E2 (XP_015149713.1)	67%	79%	0.0
HBZ (NP_001004374.1)	HBM (NP_001004375.1)	61%	75%	2e-66
HBM (NP_001004375.1)	HBA1 (NP_001004376.1)	59%	74%	1e-63
LOC112533475 (XP_025011158.1)	DNASE1 (NP_996840.1)	59%	77%	4e-116
ACSM4L (XP_015150276.1)	ACSM5 (XP_424596.3)	65%	79%	0.0
LOC101747516 (XP_015150287.1)	LOC107054662 (XP_025010955.1)	100%	100%	1e-93
LOC100858386 (XP_025011053.1)	LOC101748630 (XP_004950460.3)	37%	41%	5e-17
SEPT2L (XP_015130724.1)	SEPT5 (XP_025011204.1)	62%	79%	7e-156
TMEM132C (XP_415100.2)	TMEM132B (XP_025011372.1)	59%	74%	0.0
P2RX7 (XP_001235163.3)	P2RX4 (NP_989622.1)	45%	64%	6e-108
LOC100858347 (XP_015131031.1)	ADAM20 (NP_996860.1)	43%	59%	0.0
CRYBB3 (NP_990522.1)	CRYBB2 (XP_015130711.1)	57%	75%	4e-87
SLC2A11 (NP_001334638.1)	SLC2A11L1 (NP_001334639.1)	45%	66%	1e-152
SLC2A11L1 (NP_001334639.1)	SLC2A11L2 (XP_001232846.2)	44%	65%	6e-140
SLC2A11L2 (XP_001232846.2)	SLC2A11L3 (XP_004934389.1)	51%	69%	4e-180
SLC2A11L3 (XP_004934389.1)	SLC2A11L4 (XP_001232864.2)	58%	75%	0.0
GSTT1L (XP_001231971.4)	GSTT1 (NP_990696.1)	58%	73%	2e-111
DYL2 (XP_001233550.2)	LOC100858984 (XP_003642262.1)	65%	81%	2e-44
LOC100858984 (XP_003642262.1)	DYL1 (NP_001264808.1)	65%	87%	2e-48
PLA2G1B (NP_001138961.1)	PLA2G1BL (XP_001233627.2)	82%	90%	2e-84
SEC14L3 (XP_015150407.1)	SEC14L2 (XP_015150404.1)	96%	97%	0.0
LOC101752166 (XP_004934511.2)	LIF (XP_015150402.1)	25%	46%	2e-12
TBX3 (XP_015150320.1)	TBX5 (NP_989504.1)	63%	76%	2e-83
LOC112533551 (XP_025011663.1)	LOC107050998 (XP_015130151.1)	41%	48%	2e-48
LOC112533549 (XP_025011622.1)	LOC112533545 (XP_025011592.1)	71%	87%	7e-47
LOC112533545 (XP_025011592.1)	LOC100859084 (XP_025011589.1)	58%	75%	3e-27
LOC112533560 (XP_025011723.1)	LOC107049613 (XP_025011543.1)	42%	58%	5e-47
LOC112533569 (XP_025011757.1)	LOC112533570 (XP_025011760.1)	45%	53%	3e-24
LOC112533537 (XP_025011546.1)	LOC107051231 (XP_025011583.1)	44%	60%	3e-47
LOC112533559 (XP_025011722.1)	LOC107049932 (XP_015129216.2)	43%	56%	2e-45
LOC107049932 (XP_015129216.2)	LOC107049933 (XP_015129217.1)	37%	49%	4e-41
LOC112533539 (XP_025011549.1)	DMBT1L1 (XP_025011550.1)	35%	50%	3e-41
LOC107049194 (XP_025011555.1)	LOC107049548 (XP_025011556.1)	98%	99%	0.0
BLB3 (XP_025011699.1)	MHCIY (XP_025011536.1)	27%	46%	9e-22
MHCIY (XP_025011536.1)	MR1 (XP_025011659.1)	73%	78%	4e-158
MHCIA7 (XP_025011768.1)	LOC107050833 (XP_025011628.1)	76%	83%	2e-173
LOC107049114 (XP_025011633.1)	YF6 (XP_025011631.1)	80%	86%	9e-177
LOC101747901 (XP_025011701.1)	CLC2IL1 (XP_025011683.1)	94%	95%	0.0
CLC2IL1 (XP_025011683.1)	CLC2BL2 (XP_015150564.1)	81%	84%	1e-147
LOC112529954 (XP_025011664.1)	MHCIA6 (XP_025011669.1)	86%	90%	0.0
MHCIA6 (XP_025011669.1)	LOC107050538 (XP_025011643.1)	86%	90%	0.0
LOC112533567 (XP_025011755.1)	MOGL4 (XP_025011618.1)	84%	88%	3e-95
LOC107054696 (XP_025011767.1)	LOC112533543 (XP_025011590.1)	35%	53%	8e-21
BG8 (NP_001026980.1)	BTN3A3L2 (XP_025011734.1)	34%	52%	1e-12
BTN3A3L2 (XP_025011734.1)	BG2 (XP_025011586.1)	45%	61%	1e-29
TRIM39.2 (NP_001006196.3)	TRIM39.1 (XP_015150430.1)	50%	66%	1e-58
TRIM39.1 (XP_015150430.1)	TRIM27.1 (NP_001025842.2)	43%	62%	3e-56
BTN1 (XP_015150488.1)	TRIM10 (XP_003642286.3)	49%	61%	1e-51
BLB1 (NP_001038144.2)	TAPBP (NP_001193540.1)	29%	43%	8e-09
MHCDMA (NP_001092823.1)	DMB1 (XP_015150431.1)	29%	40%	5e-09
DMB1 (XP_015150431.1)	DMB2 (NP_001128638.1)	62%	73%	7e-100
DMB2 (NP_001128638.1)	BF1 (XP_015150481.1)	27%	43%	2e-21
CD1B (NP_001019753.1)	CD1C (NP_001017412.1)	48%	62%	4e-92
EXFABP (NP_990753.1)	LCN15 (XP_004945781.1)	29%	54%	3e-27
LCN15 (XP_004945781.1)	PTGDS (NP_989590.1)	32%	56%	1e-34
PTGDS (NP_989590.1)	C8G (XP_024997196.1)	25%	46%	8e-13
ST6GALNAC4 (XP_015134789.2)	ST6GALNAC6 (XP_015135189.1)	45%	65%	3e-74
ZBTB6 (NP_001264570.2)	ZBTB26 (XP_025011817.1)	46%	63%	1e-128
NR5A1 (NP_990408.1)	NR6A1 (XP_015135069.1)	27%	47%	1e-45
ZBTB43 (XP_415377.1)	ZBTB34 (XP_015134872.1)	52%	72%	1e-37
MYH13 (XP_024997583.1)	MYH1D (NP_001306233.1)	85%	92%	0.0
MYH1D (NP_001306233.1)	MYH1F (XP_001231409.1)	97%	99%	0.0
MYH1F (XP_001231409.1)	MYH1A (NP_001013414.1)	97%	99%	0.0
MYH1A (NP_001013414.1)	MYH1B (NP_989559.2)	97%	99%	0.0
MYH1B (NP_989559.2)	MYH1E (NP_001013415.1)	96%	98%	0.0
MYH1E (NP_001013415.1)	MYH1C (NP_001107181.1)	95%	98%	0.0
MYH1C (NP_001107181.1)	MYH1G (XP_024997497.1)	97%	99%	0.0
PIK3R6 (XP_015150730.1)	PIK3R5 (NP_001025868.1)	28%	46%	3e-33
FN3K (XP_415601.1)	FN3KRP (XP_024997351.1)	67%	80%	3e-156
LOC427799 (XP_024997419.1)	UTS2R (XP_004946151.1)	56%	70%	1e-134
ST6GALNAC1 (NP_990571.1)	ST6GALNAC2 (NP_990564.1)	40%	56%	8e-89
TRIM65 (XP_415625.2)	TRIM47 (XP_003642373.2)	24%	40%	2e-26
CACNG4 (NP_989463.1)	CACNG5 (XP_015135445.1)	32%	56%	6e-39
ABCA8 (XP_004946289.1)	ABCA9 (XP_415694.4)	52%	68%	0.0
ABCA9 (XP_415694.4)	ABCA5 (XP_415695.3)	39%	59%	0.0
KCNJ16 (XP_024997438.1)	KCNJ2 (XP_024997316.1)	52%	69%	1e-122
LOC112530034 (XP_024997565.1)	NME1 (NP_001191690.1)	74%	84%	3e-19
CD300LG (XP_015150879.1)	CD300L-S1 (NP_001073213.1)	43%	55%	2e-28
CD300L-S1 (NP_001073213.1)	CD300LF (XP_024997638.1)	33%	55%	2e-18
OTOP2 (XP_004946417.1)	OTOP3 (XP_420115.3)	42%	62%	6e-157
LOC112530024 (XP_024997481.1)	LOC112530039 (XP_024997591.1)	100%	100%	0.0
ODF3L6 (XP_024997913.1)	LOC107050024 (XP_024997892.1)	66%	68%	4e-31
BORL1 (XP_024997894.1)	BORL4 (XP_015157682.1)	99%	99%	2e-74
CLDN4 (XP_003642430.1)	CLDN9 (XP_004946474.1)	56%	77%	1e-93
GTF2I (XP_015151442.2)	GTF2IRD1 (XP_015151448.1)	33%	48%	3e-81
UPK3BL (XP_415762.3)	UPK3B (XP_024997896.1)	39%	52%	3e-37
CCLI5 (NP_001308421.1)	CCL1 (NP_990107.1)	26%	46%	7e-10
CCL1 (NP_990107.1)	CCL26 (XP_415780.3)	36%	58%	8e-11
ASL2 (XP_015151222.1)	ASL1 (XP_015151170.1)	85%	89%	0.0
SERPINF2 (XP_024997830.1)	SERPINF1 (XP_015151232.1)	32%	52%	4e-64
TRPV1 (XP_024997657.1)	TRPV3 (XP_024997754.1)	43%	62%	0.0
SLC47A2 (XP_015151261.1)	SLC47A1 (XP_015151263.1)	61%	78%	0.0
LOC107054897 (XP_024998171.1)	LOC101752265 (XP_024998158.1)	89%	90%	0.0
FAM83D (XP_422895.3)	FAM83D_1 (XP_015152258.1)	83%	90%	2e-180
TGM3 (XP_015152173.1)	TGM6L (XP_015152172.1)	49%	66%	0.0
TGM6L (XP_015152172.1)	TGM6 (XP_001234442.3)	54%	70%	0.0
TGM6 (XP_001234442.3)	EPB42 (NP_001308488.1)	36%	56%	1e-157
TPPNR1L (XP_015151931.1)	LOC771545 (XP_001233781.1)	54%	64%	6e-39
BPIFB6 (XP_015152082.1)	BPIL3 (XP_015152079.1)	30%	53%	1e-50
BPIFB4 (XP_024998085.1)	LOC101750367 (XP_004947241.2)	39%	58%	4e-29
WFDC2L (XP_003642517.3)	WFDC2 (XP_004947254.1)	44%	55%	4e-16
WFDC2 (XP_004947254.1)	WFDC8 (XP_015152067.1)	33%	40%	7e-28
ZFP64 (NP_001026040.1)	SALL4 (NP_001074341.1)	31%	48%	7e-16
PADIL (NP_990374.1)	PADI1 (NP_001305368.1)	60%	72%	0.0
ACTRT2 (XP_015152581.1)	ACT85CL (XP_015152582.1)	58%	75%	4e-164
LOC107057363 (XP_015157881.2)	HES5 (NP_001012713.1)	49%	63%	8e-53
TNFRSF4 (XP_024998242.1)	TNFRSF18 (NP_001026045.1)	26%	37%	8e-08
CTNNBIP1 (XP_015152428.1)	LZIC (XP_015152378.1)	41%	56%	3e-16
PLA2G5 (NP_001264973.1)	PLA2G2A (NP_001264843.1)	41%	57%	4e-33
AADACL4L3 (XP_003642580.3)	AADACL4L2 (XP_015152687.1)	71%	84%	0.0
AADACL4L2 (XP_015152687.1)	AADACL4L1 (XP_001231604.4)	64%	80%	0.0
AADACL4L1 (XP_001231604.4)	LOC768647 (XP_001231701.3)	52%	68%	7e-151
LOC768647 (XP_001231701.3)	AADACL4L5 (XP_024998360.1)	49%	67%	9e-138
TNFRSF1B (NP_989770.2)	TNFRSF8 (XP_015152304.2)	35%	49%	2e-25
NPPC_1 (NP_001104729.1)	RNP (NP_001185676.1)	59%	88%	6e-07
RNP (NP_001185676.1)	NPPA (NP_990256.1)	65%	90%	1e-08
C1QB (XP_004947578.1)	C1QC (XP_417653.1)	46%	60%	2e-52
C1QC (XP_417653.1)	C1QA (XP_417654.2)	43%	57%	3e-48
CLDN19 (XP_003642589.2)	CLDN16L (XP_024998463.1)	25%	44%	3e-10
LOC107050901 (XP_015130072.2)	SFTPC (XP_024998643.1)	53%	70%	2e-31
LOC112529953 (XP_024998688.1)	LOC107054947 (XP_024998689.1)	84%	87%	3e-121
LOC107054947 (XP_024998689.1)	LOC112530189 (XP_024998690.1)	90%	92%	5e-154
GKN1 (XP_004947629.1)	LOC101751070 (XP_004947607.1)	30%	45%	7e-14
NKX2-6 (NP_990468.1)	NKX3-1 (XP_004947618.1)	40%	50%	6e-29
PRLHRL (XP_024998553.1)	ADRB3 (XP_428541.4)	24%	43%	1e-22
ADAM9 (XP_024998550.1)	LOC100857794 (XP_024998701.1)	38%	56%	6e-151
LOC100857794 (XP_024998701.1)	ADAM9L (XP_024998699.1)	61%	73%	0.0
ADAM9L (XP_024998699.1)	LOC107057394 (XP_024998702.1)	43%	62%	0.0
LOC112530178 (XP_024998638.1)	LOC112530179 (XP_024998639.1)	87%	87%	3e-126
LOC112530183 (XP_024998652.1)	LOC112530182 (XP_024998648.1)	52%	55%	5e-82
LOC107055013 (XP_024998808.1)	LOC112530227 (XP_024998924.1)	91%	92%	9e-154
LOC100857883 (XP_015153190.2)	CYSP1L (XP_024998880.1)	68%	81%	0.0
AGO3 (NP_001026071.1)	AGO1 (XP_015153182.1)	85%	92%	0.0
AGO1 (XP_015153182.1)	AGO4 (NP_001034365.1)	84%	91%	0.0
ZBTB8B (NP_001012290.1)	LOC112530206 (XP_024998835.1)	50%	72%	2e-52
LOC112530206 (XP_024998835.1)	ZBTB8AL (XP_015153342.1)	58%	72%	0.0
PPIE (XP_004947925.1)	PABPC4 (XP_015153392.2)	38%	57%	1e-12
NRGN (NP_001289084.1)	SPA17 (XP_001231469.2)	58%	84%	4e-06
TMEM45B (XP_015153597.1)	TMEM45BL (XP_004948029.1)	52%	67%	1e-98
OPCML (XP_015153436.1)	IGSF9B (XP_004948057.1)	31%	44%	1e-30
TMEM136-2 (XP_024998935.1)	TMEM136-1 (NP_001304665.1)	64%	74%	5e-115
LOC770165 (XP_024998983.1)	BUD13 (XP_015153512.1)	98%	98%	6e-139
APOA5 (XP_417939.2)	APOA4 (NP_990269.1)	28%	53%	2e-35
FXYD2 (XP_015153484.1)	FXYD6 (XP_015153545.1)	46%	66%	1e-16
SCN4B (XP_015153740.1)	SCN2B (XP_417914.3)	33%	56%	1e-22
SCN2B (XP_417914.3)	JAML (XP_015153742.1)	24%	39%	5e-10
JAML (XP_015153742.1)	MPZL3 (NP_001239214.1)	28%	49%	3e-14
MPZL3 (NP_001239214.1)	MPZL2 (XP_015153487.1)	33%	52%	2e-26
CTSS (XP_015135493.1)	CTSK (NP_990302.2)	53%	69%	1e-122
SELENBP1L3 (XP_024999370.1)	SELENBP1 (XP_024999173.1)	77%	90%	0.0
RAB25 (XP_015153828.1)	RAB2B (XP_015153827.2)	67%	83%	2e-92
LOC112530297 (XP_024999365.1)	LOC107057476 (XP_024999351.1)	100%	100%	3e-95
LOC107057481 (XP_024999210.1)	LOC101747704 (XP_024999340.1)	99%	99%	3e-172
LOC101747704 (XP_024999340.1)	LOC107057469 (XP_024999211.1)	65%	69%	7e-69
LOC107057469 (XP_024999211.1)	LOC107057455 (XP_024999337.1)	65%	69%	3e-68
LOC107057455 (XP_024999337.1)	SPAG4 (XP_024999334.1)	99%	99%	0.0
SPAG4 (XP_024999334.1)	LOC107057462 (XP_024999212.1)	100%	100%	2e-66
LOC107057462 (XP_024999212.1)	LOC107057474 (XP_024999350.1)	100%	100%	2e-20
LOC107057474 (XP_024999350.1)	LOC107057459 (XP_024999353.1)	98%	98%	8e-88
LOC107049929 (XP_015154012.1)	LOC100859148 (NP_001264724.1)	96%	97%	3e-65
LOC100859148 (NP_001264724.1)	LOC100859249 (XP_015153841.2)	95%	96%	2e-64
LOC100859249 (XP_015153841.2)	LOC107055107 (XP_015153891.1)	94%	95%	6e-65
LOC107055107 (XP_015153891.1)	LOC100859427 (XP_015153842.1)	98%	99%	7e-69
LOC100859427 (XP_015153842.1)	LOC426914 (XP_015153852.1)	98%	99%	7e-69
LOC426914 (XP_015153852.1)	LOC429492 (XP_024999178.1)	96%	97%	2e-66
LOC429492 (XP_024999178.1)	F-KER (NP_001075171.2)	99%	99%	5e-69
F-KER (NP_001075171.2)	LOC431325 (XP_015153857.1)	98%	100%	4e-69
LOC431325 (XP_015153857.1)	LOC431324 (NP_001095202.2)	98%	99%	4e-68
LOC431324 (NP_001095202.2)	LOC426913 (XP_015153851.1)	97%	98%	2e-68
LOC426913 (XP_015153851.1)	LOC431323 (XP_015153854.1)	79%	82%	3e-30
LOC431323 (XP_015153854.1)	LOC431322 (XP_428873.1)	77%	83%	4e-61
LOC431322 (XP_428873.1)	LOC431321 (XP_015153889.1)	84%	90%	1e-51
LOC431321 (XP_015153889.1)	LOC431320 (XP_015153862.1)	80%	83%	7e-60
LOC100859722 (NP_001264904.1)	LOC100859756 (NP_001264905.1)	98%	98%	2e-86
LOC431314 (XP_428865.1)	LOC769486 (XP_015153860.1)	57%	63%	3e-48
LOC100857468 (XP_004948294.2)	LOC101751614 (XP_004948301.1)	77%	83%	9e-32
EDYM2 (NP_001305933.1)	EDQREP (XP_015153874.1)	29%	44%	3e-09
EDQCM (NP_001305926.1)	EDDM (XP_015153873.1)	38%	52%	8e-26
CRNN (NP_001165847.1)	SCFN (NP_001338424.1)	48%	75%	2e-29
SCFN (NP_001338424.1)	S100A11 (NP_990497.1)	31%	64%	1e-15
LY9 (XP_004948309.1)	CD48 (NP_001305333.1)	25%	40%	8e-08
CD48 (NP_001305333.1)	CD244 (XP_024999318.1)	24%	47%	3e-08
LOC101750908 (XP_015153949.1)	SLAMF8 (XP_024999196.1)	38%	52%	6e-41
ETV3 (XP_015153944.1)	ETV3L (XP_015153943.1)	75%	81%	3e-75
NTRK1 (NP_990709.1)	INSRR (XP_015153913.1)	37%	55%	2e-76
INSRR (XP_015153913.1)	LOC100857512 (XP_015153918.1)	23%	50%	1e-13
LOC769121 (NP_001264858.1)	LOC100858797 (XP_015154003.1)	96%	98%	2e-57
LOC100858797 (XP_015154003.1)	LOC769139 (XP_015154006.1)	93%	95%	2e-57
LOC769139 (XP_015154006.1)	LOC426218 (NP_001264856.1)	70%	76%	5e-29
LOR1 (XP_024999251.1)	EDGH (XP_015154010.1)	54%	63%	5e-11
EDCH4 (NP_001338366.1)	EDCH3 (NP_001338365.1)	86%	89%	4e-55
EDCH3 (NP_001338365.1)	EDCH2 (XP_024999158.1)	96%	97%	1e-56
EDMPN2 (NP_001338363.1)	EDMPN1 (NP_001035058.1)	58%	63%	8e-17
EDSC (NP_001338352.1)	EDQM2 (NP_001338351.1)	76%	88%	3e-07
EDQM2 (NP_001338351.1)	EDQM1 (XP_024999157.1)	98%	98%	2e-71
S100A9 (NP_001292080.1)	LOC101747386 (XP_004948278.1)	29%	50%	3e-11
S100A6 (NP_989479.1)	S100A4 (XP_004948276.1)	58%	73%	5e-35
S100A4 (XP_004948276.1)	S100A16 (XP_003642685.1)	30%	52%	1e-13
S100A14 (XP_024999253.1)	S100A13 (XP_024999258.1)	37%	59%	3e-16
LOC107049673 (XP_024999276.1)	LOC107050229 (XP_024999279.1)	79%	90%	2e-123
CRP (NP_001034653.1)	LOC776376 (NP_001300649.1)	66%	77%	3e-95
MAPK14 (XP_001232616.1)	MAPK13 (XP_001234443.1)	64%	77%	3e-170
GSTM2 (NP_990421.1)	GST2L (XP_024999699.1)	71%	80%	7e-120
KCNA10 (NP_989793.1)	KCNA2 (NP_989794.1)	75%	85%	0.0
KCNA2 (NP_989794.1)	KCNA3 (XP_024999448.1)	79%	86%	0.0
NFASC (XP_015154389.1)	CNTN2 (NP_001004395.1)	28%	43%	6e-98
DYRK3 (XP_015154544.1)	MAPKAPK2 (XP_015154548.1)	29%	46%	1e-17
PIGR (XP_015154414.1)	LOC101748581 (XP_024999539.1)	34%	59%	5e-75
LOC419851 (NP_001028814.1)	CD55 (XP_015154543.1)	27%	44%	7e-17
CD55 (XP_015154543.1)	CR1L (NP_001028815.1)	35%	44%	2e-19
CR1L (NP_001028815.1)	C4BPA (XP_015154371.1)	35%	51%	1e-74
HSD11B1a (XP_024999695.1)	HSD11B1b (XP_417988.2)	62%	74%	6e-134
TREM-B1 (NP_001300613.1)	TREM2 (NP_001032921.1)	25%	42%	2e-09
TREM2 (NP_001032921.1)	TREM-B2 (XP_015154445.1)	24%	45%	2e-11
GASTL (XP_425832.3)	PGC (NP_990208.1)	58%	74%	2e-171
CHIA-M31 (XP_418051.2)	CHIA (NP_989760.1)	87%	93%	0.0
CHIA (NP_989760.1)	LOC768786 (XP_015154454.1)	91%	95%	0.0
PRELP (XP_418054.2)	OPTC (XP_015154367.1)	26%	41%	1e-17
LOC112530357 (XP_024999927.1)	LOC112530343 (XP_024999762.1)	81%	82%	9e-157
LOC107049042 (XP_015154643.1)	LOC768958 (XP_001232129.3)	37%	58%	2e-59
LOC107057545 (XP_015158112.2)	LOC101751094 (XP_015154651.2)	99%	100%	0.0
LOC101751094 (XP_015154651.2)	LOC107049117 (XP_024999837.1)	99%	100%	0.0
LOC112530362 (XP_024999929.1)	LOC107055215 (XP_015154655.1)	85%	86%	5e-35
LOC107055215 (XP_015154655.1)	LOC101750872 (XP_015154656.1)	100%	100%	0.0
LOC101750872 (XP_015154656.1)	LOC101752169 (XP_024999931.1)	31%	43%	2e-07
LOC107055227 (XP_015154671.1)	LOC107055225 (XP_015154668.1)	99%	100%	2e-71
LOC107055236 (XP_015154681.1)	LOC107055238 (XP_015154685.1)	86%	91%	1e-61
LOC429206 (XP_426762.1)	LOC107055229 (XP_015154673.1)	87%	91%	8e-62
