Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B
Sauropsida;Galliformes;Meleagris_gallopavo;ENSMGAP00000019681;;;;;;;ENSMGAP00000010311;;ENSMGAP00000018230;;;;ENSMGAP00000009535;;;;;;;;;ENSMGAP00000016674;;;;;;;ENSMGAP00000000079;ENSMGAP00000015095;;;;;;;ENSMGAP00000013081;;ENSMGAP00000012303;ENSMGAP00000019808;;;;;;;ENSMGAP00000014311;;;;;;ENSMGAP00000011201;;;;;ENSMGAP00000009897;;;;;;ENSMGAP00000012447;;;;;;;;;;;;;ENSMGAP00000013328;;;;ENSMGAP00000005261;;;;;;;;;;;;;ENSMGAP00000013970;;;;;;;;;;ENSMGAP00000014803;ENSMGAP00000014805;ENSMGAP00000015311;ENSMGAP00000015315;ENSMGAP00000015473;ENSMGAP00000015475;ENSMGAP00000003480;ENSMGAP00000003561;ENSMGAP00000013697;;ENSMGAP00000019114;ENSMGAP00000017617;ENSMGAP00000010710;;ENSMGAP00000017509;ENSMGAP00000011134;;;;;ENSMGAP00000005171;ENSMGAP00000005144;ENSMGAP00000012013;ENSMGAP00000012026;ENSMGAP00000008027;ENSMGAP00000008032;ENSMGAP00000000372;ENSMGAP00000000378;ENSMGAP00000001309;ENSMGAP00000001562;ENSMGAP00000003243;ENSMGAP00000003492;ENSMGAP00000005381;ENSMGAP00000005404;ENSMGAP00000007996;ENSMGAP00000008049;ENSMGAP00000010090;;ENSMGAP00000004966;ENSMGAP00000004995;ENSMGAP00000000869;ENSMGAP00000000926;ENSMGAP00000003760;ENSMGAP00000003779;ENSMGAP00000017068;;;ENSMGAP00000016319;ENSMGAP00000018557;;ENSMGAP00000005302;ENSMGAP00000010401;ENSMGAP00000005750;ENSMGAP00000006485;ENSMGAP00000017890;;;ENSMGAP00000014288;;ENSMGAP00000011241;;;;ENSMGAP00000002760;;;ENSMGAP00000001508;;;ENSMGAP00000005387;;;;;;ENSMGAP00000015552;;
Sauropsida;Galliformes;Numida_meleagris;ENSNMEP00000020311;;;;;;;ENSNMEP00000005995;;ENSNMEP00000006078;;;;ENSNMEP00000001748;;;;ENSNMEP00000020589;ENSNMEP00000027370;;;;ENSNMEP00000011900;;;;;;;ENSNMEP00000007543;ENSNMEP00000008820;;;;;;;ENSNMEP00000023691;ENSNMEP00000020504;;ENSNMEP00000020250;ENSNMEP00000020253;;;;;;ENSNMEP00000009859;;;;;;ENSNMEP00000002474;;;;;ENSNMEP00000002255;;;;;;ENSNMEP00000011801;;;;;ENSNMEP00000023584;;;;;;;ENSNMEP00000026538;;;;ENSNMEP00000002410;ENSNMEP00000010656;;;;;;;;;;;;;ENSNMEP00000004820;;;;;ENSNMEP00000003532;;;;;ENSNMEP00000019623;ENSNMEP00000019622;ENSNMEP00000011191;ENSNMEP00000011199;ENSNMEP00000014703;ENSNMEP00000014708;;ENSNMEP00000005390;ENSNMEP00000010835;ENSNMEP00000010836;ENSNMEP00000008522;ENSNMEP00000008523;ENSNMEP00000003550;;ENSNMEP00000015238;ENSNMEP00000015234;;;;ENSNMEP00000027207;ENSNMEP00000024200;ENSNMEP00000024201;ENSNMEP00000026803;ENSNMEP00000026807;ENSNMEP00000004297;;ENSNMEP00000008325;ENSNMEP00000008347;ENSNMEP00000009235;ENSNMEP00000009237;ENSNMEP00000009420;ENSNMEP00000009423;;ENSNMEP00000013048;ENSNMEP00000025961;ENSNMEP00000025962;;ENSNMEP00000027110;ENSNMEP00000007857;ENSNMEP00000007858;ENSNMEP00000013349;ENSNMEP00000013354;ENSNMEP00000002544;ENSNMEP00000002555;;ENSNMEP00000006339;;ENSNMEP00000017413;;ENSNMEP00000017674;ENSNMEP00000005935;ENSNMEP00000005940;ENSNMEP00000006501;ENSNMEP00000006560;;;;ENSNMEP00000009479;;ENSNMEP00000001443;;;;ENSNMEP00000006992;;;ENSNMEP00000005619;;;;;;;;;;;
Sauropsida;Galliformes;Pavo_cristatus;ENSPSTP00000013125;;;;;;;ENSPSTP00000015910;ENSPSTP00000013200;;;;;ENSPSTP00000003218;;;;ENSPSTP00000010738;ENSPSTP00000005045;;;ENSPSTP00000021665;;;;;;;;ENSPSTP00000007945;ENSPSTP00000022798;;;;;;;ENSPSTP00000010494;ENSPSTP00000002014;;ENSPSTP00000014767;;;;;;;ENSPSTP00000006901;;;ENSPSTP00000016489;;;ENSPSTP00000016981;;;;;ENSPSTP00000000218;;;ENSPSTP00000023040;;ENSPSTP00000019991;ENSPSTP00000023363;;;;;ENSPSTP00000003287;;;;;;;ENSPSTP00000019736;;;;ENSPSTP00000019044;ENSPSTP00000002496;;;;;;;;;;;;;ENSPSTP00000023864;;;;ENSPSTP00000016089;;;ENSPSTP00000002147;;;ENSPSTP00000023816;ENSPSTP00000015141;ENSPSTP00000007083;;ENSPSTP00000010241;ENSPSTP00000010313;ENSPSTP00000016422;;;;ENSPSTP00000018744;ENSPSTP00000015625;;ENSPSTP00000017172;ENSPSTP00000020663;ENSPSTP00000005718;;;;;ENSPSTP00000022860;ENSPSTP00000022878;ENSPSTP00000004455;ENSPSTP00000004469;ENSPSTP00000005285;;ENSPSTP00000007684;ENSPSTP00000007692;ENSPSTP00000004566;ENSPSTP00000004536;ENSPSTP00000010315;ENSPSTP00000010258;;ENSPSTP00000004814;ENSPSTP00000019516;ENSPSTP00000003819;;;ENSPSTP00000013830;ENSPSTP00000025533;ENSPSTP00000001173;ENSPSTP00000001190;ENSPSTP00000013897;ENSPSTP00000013879;ENSPSTP00000023044;;ENSPSTP00000011577;;;;ENSPSTP00000020114;ENSPSTP00000015999;;ENSPSTP00000007676;;;;ENSPSTP00000016731;;ENSPSTP00000016955;;;;;;;ENSPSTP00000000054;;;ENSPSTP00000010648;;;;;;;;
Sauropsida;Galliformes;Phasianus_colchicus;;;;;;;;ENSPCLP00000017370;;ENSPCLP00000020215;;;;ENSPCLP00000022472;;;ENSPCLP00000018147;;ENSPCLP00000005597;;;;ENSPCLP00000002747;;;;;;;ENSPCLP00000020743;ENSPCLP00000021983;;;;;;;ENSPCLP00000005044;ENSPCLP00000003098;;ENSPCLP00000015404;ENSPCLP00000015405;;;;;;ENSPCLP00000004719;;;;;;ENSPCLP00000013692;;;;;ENSPCLP00000017144;;;ENSPCLP00000016839;;ENSPCLP00000019974;ENSPCLP00000010714;;;;;ENSPCLP00000009413;;;;;;;ENSPCLP00000009978;;;;ENSPCLP00000018249;ENSPCLP00000020783;;;;;;;;;;;;;ENSPCLP00000007912;;;;ENSPCLP00000016345;;;;;;ENSPCLP00000017898;ENSPCLP00000017896;ENSPCLP00000024249;ENSPCLP00000024231;ENSPCLP00000008471;ENSPCLP00000008468;ENSPCLP00000020852;ENSPCLP00000020819;ENSPCLP00000005304;;ENSPCLP00000022062;ENSPCLP00000022059;ENSPCLP00000025091;;ENSPCLP00000011138;ENSPCLP00000011121;;;ENSPCLP00000010560;;ENSPCLP00000008515;ENSPCLP00000008514;ENSPCLP00000006023;ENSPCLP00000006024;ENSPCLP00000011579;;ENSPCLP00000001464;ENSPCLP00000001468;ENSPCLP00000022169;ENSPCLP00000022171;ENSPCLP00000017275;ENSPCLP00000017278;;ENSPCLP00000017640;ENSPCLP00000006759;ENSPCLP00000006751;ENSPCLP00000021570;;ENSPCLP00000016129;;ENSPCLP00000011855;ENSPCLP00000011865;ENSPCLP00000013674;ENSPCLP00000013677;ENSPCLP00000016838;ENSPCLP00000005952;ENSPCLP00000018832;;;;;ENSPCLP00000022261;ENSPCLP00000016597;ENSPCLP00000016596;;ENSPCLP00000009899;;ENSPCLP00000004716;;ENSPCLP00000003163;;;;;;;ENSPCLP00000024347;;ENSPCLP00000007858;;;;;;;;;
Sauropsida;Passeriformes;Camarhynchus_parvulus;ENSCPVP00000021213;;;;;;;ENSCPVP00000014164;ENSCPVP00000015543;;;;;ENSCPVP00000003447;;;ENSCPVP00000004045;;ENSCPVP00000002043;;;;ENSCPVP00000003407;ENSCPVP00000003425;;;;;;ENSCPVP00000009054;ENSCPVP00000011678;ENSCPVP00000011651;;;;;;ENSCPVP00000022264;ENSCPVP00000012410;;;;;;;;;ENSCPVP00000022052;;;;;;ENSCPVP00000000041;;;;;ENSCPVP00000007932;;;;;;ENSCPVP00000014158;;;;;ENSCPVP00000012431;;;;;;;ENSCPVP00000001112;;;;;ENSCPVP00000009683;;;;;;;;;;;;;ENSCPVP00000004474;;;;;ENSCPVP00000018789;;;;;ENSCPVP00000001455;ENSCPVP00000001416;ENSCPVP00000006183;ENSCPVP00000005884;ENSCPVP00000005853;ENSCPVP00000005922;ENSCPVP00000003085;ENSCPVP00000003206;ENSCPVP00000006090;;ENSCPVP00000013731;ENSCPVP00000013682;ENSCPVP00000008691;ENSCPVP00000011221;ENSCPVP00000019540;ENSCPVP00000020535;ENSCPVP00000015754;;;;ENSCPVP00000004537;ENSCPVP00000004505;ENSCPVP00000022995;ENSCPVP00000022985;ENSCPVP00000006587;;ENSCPVP00000018380;ENSCPVP00000018454;ENSCPVP00000001199;;ENSCPVP00000019684;ENSCPVP00000019556;ENSCPVP00000016296;ENSCPVP00000016269;ENSCPVP00000008083;ENSCPVP00000008359;ENSCPVP00000004732;;ENSCPVP00000013565;ENSCPVP00000013542;ENSCPVP00000005950;ENSCPVP00000006012;ENSCPVP00000017534;ENSCPVP00000017548;ENSCPVP00000009062;ENSCPVP00000008977;ENSCPVP00000017766;ENSCPVP00000017733;ENSCPVP00000015790;;ENSCPVP00000005808;ENSCPVP00000005722;ENSCPVP00000022796;ENSCPVP00000022790;ENSCPVP00000010474;;;ENSCPVP00000022076;;ENSCPVP00000021869;;;;ENSCPVP00000008740;;;ENSCPVP00000013349;;;ENSCPVP00000003702;;;;;;ENSCPVP00000000010;;
Sauropsida;Passeriformes;Cyanistes_caeruleus;ENSCCEP00000012966;;;;;;;ENSCCEP00000007381;ENSCCEP00000002294;;;;;ENSCCEP00000005390;;;;ENSCCEP00000009873;ENSCCEP00000028328;;;;ENSCCEP00000015685;;;;;;;ENSCCEP00000012915;ENSCCEP00000000477;ENSCCEP00000000480;;;;;ENSCCEP00000006427;ENSCCEP00000006448;ENSCCEP00000009546;;ENSCCEP00000011519;ENSCCEP00000010567;;;;;;ENSCCEP00000012501;;;;;;ENSCCEP00000004192;;;;;ENSCCEP00000000347;;;ENSCCEP00000013420;;;ENSCCEP00000004750;;;;;ENSCCEP00000009379;;;;;;;ENSCCEP00000021409;;;;;ENSCCEP00000017193;;;;;;;;;;;;;ENSCCEP00000005803;;;;;;;;;;ENSCCEP00000016097;ENSCCEP00000016093;ENSCCEP00000021809;ENSCCEP00000021806;ENSCCEP00000016871;ENSCCEP00000016868;ENSCCEP00000006637;ENSCCEP00000006634;ENSCCEP00000013117;ENSCCEP00000013119;ENSCCEP00000023389;ENSCCEP00000023391;;ENSCCEP00000003204;ENSCCEP00000004084;ENSCCEP00000011462;;;;;ENSCCEP00000007745;ENSCCEP00000025362;ENSCCEP00000008428;ENSCCEP00000008427;ENSCCEP00000015224;;ENSCCEP00000007763;ENSCCEP00000007760;ENSCCEP00000025427;;ENSCCEP00000025480;ENSCCEP00000025483;ENSCCEP00000026276;ENSCCEP00000026278;ENSCCEP00000026005;ENSCCEP00000026003;;ENSCCEP00000007819;ENSCCEP00000027965;ENSCCEP00000027966;ENSCCEP00000007057;ENSCCEP00000007052;ENSCCEP00000003833;ENSCCEP00000003835;;;ENSCCEP00000000572;;ENSCCEP00000001477;;ENSCCEP00000016989;ENSCCEP00000016552;ENSCCEP00000017695;ENSCCEP00000017705;ENSCCEP00000022844;;;ENSCCEP00000012504;;ENSCCEP00000010140;;;;ENSCCEP00000024443;;;ENSCCEP00000019712;;ENSCCEP00000021753;ENSCCEP00000021754;;;;;;ENSCCEP00000006492;;
Sauropsida;Passeriformes;Erythrura_gouldiae;ENSEGOP00005017863;;;;;;;;;;;;;ENSEGOP00005022318;;;;ENSEGOP00005010837;ENSEGOP00005006496;;;;ENSEGOP00005005725;;;;;;;ENSEGOP00005022016;ENSEGOP00005001251;ENSEGOP00005001252;;;;;;ENSEGOP00005001970;ENSEGOP00005000455;;ENSEGOP00005009069;ENSEGOP00005009074;;;;;;ENSEGOP00005007750;;;;;;;;;;;ENSEGOP00005004191;;;;;;ENSEGOP00005012051;;;;;ENSEGOP00005001272;;;;;;;;;;;;ENSEGOP00005007362;;;;;;;;;;;;;ENSEGOP00005001945;;;;;;;;;;ENSEGOP00005018438;ENSEGOP00005018436;ENSEGOP00005006134;ENSEGOP00005006122;ENSEGOP00005008680;ENSEGOP00005008686;ENSEGOP00005004599;;ENSEGOP00005001148;ENSEGOP00005001151;ENSEGOP00005001196;ENSEGOP00005001197;;ENSEGOP00005019283;ENSEGOP00005023371;ENSEGOP00005023433;;;;;ENSEGOP00005006792;ENSEGOP00005006789;ENSEGOP00005020184;ENSEGOP00005020176;ENSEGOP00005006984;;ENSEGOP00005023363;ENSEGOP00005023355;ENSEGOP00005008527;;ENSEGOP00005008390;ENSEGOP00005008379;;ENSEGOP00005016209;ENSEGOP00005017965;ENSEGOP00005017955;ENSEGOP00005016222;;ENSEGOP00005008245;ENSEGOP00005008243;ENSEGOP00005010868;ENSEGOP00005010842;ENSEGOP00005016564;ENSEGOP00005016560;ENSEGOP00005010572;ENSEGOP00005010575;;ENSEGOP00005016992;ENSEGOP00005016808;;ENSEGOP00005009474;ENSEGOP00005009471;ENSEGOP00005004460;ENSEGOP00005004457;ENSEGOP00005021759;;;ENSEGOP00005007747;;ENSEGOP00005016833;;;;ENSEGOP00005009826;;;ENSEGOP00005018900;;;ENSEGOP00005012277;;;;;;ENSEGOP00005009483;;
Sauropsida;Passeriformes;Ficedula_albicollis;ENSFALP00000004007;;;;;;;ENSFALP00000002166;ENSFALP00000007370;;;;;ENSFALP00000015848;;;ENSFALP00000003386;;;;;;ENSFALP00000003344;ENSFALP00000003354;;;;;;ENSFALP00000003744;ENSFALP00000001561;ENSFALP00000001563;;;;;;ENSFALP00000012503;ENSFALP00000005110;ENSFALP00000005114;ENSFALP00000001971;ENSFALP00000003385;;;;;;ENSFALP00000010002;;;;;;ENSFALP00000010583;;;;;ENSFALP00000004625;;;;;;ENSFALP00000011903;;;;;ENSFALP00000005129;;;;;;;ENSFALP00000006548;;;;;ENSFALP00000011062;;;;;;;;;;;;;ENSFALP00000000223;;;;;ENSFALP00000001470;;;;;ENSFALP00000005165;ENSFALP00000005157;ENSFALP00000012724;ENSFALP00000012679;ENSFALP00000001551;ENSFALP00000001582;ENSFALP00000006914;ENSFALP00000006945;ENSFALP00000010011;ENSFALP00000010007;ENSFALP00000002148;ENSFALP00000002145;ENSFALP00000014946;;ENSFALP00000009248;ENSFALP00000002418;;;;;ENSFALP00000003602;ENSFALP00000003610;ENSFALP00000012836;ENSFALP00000012844;ENSFALP00000007810;ENSFALP00000007817;ENSFALP00000010320;ENSFALP00000010316;ENSFALP00000014541;;ENSFALP00000014457;ENSFALP00000014448;;ENSFALP00000003360;ENSFALP00000007615;ENSFALP00000007617;ENSFALP00000008381;;ENSFALP00000001497;ENSFALP00000001498;ENSFALP00000005781;ENSFALP00000005816;ENSFALP00000006234;ENSFALP00000006237;ENSFALP00000002152;ENSFALP00000002158;;ENSFALP00000010292;;ENSFALP00000000147;ENSFALP00000002085;ENSFALP00000002058;ENSFALP00000011399;ENSFALP00000011441;ENSFALP00000004278;;;ENSFALP00000009984;;ENSFALP00000010817;;;;ENSFALP00000000353;;;ENSFALP00000009967;;;ENSFALP00000011838;;;;;;ENSFALP00000004496;;
Sauropsida;Passeriformes;Geospiza_fortis;ENSGFOP00000016105;;;;;;;ENSGFOP00000003576;ENSGFOP00000020257;;;;;ENSGFOP00000009105;;;;ENSGFOP00000014157;ENSGFOP00000000741;;;;ENSGFOP00000007501;ENSGFOP00000007518;;;;;;ENSGFOP00000014036;ENSGFOP00000004284;ENSGFOP00000004293;;;;;ENSGFOP00000010671;ENSGFOP00000010699;ENSGFOP00000002441;;ENSGFOP00000010694;ENSGFOP00000010676;;;;;;ENSGFOP00000001036;;;;;;;;;;;ENSGFOP00000006809;;;ENSGFOP00000015418;;ENSGFOP00000011212;ENSGFOP00000012479;;;;;ENSGFOP00000012867;;;;;;;ENSGFOP00000003972;;;;;ENSGFOP00000000378;;;;;;;;;;;;;ENSGFOP00000006753;;;;;ENSGFOP00000003682;;;;;ENSGFOP00000002028;ENSGFOP00000002211;ENSGFOP00000017024;ENSGFOP00000016988;ENSGFOP00000008604;ENSGFOP00000008541;ENSGFOP00000005478;ENSGFOP00000005712;ENSGFOP00000020670;;ENSGFOP00000001963;ENSGFOP00000001946;;ENSGFOP00000008212;ENSGFOP00000002867;ENSGFOP00000000923;;;;;ENSGFOP00000018856;ENSGFOP00000018859;ENSGFOP00000000921;ENSGFOP00000000960;;;ENSGFOP00000014355;ENSGFOP00000014407;ENSGFOP00000016982;;ENSGFOP00000014024;ENSGFOP00000013995;ENSGFOP00000015752;;ENSGFOP00000017873;ENSGFOP00000017884;ENSGFOP00000015792;;ENSGFOP00000015805;ENSGFOP00000015798;ENSGFOP00000003958;ENSGFOP00000004016;ENSGFOP00000019339;ENSGFOP00000019323;;;;ENSGFOP00000006828;ENSGFOP00000008770;;ENSGFOP00000013625;ENSGFOP00000013669;ENSGFOP00000003108;ENSGFOP00000003091;ENSGFOP00000021572;;;ENSGFOP00000000872;;ENSGFOP00000007712;;;;ENSGFOP00000010115;;;ENSGFOP00000014534;;;ENSGFOP00000013690;;;;;;ENSGFOP00000020158;;
Sauropsida;Passeriformes;Junco_hyemalis;ENSJHYP00000005738;;;;;;;ENSJHYP00000008814;ENSJHYP00000002199;;;;;ENSJHYP00000012373;;;;;ENSJHYP00000016370;;;;ENSJHYP00000009106;ENSJHYP00000009110;;;;;;ENSJHYP00000022286;ENSJHYP00000006191;ENSJHYP00000006183;;;;;ENSJHYP00000017430;ENSJHYP00000017425;ENSJHYP00000008606;;;;;;;;;ENSJHYP00000017531;;;;;;ENSJHYP00000011165;;;;;ENSJHYP00000004263;;;;;;ENSJHYP00000017397;;;;;ENSJHYP00000003513;;;;;;;ENSJHYP00000014336;;;;;;;;;;;;;;;;;;ENSJHYP00000005557;;;;;;;;;;ENSJHYP00000012120;ENSJHYP00000012150;ENSJHYP00000006325;ENSJHYP00000008551;ENSJHYP00000017100;ENSJHYP00000016989;ENSJHYP00000004401;;ENSJHYP00000004014;ENSJHYP00000004029;ENSJHYP00000007702;ENSJHYP00000007652;;ENSJHYP00000006714;ENSJHYP00000006577;ENSJHYP00000009748;;;;;ENSJHYP00000000398;ENSJHYP00000000409;ENSJHYP00000001959;ENSJHYP00000002007;ENSJHYP00000015771;;ENSJHYP00000018273;ENSJHYP00000018279;ENSJHYP00000009784;;ENSJHYP00000008148;ENSJHYP00000008118;;;ENSJHYP00000010950;ENSJHYP00000011329;ENSJHYP00000024479;;ENSJHYP00000009210;ENSJHYP00000009198;ENSJHYP00000017512;ENSJHYP00000017477;ENSJHYP00000000421;ENSJHYP00000000435;ENSJHYP00000013940;ENSJHYP00000002434;ENSJHYP00000000614;;;;;;;;ENSJHYP00000023410;;;ENSJHYP00000017435;;ENSJHYP00000011552;;;;ENSJHYP00000020263;;;ENSJHYP00000014738;;;ENSJHYP00000018336;;;;;;ENSJHYP00000010521;;
Sauropsida;Passeriformes;Lonchura_striata_domestica;ENSLSDP00000023242;;;;;;;ENSLSDP00000016121;ENSLSDP00000007937;;;;;ENSLSDP00000022429;;;ENSLSDP00000017890;;ENSLSDP00000018235;;;;ENSLSDP00000010461;;;;;;;ENSLSDP00000010687;ENSLSDP00000002915;ENSLSDP00000002918;;;;;;ENSLSDP00000021521;ENSLSDP00000002483;;ENSLSDP00000017882;ENSLSDP00000007874;;;;;;ENSLSDP00000013132;;;;;;ENSLSDP00000012337;;;;;ENSLSDP00000003017;;;;;;ENSLSDP00000002682;;;;;ENSLSDP00000015150;;;;;;;;;;;;ENSLSDP00000018970;;;;;;;;;;;;;ENSLSDP00000002006;;;;;ENSLSDP00000008326;;;;;ENSLSDP00000008988;ENSLSDP00000008997;ENSLSDP00000020352;ENSLSDP00000020381;ENSLSDP00000009003;ENSLSDP00000008987;ENSLSDP00000022520;ENSLSDP00000022565;ENSLSDP00000019225;ENSLSDP00000019222;ENSLSDP00000015583;ENSLSDP00000007777;;ENSLSDP00000003107;ENSLSDP00000006685;ENSLSDP00000004270;;;;;ENSLSDP00000012809;ENSLSDP00000012817;ENSLSDP00000025637;ENSLSDP00000025641;ENSLSDP00000013779;;ENSLSDP00000015543;ENSLSDP00000015559;ENSLSDP00000002811;;ENSLSDP00000009258;ENSLSDP00000009262;;;ENSLSDP00000012651;ENSLSDP00000012676;ENSLSDP00000003930;;ENSLSDP00000004142;ENSLSDP00000004146;ENSLSDP00000011303;ENSLSDP00000011312;ENSLSDP00000008781;ENSLSDP00000008776;ENSLSDP00000007948;ENSLSDP00000007925;;ENSLSDP00000018534;ENSLSDP00000019008;;ENSLSDP00000012737;ENSLSDP00000012730;ENSLSDP00000024552;ENSLSDP00000024553;;;;ENSLSDP00000013207;;ENSLSDP00000024199;;;;ENSLSDP00000009973;;;ENSLSDP00000007864;;;;;;;;;ENSLSDP00000000889;;
Sauropsida;Passeriformes;Manacus_vitellinus;ENSMVIP00005003110;;;;;;;ENSMVIP00005018054;ENSMVIP00005027871;;;;;;;;;ENSMVIP00005028781;ENSMVIP00005015470;;;;ENSMVIP00005014618;ENSMVIP00005014626;;;;;;ENSMVIP00005026977;ENSMVIP00005001636;ENSMVIP00005001639;;;;;ENSMVIP00005021009;ENSMVIP00005021013;ENSMVIP00005022377;;ENSMVIP00005013056;ENSMVIP00005013101;;;;;;ENSMVIP00005017702;;;;;;ENSMVIP00005013865;;;;;ENSMVIP00005002754;;;;;;;;;;;ENSMVIP00005014944;;;;;;;ENSMVIP00005003914;;;;;ENSMVIP00005014138;;;;;;;;;;;;;;;;;;;;;;;ENSMVIP00005017189;ENSMVIP00005023806;ENSMVIP00005006748;ENSMVIP00005005061;ENSMVIP00005018692;ENSMVIP00005018704;ENSMVIP00005018208;ENSMVIP00005018202;ENSMVIP00005016159;;ENSMVIP00005000075;ENSMVIP00005000128;ENSMVIP00005002670;;ENSMVIP00005004114;ENSMVIP00005004896;;;;ENSMVIP00005025941;ENSMVIP00005021718;ENSMVIP00005021716;ENSMVIP00005011866;ENSMVIP00005011859;ENSMVIP00005004552;;ENSMVIP00005024187;ENSMVIP00005024192;ENSMVIP00005003868;;ENSMVIP00005001010;ENSMVIP00005001002;;ENSMVIP00005019074;ENSMVIP00005003984;ENSMVIP00005004030;;ENSMVIP00005003632;ENSMVIP00005001419;ENSMVIP00005001408;ENSMVIP00005023360;ENSMVIP00005023364;ENSMVIP00005024773;ENSMVIP00005024770;;;;ENSMVIP00005019410;ENSMVIP00005019000;;ENSMVIP00005012487;ENSMVIP00005012496;ENSMVIP00005011842;ENSMVIP00005011836;ENSMVIP00005013474;;;ENSMVIP00005017556;;ENSMVIP00005004770;;;;ENSMVIP00005004809;;;ENSMVIP00005002188;;;;;;;;;ENSMVIP00005020895;;
Sauropsida;Passeriformes;Parus_major;ENSPMJP00000011974;;;;;;;ENSPMJP00000005282;ENSPMJP00000004816;;;;;ENSPMJP00000002934;;;ENSPMJP00000001953;;ENSPMJP00000027095;;;;ENSPMJP00000008087;;;;;;;ENSPMJP00000016385;ENSPMJP00000017247;ENSPMJP00000017245;;;;;ENSPMJP00000012231;ENSPMJP00000012230;ENSPMJP00000006601;;ENSPMJP00000025462;ENSPMJP00000025467;;;;;;ENSPMJP00000014550;;;;;;;;;;;ENSPMJP00000008789;;ENSPMJP00000018042;;;;ENSPMJP00000002850;;;;;ENSPMJP00000020174;;;;;;;ENSPMJP00000022557;;;;;ENSPMJP00000021873;;;;;;;;;;;;;ENSPMJP00000025306;;;;;;;;;;ENSPMJP00000013258;ENSPMJP00000013256;ENSPMJP00000016036;ENSPMJP00000016032;ENSPMJP00000014407;ENSPMJP00000014408;ENSPMJP00000005182;ENSPMJP00000005191;ENSPMJP00000017513;ENSPMJP00000017514;ENSPMJP00000017277;ENSPMJP00000017274;;ENSPMJP00000008695;ENSPMJP00000005901;ENSPMJP00000005985;;;;;ENSPMJP00000008044;ENSPMJP00000008039;ENSPMJP00000003804;ENSPMJP00000003816;ENSPMJP00000026875;;ENSPMJP00000008962;ENSPMJP00000008966;ENSPMJP00000023372;;ENSPMJP00000023547;ENSPMJP00000023548;ENSPMJP00000023893;ENSPMJP00000023894;ENSPMJP00000025652;ENSPMJP00000025649;ENSPMJP00000004421;;ENSPMJP00000008560;ENSPMJP00000008559;ENSPMJP00000011161;ENSPMJP00000011152;ENSPMJP00000010914;ENSPMJP00000010915;ENSPMJP00000018043;;ENSPMJP00000006063;ENSPMJP00000006064;ENSPMJP00000006302;;ENSPMJP00000021348;ENSPMJP00000021349;ENSPMJP00000021625;ENSPMJP00000021628;ENSPMJP00000022286;;;ENSPMJP00000014608;;ENSPMJP00000016765;;;;ENSPMJP00000000346;;;ENSPMJP00000017763;;ENSPMJP00000016237;ENSPMJP00000016235;;;;;;ENSPMJP00000014925;;
