Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B;91A;91B;92A;92B;93A;93B;94A;94B;95A;95B;96A;96B;97A;97B;98A;98B;99A;99B;100A;100B;101A;101B;102A;102B;103A;103B;104A;104B;105A;105B;106A;106B;107A;107B;108A;108B;109A;109B;110A;110B
Mammalia;Scandentia;Tupaia_belangeri;;;;;ENSTBEP00000002104;ENSTBEP00000002483;;ENSTBEP00000004992;ENSTBEP00000008931;;;ENSTBEP00000012225;;ENSTBEP00000005519;ENSTBEP00000012001;ENSTBEP00000009384;ENSTBEP00000004470;ENSTBEP00000004913;;;;ENSTBEP00000003125;ENSTBEP00000013490;ENSTBEP00000014115;;;;ENSTBEP00000006577;ENSTBEP00000015219;;;ENSTBEP00000010747;ENSTBEP00000002893;ENSTBEP00000015310;ENSTBEP00000014319;ENSTBEP00000014395;ENSTBEP00000005816;ENSTBEP00000006038;ENSTBEP00000006023;ENSTBEP00000006448;ENSTBEP00000008204;ENSTBEP00000000793;;;;;;;;;ENSTBEP00000000934;ENSTBEP00000001323;;;;;ENSTBEP00000014028;ENSTBEP00000002105;ENSTBEP00000005432;ENSTBEP00000005547;ENSTBEP00000001656;;;;;;;;ENSTBEP00000013632;ENSTBEP00000002941;;;;;ENSTBEP00000002266;;ENSTBEP00000004200;;;ENSTBEP00000014160;;;;;;;;ENSTBEP00000010106;ENSTBEP00000005295;;ENSTBEP00000007056;ENSTBEP00000001255;ENSTBEP00000004021;ENSTBEP00000004797;;ENSTBEP00000014566;ENSTBEP00000009626;;ENSTBEP00000005277;ENSTBEP00000005505;ENSTBEP00000003118;;;;;ENSTBEP00000007517;ENSTBEP00000008321;ENSTBEP00000004058;ENSTBEP00000011040;ENSTBEP00000011387;;;;;;;;;;;;ENSTBEP00000014959;;;ENSTBEP00000010391;ENSTBEP00000005640;;;;;ENSTBEP00000009437;ENSTBEP00000009659;;;ENSTBEP00000015406;ENSTBEP00000002562;ENSTBEP00000013280;ENSTBEP00000011495;ENSTBEP00000008575;ENSTBEP00000009747;;;ENSTBEP00000011989;ENSTBEP00000007209;;ENSTBEP00000001917;;;;;ENSTBEP00000002341;;ENSTBEP00000002707;ENSTBEP00000003217;;;ENSTBEP00000009284;ENSTBEP00000009193;;;;;;;ENSTBEP00000001831;;ENSTBEP00000008126;ENSTBEP00000004635;;ENSTBEP00000003371;;;;ENSTBEP00000011057;;;;;;;;;;;;;ENSTBEP00000002047;;;;;;;;;;;;;;ENSTBEP00000014812;;;ENSTBEP00000012316;;;;;ENSTBEP00000009509;;;ENSTBEP00000012582;;ENSTBEP00000005554;;;;;;;ENSTBEP00000013387;
Sauropsida;Accipitriformes;Accipiter_nisus;;;;;ENSANIP00000018598;ENSANIP00000018579;;;;;;;;;ENSANIP00000006640;ENSANIP00000006220;ENSANIP00000022099;;;ENSANIP00000016928;;;;ENSANIP00000008278;ENSANIP00000003988;;;;ENSANIP00000014045;;;;ENSANIP00000000293;ENSANIP00000000363;;;;;ENSANIP00000019805;;ENSANIP00000024114;ENSANIP00000006138;;;;;;;;ENSANIP00000015920;;;;ENSANIP00000022918;;;;;;;;;;ENSANIP00000016926;;;ENSANIP00000008502;;;ENSANIP00000019860;;;;;;;;ENSANIP00000000651;;ENSANIP00000013294;;;;;;;;;;;;ENSANIP00000011747;;ENSANIP00000024325;ENSANIP00000013170;;ENSANIP00000012463;;ENSANIP00000011476;;;;;;;;ENSANIP00000012410;;;ENSANIP00000000758;;;;;;;;;;;;;;;;;;;;;ENSANIP00000001158;ENSANIP00000001201;ENSANIP00000019302;ENSANIP00000019310;ENSANIP00000016386;ENSANIP00000011120;ENSANIP00000022157;;ENSANIP00000006952;ENSANIP00000006334;;;ENSANIP00000025345;ENSANIP00000009987;ENSANIP00000019047;ENSANIP00000019147;;ENSANIP00000018764;;ENSANIP00000014220;ENSANIP00000002997;ENSANIP00000002989;ENSANIP00000008906;ENSANIP00000020791;ENSANIP00000011523;;ENSANIP00000019501;ENSANIP00000019458;ENSANIP00000008680;ENSANIP00000008699;;ENSANIP00000014038;;;;ENSANIP00000025162;ENSANIP00000008549;ENSANIP00000008459;ENSANIP00000009965;ENSANIP00000009942;;;ENSANIP00000016816;ENSANIP00000016790;;ENSANIP00000019597;;ENSANIP00000001127;ENSANIP00000013740;ENSANIP00000013715;;;ENSANIP00000007174;ENSANIP00000007150;;;;;;;;;;;;ENSANIP00000026678;ENSANIP00000003592;;ENSANIP00000018149;;ENSANIP00000017494;;;ENSANIP00000003831;;;;ENSANIP00000017618;ENSANIP00000013835;;;;;ENSANIP00000014572;;ENSANIP00000022955;;;;;;
Sauropsida;Accipitriformes;Aquila_chrysaetos_chrysaetos;;;;;;ENSACCP00020012618;;;;;;;;;ENSACCP00020014520;ENSACCP00020014540;ENSACCP00020008440;;;ENSACCP00020006310;;;;ENSACCP00020008698;ENSACCP00020008350;;;;ENSACCP00020004726;;;;ENSACCP00020021741;ENSACCP00020021697;;;ENSACCP00020017177;;ENSACCP00020013281;;ENSACCP00020007579;ENSACCP00020019631;;;;;;;;ENSACCP00020001537;;;;ENSACCP00020002507;;;ENSACCP00020013470;;;;;;;ENSACCP00020018112;;;;ENSACCP00020018401;;ENSACCP00020018515;;;;;;ENSACCP00020009498;;ENSACCP00020018650;;ENSACCP00020017270;;;;;;;;;;;;ENSACCP00020007339;;ENSACCP00020000760;ENSACCP00020005789;;ENSACCP00020024849;;;;;;;;;;ENSACCP00020002633;;;;;;;;;;;;;;;;;;;;;;;;ENSACCP00020005088;ENSACCP00020005130;ENSACCP00020009126;ENSACCP00020009140;ENSACCP00020019936;ENSACCP00020019985;ENSACCP00020002621;ENSACCP00020002671;ENSACCP00020024485;ENSACCP00020024477;;ENSACCP00020001540;ENSACCP00020021312;ENSACCP00020021357;ENSACCP00020014978;ENSACCP00020014958;ENSACCP00020007458;ENSACCP00020007433;;ENSACCP00020011131;ENSACCP00020005193;ENSACCP00020005170;ENSACCP00020005414;ENSACCP00020005398;ENSACCP00020000787;;ENSACCP00020010134;ENSACCP00020010175;ENSACCP00020003816;ENSACCP00020003837;;ENSACCP00020002815;;;ENSACCP00020020377;ENSACCP00020020399;ENSACCP00020004439;ENSACCP00020004498;ENSACCP00020020684;ENSACCP00020020662;;;ENSACCP00020021212;ENSACCP00020021190;;ENSACCP00020019268;;ENSACCP00020021746;ENSACCP00020003413;ENSACCP00020003358;ENSACCP00020016146;;ENSACCP00020024522;ENSACCP00020024512;;;;;;;;;;;;;ENSACCP00020023052;;ENSACCP00020001247;;ENSACCP00020012449;;;ENSACCP00020022316;;;;ENSACCP00020017166;ENSACCP00020004316;;;;;ENSACCP00020000643;;ENSACCP00020007487;;;;;ENSACCP00020019697;
Sauropsida;Anseriformes;Anas_platyrhynchos;;;;;;ENSAPLP00020013331;ENSAPLP00020017129;;;;;;;ENSAPLP00020025183;ENSAPLP00020006543;ENSAPLP00020006553;ENSAPLP00020015352;ENSAPLP00020015368;;;;;;ENSAPLP00020017941;ENSAPLP00020025307;;;;ENSAPLP00020009292;ENSAPLP00020009284;;;ENSAPLP00020012945;ENSAPLP00020012959;;;ENSAPLP00020014553;;ENSAPLP00020018541;;;ENSAPLP00020008272;;;;;;;;ENSAPLP00020015594;;;;ENSAPLP00020025717;;;ENSAPLP00020023508;ENSAPLP00020023504;;;;;;ENSAPLP00020013317;;;ENSAPLP00020020410;;;ENSAPLP00020020419;;;;;;ENSAPLP00020017901;;ENSAPLP00020014620;ENSAPLP00020000737;;;;;;;;;;;;;ENSAPLP00020021894;;ENSAPLP00020011425;ENSAPLP00020000789;;;ENSAPLP00020019790;;;;ENSAPLP00020017216;;;;;ENSAPLP00020026797;;;;;;;;;;;;;;;;;;;;;;;;ENSAPLP00020000846;ENSAPLP00020001141;ENSAPLP00020012061;ENSAPLP00020012075;ENSAPLP00020026132;ENSAPLP00020026146;ENSAPLP00020025715;ENSAPLP00020025680;ENSAPLP00020016975;ENSAPLP00020016971;;ENSAPLP00020002377;ENSAPLP00020006913;ENSAPLP00020006846;;ENSAPLP00020020763;ENSAPLP00020008079;ENSAPLP00020008236;;ENSAPLP00020025185;ENSAPLP00020019349;ENSAPLP00020019345;ENSAPLP00020021518;ENSAPLP00020005577;ENSAPLP00020023338;;ENSAPLP00020007739;ENSAPLP00020007685;ENSAPLP00020017218;;;ENSAPLP00020024104;;;;ENSAPLP00020014585;ENSAPLP00020023680;ENSAPLP00020023675;ENSAPLP00020017962;ENSAPLP00020017965;;ENSAPLP00020008728;ENSAPLP00020015782;ENSAPLP00020015786;;ENSAPLP00020018693;;ENSAPLP00020003133;ENSAPLP00020010632;ENSAPLP00020010542;ENSAPLP00020020675;;ENSAPLP00020012525;ENSAPLP00020012541;;;;;;;;;;;;;ENSAPLP00020022202;;ENSAPLP00020011754;;ENSAPLP00020008803;;;ENSAPLP00020007540;;;;ENSAPLP00020010498;ENSAPLP00020014526;;;;;ENSAPLP00020018564;;ENSAPLP00020018980;;;;;;
Sauropsida;Anseriformes;Anser_cygnoides;;;;;ENSACDP00005008452;ENSACDP00005008442;ENSACDP00005020239;;;;;;;ENSACDP00005004197;ENSACDP00005003108;ENSACDP00005003073;ENSACDP00005024326;;;;;;;ENSACDP00005024717;;ENSACDP00005009123;;;ENSACDP00005009913;;;;ENSACDP00005002711;ENSACDP00005002744;;;ENSACDP00005007524;;ENSACDP00005011965;;ENSACDP00005023971;ENSACDP00005000981;;;;;;;;ENSACDP00005018105;;;;ENSACDP00005018796;;;ENSACDP00005023714;ENSACDP00005023721;;;;;;ENSACDP00005014976;;;ENSACDP00005022265;;;;;;;;;ENSACDP00005011588;;ENSACDP00005017512;;;;;;;;;;;;;;ENSACDP00005018601;;ENSACDP00005021480;ENSACDP00005014644;;ENSACDP00005022625;;;;;;;;;;ENSACDP00005016250;;;;;;ENSACDP00005023892;;;;;;;;;;;;;;;;;;ENSACDP00005026705;ENSACDP00005026714;ENSACDP00005024577;ENSACDP00005024574;ENSACDP00005003924;ENSACDP00005003972;ENSACDP00005018815;ENSACDP00005018837;ENSACDP00005002484;ENSACDP00005002494;;ENSACDP00005009853;ENSACDP00005013266;ENSACDP00005013287;ENSACDP00005005221;ENSACDP00005005198;ENSACDP00005020803;ENSACDP00005020792;;ENSACDP00005004204;ENSACDP00005019313;ENSACDP00005019318;ENSACDP00005004314;ENSACDP00005004333;ENSACDP00005019115;;ENSACDP00005016876;ENSACDP00005016974;;;;ENSACDP00005022875;;;;ENSACDP00005015425;ENSACDP00005026204;ENSACDP00005026207;ENSACDP00005012678;ENSACDP00005012683;;ENSACDP00005009430;ENSACDP00005002008;ENSACDP00005002000;;ENSACDP00005023940;;ENSACDP00005013045;ENSACDP00005017678;ENSACDP00005017728;ENSACDP00005021665;;ENSACDP00005013961;ENSACDP00005013941;;;;;;;;;;;;;ENSACDP00005024666;;ENSACDP00005008109;;ENSACDP00005013855;;;ENSACDP00005009628;;;;ENSACDP00005000836;ENSACDP00005012695;;;;;ENSACDP00005009234;;ENSACDP00005019087;;;;;;
Sauropsida;Apterygiformes;Apteryx_owenii;;;;;;ENSAOWP00000026509;ENSAOWP00000006095;;;;;;;;ENSAOWP00000026644;ENSAOWP00000026653;ENSAOWP00000022824;;;ENSAOWP00000006942;;;;ENSAOWP00000022182;ENSAOWP00000000281;;;;ENSAOWP00000008375;;;;ENSAOWP00000012513;ENSAOWP00000012502;;;ENSAOWP00000027838;ENSAOWP00000027877;ENSAOWP00000014762;;ENSAOWP00000022674;ENSAOWP00000024338;;;;;;;;ENSAOWP00000003663;;;;ENSAOWP00000021519;;;ENSAOWP00000026860;ENSAOWP00000026859;;;;;;ENSAOWP00000010491;;;;ENSAOWP00000025200;;ENSAOWP00000025212;;;;;;ENSAOWP00000001248;;ENSAOWP00000019367;ENSAOWP00000025454;;;;;;;;;;;;;ENSAOWP00000014300;;ENSAOWP00000013474;ENSAOWP00000002129;;;ENSAOWP00000016267;;;;;;;;;ENSAOWP00000012063;;;;;;ENSAOWP00000002518;;;;;;;;;;;;;;;;;;ENSAOWP00000005163;ENSAOWP00000005187;ENSAOWP00000015034;ENSAOWP00000015033;ENSAOWP00000021194;ENSAOWP00000005709;ENSAOWP00000021576;ENSAOWP00000021581;ENSAOWP00000004914;ENSAOWP00000004909;;;ENSAOWP00000007436;ENSAOWP00000007735;;ENSAOWP00000013226;ENSAOWP00000011550;ENSAOWP00000011523;ENSAOWP00000023725;ENSAOWP00000023731;ENSAOWP00000001048;ENSAOWP00000001066;ENSAOWP00000020310;ENSAOWP00000020294;ENSAOWP00000025522;;ENSAOWP00000007082;ENSAOWP00000007051;;;;ENSAOWP00000007140;;;;ENSAOWP00000023819;ENSAOWP00000019205;ENSAOWP00000019215;ENSAOWP00000012627;ENSAOWP00000012592;;;ENSAOWP00000014441;ENSAOWP00000014425;;ENSAOWP00000024959;;;ENSAOWP00000019537;ENSAOWP00000019533;ENSAOWP00000017763;;ENSAOWP00000012305;ENSAOWP00000012333;;;;;;;;;;;;;ENSAOWP00000018993;;;ENSAOWP00000015459;ENSAOWP00000015880;;;;;;;ENSAOWP00000014838;ENSAOWP00000028147;;;;;ENSAOWP00000018030;;ENSAOWP00000010609;;;;;;
Sauropsida;Casuariiformes;Dromaius_novaehollandiae;;;;;;ENSDNVP00000010185;;;;;;;;;ENSDNVP00000018021;;ENSDNVP00000011176;;ENSDNVP00000012142;;;;;ENSDNVP00000001321;ENSDNVP00000003924;;;;ENSDNVP00000002293;;;;ENSDNVP00000018612;ENSDNVP00000018642;;;ENSDNVP00000006198;ENSDNVP00000006219;ENSDNVP00000009777;;ENSDNVP00000013781;ENSDNVP00000003623;;;;;;;;;;;;ENSDNVP00000005204;;;ENSDNVP00000008306;ENSDNVP00000008311;;;;;;ENSDNVP00000026635;;;;ENSDNVP00000003509;;ENSDNVP00000003639;;;;;;ENSDNVP00000023115;;ENSDNVP00000009026;;ENSDNVP00000019162;;;;;;;;;;;;ENSDNVP00000008037;;ENSDNVP00000009898;ENSDNVP00000003005;;;ENSDNVP00000005199;;;;;;;;;ENSDNVP00000002916;;;;;;;;;;;;;;;;;;;;;;;;ENSDNVP00000015382;ENSDNVP00000015777;;ENSDNVP00000011514;ENSDNVP00000021712;ENSDNVP00000021651;ENSDNVP00000005226;ENSDNVP00000005258;ENSDNVP00000024658;ENSDNVP00000024649;;;ENSDNVP00000006475;ENSDNVP00000006454;ENSDNVP00000002706;ENSDNVP00000002664;ENSDNVP00000011996;ENSDNVP00000012006;ENSDNVP00000021756;ENSDNVP00000021751;ENSDNVP00000023348;ENSDNVP00000023344;ENSDNVP00000010895;ENSDNVP00000010883;ENSDNVP00000000519;;ENSDNVP00000008956;ENSDNVP00000008933;;;;;;;;;ENSDNVP00000008529;ENSDNVP00000008541;ENSDNVP00000025314;ENSDNVP00000025310;;;ENSDNVP00000018131;ENSDNVP00000018111;;ENSDNVP00000009431;;;ENSDNVP00000018848;ENSDNVP00000018866;ENSDNVP00000024882;;ENSDNVP00000026103;ENSDNVP00000026109;;;;;;;;;;;;;ENSDNVP00000023291;;;ENSDNVP00000025380;ENSDNVP00000012134;;;ENSDNVP00000007006;;;;ENSDNVP00000002782;ENSDNVP00000008583;;;;;ENSDNVP00000027327;;ENSDNVP00000005968;;;;;;
Sauropsida;Charadriiformes;Calidris_pugnax;;;;;;ENSCPUP00000026692;;;;;;;;;ENSCPUP00000001650;ENSCPUP00000001777;ENSCPUP00000007395;;;ENSCPUP00000018637;;;;ENSCPUP00000007078;;ENSCPUP00000019898;;;ENSCPUP00000006956;;;;ENSCPUP00000008211;ENSCPUP00000008205;;;ENSCPUP00000020283;;ENSCPUP00000016112;;ENSCPUP00000003629;ENSCPUP00000002750;;;;;;;;ENSCPUP00000006605;;;;ENSCPUP00000017575;;;;ENSCPUP00000014107;;;;;;ENSCPUP00000001514;;;ENSCPUP00000013813;;;ENSCPUP00000013826;;;;;;ENSCPUP00000009805;;ENSCPUP00000026041;;;;;;;;;;;;;;ENSCPUP00000000084;;ENSCPUP00000019398;ENSCPUP00000010706;;;ENSCPUP00000016097;;;;;;;;;ENSCPUP00000021338;;;;;;;;;;;;;;;;;;;;;;;;ENSCPUP00000020139;ENSCPUP00000020124;ENSCPUP00000022597;ENSCPUP00000022596;ENSCPUP00000026712;ENSCPUP00000026748;ENSCPUP00000017577;ENSCPUP00000017579;ENSCPUP00000021913;ENSCPUP00000021916;;ENSCPUP00000022336;ENSCPUP00000004578;ENSCPUP00000004664;ENSCPUP00000022435;ENSCPUP00000022434;;ENSCPUP00000028765;;ENSCPUP00000025583;ENSCPUP00000025452;ENSCPUP00000025451;ENSCPUP00000024811;ENSCPUP00000024820;ENSCPUP00000023450;;ENSCPUP00000023855;ENSCPUP00000023857;ENSCPUP00000013271;;;ENSCPUP00000015477;;;;ENSCPUP00000019058;ENSCPUP00000000227;ENSCPUP00000000171;ENSCPUP00000026892;ENSCPUP00000026891;;ENSCPUP00000027128;ENSCPUP00000020842;ENSCPUP00000020740;;;;ENSCPUP00000024465;ENSCPUP00000012941;ENSCPUP00000013244;ENSCPUP00000026912;;ENSCPUP00000016581;ENSCPUP00000016584;;;;;;;;;;;;;ENSCPUP00000002709;;ENSCPUP00000027175;;ENSCPUP00000023981;;;ENSCPUP00000005467;;;;ENSCPUP00000001498;ENSCPUP00000014042;;;;;ENSCPUP00000014305;;ENSCPUP00000020217;;;;;ENSCPUP00000001644;
Sauropsida;Crocodylia;Crocodylus_porosus;;;;;;ENSCPRP00005003479;;;;;;;;ENSCPRP00005008945;;ENSCPRP00005022138;ENSCPRP00005023518;ENSCPRP00005023503;;;;;;ENSCPRP00005015812;;ENSCPRP00005013445;;;ENSCPRP00005011306;;;;ENSCPRP00005022838;ENSCPRP00005022843;;;ENSCPRP00005006408;ENSCPRP00005007429;ENSCPRP00005001081;;;ENSCPRP00005018258;;;;;;;;;;;;ENSCPRP00005025457;ENSCPRP00005018890;;ENSCPRP00005011369;ENSCPRP00005011384;;;;;;ENSCPRP00005017891;;;;ENSCPRP00005014487;;ENSCPRP00005014507;;;;;;;;ENSCPRP00005009472;ENSCPRP00005024872;;;;;;;;;;;;;ENSCPRP00005000170;ENSCPRP00005010099;ENSCPRP00005010120;ENSCPRP00005025304;;ENSCPRP00005000598;;;;;;;;;;ENSCPRP00005008311;;;;;;;;;;;;;;;;;;ENSCPRP00005027345;;;;ENSCPRP00005007640;ENSCPRP00005014970;ENSCPRP00005001645;ENSCPRP00005001578;ENSCPRP00005027346;;ENSCPRP00005003907;ENSCPRP00005003872;ENSCPRP00005025510;ENSCPRP00005025534;ENSCPRP00005011167;ENSCPRP00005011181;;;ENSCPRP00005010452;ENSCPRP00005010479;ENSCPRP00005012867;ENSCPRP00005012892;ENSCPRP00005015671;ENSCPRP00005015694;;ENSCPRP00005008934;ENSCPRP00005019472;ENSCPRP00005019466;ENSCPRP00005009501;ENSCPRP00005009490;ENSCPRP00005025367;;ENSCPRP00005019908;ENSCPRP00005019912;;;;ENSCPRP00005003309;;;;;ENSCPRP00005025340;ENSCPRP00005025273;;ENSCPRP00005021134;;ENSCPRP00005019536;ENSCPRP00005000429;ENSCPRP00005000395;;;;;ENSCPRP00005016654;ENSCPRP00005016572;;;;ENSCPRP00005001286;;;;;;;;;;;;;;;ENSCPRP00005026769;;ENSCPRP00005023955;;;ENSCPRP00005022642;;ENSCPRP00005022159;;;ENSCPRP00005024108;;;;;ENSCPRP00005016753;;ENSCPRP00005001116;;;;ENSCPRP00005009455;;
Sauropsida;Galliformes;Chrysolophus_pictus;;;;;;;;;;;;;;;ENSCPIP00010013551;;;;;;;;;ENSCPIP00010018272;ENSCPIP00010018349;;;;ENSCPIP00010013712;;;;ENSCPIP00010009708;ENSCPIP00010009716;;;ENSCPIP00010002851;;ENSCPIP00010005839;;;ENSCPIP00010009904;;;;;;;;ENSCPIP00010013800;;;;;;;ENSCPIP00010004662;;;;;;;;;;ENSCPIP00010007101;;;ENSCPIP00010007138;;;;;;;;ENSCPIP00010018161;;ENSCPIP00010000619;;;;;;;;;;;;ENSCPIP00010013372;;;ENSCPIP00010009619;;ENSCPIP00010018744;;;;;;;;;;ENSCPIP00010006917;;;;;;;;;;;;;;;;;;;;;;;;ENSCPIP00010000395;ENSCPIP00010000344;ENSCPIP00010012976;ENSCPIP00010012972;ENSCPIP00010004707;;ENSCPIP00010011235;ENSCPIP00010011240;ENSCPIP00010010302;ENSCPIP00010010299;;;ENSCPIP00010003390;ENSCPIP00010003337;;ENSCPIP00010003270;ENSCPIP00010003142;ENSCPIP00010003137;;ENSCPIP00010001832;ENSCPIP00010003690;ENSCPIP00010003687;ENSCPIP00010010143;;;ENSCPIP00010011708;ENSCPIP00010010224;ENSCPIP00010010227;;;;;;;ENSCPIP00010010374;;ENSCPIP00010008854;;ENSCPIP00010012215;ENSCPIP00010012214;;ENSCPIP00010000060;;;;;;;ENSCPIP00010000121;ENSCPIP00010000171;ENSCPIP00010005489;;ENSCPIP00010016359;ENSCPIP00010016357;;;;;;;;;;;;;;;;ENSCPIP00010012234;ENSCPIP00010007863;;;;;;;ENSCPIP00010006841;;;;;;ENSCPIP00010000912;;;;;;ENSCPIP00010010139;ENSCPIP00010005273;
Sauropsida;Galliformes;Coturnix_japonica;;;;;;;;;;;;ENSCJPP00005014372;;;;ENSCJPP00005011695;ENSCJPP00005014332;ENSCJPP00005014330;;;;;;ENSCJPP00005019543;;ENSCJPP00005001274;;;ENSCJPP00005007255;;;;ENSCJPP00005007966;ENSCJPP00005007969;;;ENSCJPP00005015359;;ENSCJPP00005014704;;ENSCJPP00005010466;ENSCJPP00005007673;;;;;;;;;;;;ENSCJPP00005004546;;;ENSCJPP00005004393;ENSCJPP00005004395;;;;;;;;;ENSCJPP00005015245;;;ENSCJPP00005015241;;;;;;;;ENSCJPP00005004904;ENSCJPP00005012689;;;;;;;;;;;;;ENSCJPP00005013783;;ENSCJPP00005019322;ENSCJPP00005021767;;ENSCJPP00005025414;;;;;;;;;;ENSCJPP00005005038;;;;;;;;;;;;;;;;;;;;;;;;ENSCJPP00005004176;ENSCJPP00005004184;ENSCJPP00005016647;ENSCJPP00005016648;ENSCJPP00005007859;ENSCJPP00005007860;ENSCJPP00005004574;ENSCJPP00005004599;ENSCJPP00005020251;ENSCJPP00005020252;;;ENSCJPP00005022657;ENSCJPP00005022346;;ENSCJPP00005021922;ENSCJPP00005018961;ENSCJPP00005018960;ENSCJPP00005027582;ENSCJPP00005027581;ENSCJPP00005014993;ENSCJPP00005014994;ENSCJPP00005023687;ENSCJPP00005023688;ENSCJPP00005008456;ENSCJPP00005008458;ENSCJPP00005023488;ENSCJPP00005023490;ENSCJPP00005027242;ENSCJPP00005027243;;ENSCJPP00005004727;;;ENSCJPP00005019452;ENSCJPP00005019451;ENSCJPP00005008146;ENSCJPP00005008147;ENSCJPP00005007340;ENSCJPP00005007355;;ENSCJPP00005017232;ENSCJPP00005018464;ENSCJPP00005018466;;;;;ENSCJPP00005011368;ENSCJPP00005011373;ENSCJPP00005006870;;ENSCJPP00005001977;ENSCJPP00005001980;;;;;;;;;;;;ENSCJPP00005002120;ENSCJPP00005011434;;ENSCJPP00005001049;;ENSCJPP00005005361;;;ENSCJPP00005002564;;ENSCJPP00005011683;;ENSCJPP00005008007;ENSCJPP00005004275;;;;;ENSCJPP00005011786;;ENSCJPP00005005741;;;;;;
Sauropsida;Galliformes;Gallus_gallus;;;;;;;;;;;;;;;ENSGALP00000016163;ENSGALP00000016167;ENSGALP00000051596;;;;;;;ENSGALP00000013443;;ENSGALP00000010373;;;ENSGALP00000053031;;;;ENSGALP00000005914;ENSGALP00000005933;;;ENSGALP00000062810;;ENSGALP00000050377;;ENSGALP00000055406;ENSGALP00000043991;;;;;;;;ENSGALP00000056257;;;;ENSGALP00000006818;;;ENSGALP00000041235;;;;;;;;;;;ENSGALP00000064871;;ENSGALP00000003826;;;;;;;;ENSGALP00000056207;ENSGALP00000068910;;;;;;;;;;;;;ENSGALP00000071938;;ENSGALP00000069791;ENSGALP00000015508;;ENSGALP00000007779;;;;;;;;;;ENSGALP00000005182;;;;;;;;;;;;;;;;;;;;;;;;ENSGALP00000011148;ENSGALP00000011044;ENSGALP00000062127;ENSGALP00000020374;ENSGALP00000015229;ENSGALP00000015272;ENSGALP00000018878;ENSGALP00000018953;ENSGALP00000009847;ENSGALP00000009875;ENSGALP00000060074;ENSGALP00000007042;ENSGALP00000011533;ENSGALP00000067072;ENSGALP00000050943;ENSGALP00000012175;ENSGALP00000049856;ENSGALP00000012673;ENSGALP00000054295;ENSGALP00000049855;ENSGALP00000011241;ENSGALP00000051968;ENSGALP00000016960;ENSGALP00000045347;ENSGALP00000002016;ENSGALP00000039219;ENSGALP00000007492;ENSGALP00000057191;ENSGALP00000041251;ENSGALP00000013453;ENSGALP00000064162;ENSGALP00000000050;ENSGALP00000074093;ENSGALP00000065787;ENSGALP00000054223;ENSGALP00000065375;ENSGALP00000056700;ENSGALP00000054257;ENSGALP00000057071;ENSGALP00000054218;ENSGALP00000040018;ENSGALP00000040015;ENSGALP00000001310;ENSGALP00000001338;ENSGALP00000060506;ENSGALP00000072117;ENSGALP00000065388;ENSGALP00000073937;ENSGALP00000021769;ENSGALP00000003011;ENSGALP00000071110;ENSGALP00000052383;ENSGALP00000052651;ENSGALP00000024148;;;;;;;;;;;;;ENSGALP00000040459;;ENSGALP00000070089;;ENSGALP00000068923;;;ENSGALP00000018636;;;;ENSGALP00000054868;ENSGALP00000070787;;;;;ENSGALP00000051730;;ENSGALP00000019058;;;;;ENSGALP00000058969;
